"id","1","2","3","4","5","6","7","8","9","10","11","12","13"
"W104",1148.44312572141,1144.11796511169,1140.75009766941,1140.63439910975,1138.862900463,1137.09795644231,1134.8702546459,1133.48118660001,1131.74215914024,1129.86329417277,1128.29276616489,1126.26606499511,1124.91612133171
"W128",3523.53678716928,3505.57492897847,3482.82107610899,3530.49143861979,3525.92497533632,3521.34781222895,3495.34615905256,3510.54334933905,3527.475811425,3537.23560718868,3519.15911895322,3510.07983156218,3518.51524133643
"W134",11923.5508235598,11959.3028385466,11936.3444404428,11961.3991272499,11966.444130906,11988.6085659384,11991.5764269887,12007.2747671143,12015.3206818926,12030.3336842906,12039.4480434625,12052.5014170802,12062.6776835936
"W135",5903.06404451362,5902.18128114285,5899.42036994599,5898.38181854349,5896.00063651974,5894.87774990197,5892.79814281439,5891.64055917444,5889.80414230764,5888.64587833739,5887.00868585984,5885.8726015473,5884.40121105678
"W147",146.678028211758,144.5941268298,144.708989500408,151.338587225277,150.562087583787,148.085842105529,147.308966355413,149.309483292904,150.042177690186,149.100299931668,148.387274841967,148.866798963783,149.421614101164
"W149",4953.58569618114,4975.79299565352,4967.63606257016,4984.68733149963,4982.79896496278,4992.53207635688,4997.15068157841,5000.8807217373,5009.66208971589,5010.31441185324,5020.22953258939,5020.62155042622,5029.35132579798
"W188",2464.53551839858,2481.49618026332,2473.57660845797,2471.17207286258,2482.36714105711,2466.08345078951,2482.74499799937,2470.1029712688,2475.76589759067,2477.95448558101,2469.17495140354,2481.66878635721,2469.05840360373
"W189",2047.71103732498,2000.27777971335,2015.46905976908,2058.74124243852,2062.11443802607,2026.08943961689,2010.41659211567,2035.55110192122,2057.93033290547,2044.46361805784,2020.53810165541,2023.48469105227,2044.97059716638
"W194",605.171833532111,603.298848770276,597.905198441243,590.848490503058,586.205512260902,581.972672218335,577.234532645893,572.189492932258,567.394355169065,562.697908679799,557.943307598809,553.138300452125,548.356996775705
"W226",3902.0718089517,3945.87700176744,3997.38120067572,4021.92876757898,4034.1099902633,4031.40961913729,4026.00945383802,4023.55828190289,4029.80959531448,4044.52165921311,4064.55479164425,4084.4017563428,4099.19254378755
"W227",1787.39993767264,1758.7561205338,1768.17073764034,1760.13987655741,1746.17762183515,1746.07296070901,1748.49509357817,1745.66699350162,1743.75456412341,1744.6217575275,1744.82114487431,1744.09029523434,1743.98038843466
"W234",2292.32138505686,2333.50037017327,2323.23910459576,2356.63900715766,2344.83630732115,2374.95445344615,2363.73612333005,2390.9077232242,2380.27709877587,2404.80172564622,2394.75514656405,2416.90067253512,2407.42892740982
"W245",2848.44254914848,2900.10893885542,2907.38715204233,2875.4130279169,2879.69131888915,2890.27770750551,2881.42743434353,2879.29376369134,2884.26877296395,2882.79792086327,2880.85675912539,2882.43483113203,2882.64798976867
"W248",15773.6556513228,15763.6389299051,16141.981898383,16147.3056241425,15819.2248275996,15788.190263266,16038.3856567814,16061.9132932148,15845.0410099704,15799.3983059604,15958.2665826778,15990.1280669906,15848.1114127632
"W273",6119.76977560617,6152.83055979851,6186.95756459269,6221.96193102352,6257.68825259206,6294.00864985199,6330.81789456054,6368.02939748549,6405.57190688929,6443.38679180856,6481.42580654449,6519.64925112772,6558.02445761874
"W276",10651.4995305581,10693.6612928863,10716.411319901,10716.3350804012,10703.2144454172,10689.3646363398,10682.2195129369,10682.5919652593,10687.0818126305,10691.6226522676,10693.8574714033,10693.6212056685,10692.0900646968
"W280",5321.345388472,5323.98759921159,5324.49623771687,5332.22016692052,5333.783033326,5336.70081264845,5338.73002057126,5342.63874581752,5345.78576918843,5348.38762224552,5351.47332021389,5354.23867886426,5357.70363337497
"W291",8492.47895395596,8362.45565021796,8396.64887547997,8289.4556275116,8322.12464602489,8313.71676491931,8376.8738435843,8396.84943915633,8419.885729417,8397.4284285267,8372.44713884787,8340.37358499881,8331.54116338562
"W297",5375.40142714998,5251.11552954307,5251.11552954307,5251.11552954307,5251.11552954307,5251.11552954307,5251.11552954307,5251.11552954307,5251.11552954307,5251.11552954307,5251.11552954307,5251.11552954307,5251.11552954307
"W317",4674.8215054508,4674.8215054508,4674.8215054508,4674.8215054508,4674.8215054508,4674.8215054508,4674.8215054508,4674.8215054508,4674.8215054508,4674.8215054508,4674.8215054508,4674.8215054508,4674.8215054508
"W323",4573.38821821063,4593.39538345046,4606.14815132814,4614.27689353586,4619.45823538364,4622.7608746675,4624.86601008602,4626.20784452492,4627.06314326037,4627.6083192565,4627.95581990677,4628.17732030812,4628.31850688649
"W339",3988.16644461699,4024.8712246958,4045.23261615991,4056.52777339731,4062.7935817652,4066.26943904438,4068.19761544491,4069.26724055692,4069.86059803185,4070.18975362955,4070.37234744874,4070.47363845835,4070.52982803077
"W351",1858.53749610927,1909.11264041742,1909.11264041742,1909.11264041742,1909.11264041742,1909.11264041742,1909.11264041742,1909.11264041742,1909.11264041742,1909.11264041742,1909.11264041742,1909.11264041742,1909.11264041742
"W355",2007.71579032104,1993.24142050286,1994.66963946876,2000.20766784847,1997.84719089526,1996.30774408713,1997.77702923084,1997.94522404591,1997.28302526465,1997.42489707683,1997.65381415267,1997.52193810631,1997.46926223839
