id,0,1,2,3,4,5,6,7,8,9,10,11,12
W273,6074.878265577253,6122.109861666709,6149.254363002293,6167.248146347641,6206.723641530367,6256.94390016158,6298.8856382857975,6311.9971336195,6353.122383024283,6389.575668377021,6454.510663199668,6457.342506612457,6501.110269015098
W276,10721.069288436072,10781.025013211329,10825.438651024237,10793.189065427925,10779.555663834386,10717.390542758205,10781.660258211534,10730.839414738728,10796.45638537438,10713.977722170566,10811.502774154316,10719.220945495557,10744.745949329417
W280,5300.619416801009,5302.320359613536,5303.472553407226,5307.339566797215,5302.56374733941,5304.494934089263,5303.752381198874,5304.860698648606,5304.580594917676,5305.160788901131,5306.790228908224,5306.965323624733,5308.048318402655
W291,8380.27557965219,8538.994100260734,8436.599540442228,8363.056579762697,8321.942241513729,8557.754545664788,8470.115597975253,8411.929216867686,8360.28003822267,8472.102920037507,8329.246921008826,8376.725773522257,8335.61127885282
W297,5259.047167940274,5175.527592309298,5361.762835649623,5400.370149407319,5177.349490281574,5201.71454280156,5336.504077634312,5370.802489373207,5274.922275722976,5325.992568801974,5238.263599595039,5406.144748145299,5353.181366110522
W317,4425.547934160162,4488.225718211868,4504.282278671478,4510.996782566885,4373.459646708974,4374.880685050217,4565.551974009192,4589.667111939719,4487.519963526745,4354.067702068433,4390.264597890597,4594.363672977436,4612.414476033541
W323,4347.925693506624,4522.963536562477,4622.917835053188,4592.877041060357,4647.905370073292,4553.632902755113,4527.794335713055,4622.862747127377,4749.9507534139675,4579.481298388227,4616.918909381803,4723.384243233665,4750.765158887397
W339,3888.7636145324386,3893.93478963023,3986.1860309054864,4001.3129912155914,3973.5432773787215,3967.448994263262,4016.9941834749843,4069.337648926448,4070.0602659992637,4027.3927671168585,3952.6003122067286,4081.215851895217,4117.415337725577
W351,1730.68437201266,1735.884986520507,1746.8611777554484,1732.0620580282805,1680.332547454669,1719.1717741743719,1688.7481194470154,1693.587086617225,1665.5986326136554,1664.1975240379595,1631.180010443633,1679.5446196813432,1690.9909445172705
W355,1874.02995989907,1871.3448682810815,1903.444189728233,1871.054702929368,1867.493433736507,1856.1284560620684,1843.9786958160532,1831.964438503614,1839.6158795026245,1835.5161279541942,1825.9861751234773,1821.6765515895547,1815.992991333791
