0,1,2,3,4,5,6,7,8
Q367,1041.9903664581477,1040.3419288340956,1032.4262780033052,1029.1880339864642,1023.8511980198325,1020.4923420317473,1017.5141022317114,1012.8543719712648
Q376,6342.0796401798725,6216.1930757761,6174.748372361064,6067.919975295663,6019.724837169051,5981.341646909714,5911.764327585697,5820.450180321932
Q417,1430.822184070945,1420.5669772535564,1408.0847939819098,1398.8098921656608,1386.2869233727454,1374.922508612275,1365.5832194745537,1351.3973845809694
Q428,1499.3736453592778,1476.7336937129498,1453.3864939749242,1427.758522027731,1409.0601811349393,1386.6134355008603,1352.1507004141808,1324.8970331192018
Q436,1037.0411707425117,1020.8314586025102,1008.3791823837158,995.4662502877038,983.2057777417447,974.5518088957662,958.0692820295312,944.9951781708367
Q440,6530.072424449027,6525.352840796113,6535.475927181542,6497.9426243156195,6483.099989593029,6492.1774385124445,6510.893133431673,6488.31353828311
Q443,8745.537495464087,8672.41476893425,8593.120182976127,8551.153615191579,8476.01061783731,8417.77595423162,8316.53019502759,8185.8627765625715
Q465,9882.71328072995,9911.370369642973,9943.978491462767,9915.385458171368,9820.602702535689,9757.159558311105,9746.14124942571,9743.690816685557
Q467,12116.392106935382,12182.45845027268,12412.777020782232,12438.05804990232,12339.644142091274,12262.627423927188,12205.558778345585,12150.70853419602
Q473,12568.042162507772,12760.106173455715,12830.997011214495,13048.16800057888,13230.396212488413,13265.223306119442,13339.948424249887,13477.113146483898
Q476,9674.339181780815,9686.021941900253,9717.583481669426,9842.998098134995,9821.924547553062,9908.013632297516,9923.909271359444,9975.301389694214
Q492,3917.3319825645535,3955.5398969344797,3996.811642089114,4029.6139890752734,4061.057042841241,4093.8166309855883,4126.3364657502625,4159.4538577236235
Q508,6870.185928970575,6764.0849687457085,6679.1216747015715,6575.365934625268,6468.274891033769,6349.997335627675,6232.780733510852,6124.611239090562
Q514,2823.4155371703205,2840.999970556795,2822.725796819477,2808.821014170347,2803.114481038598,2800.3464242264604,2804.5404143936903,2812.4427340373363
Q527,3658.3489578962326,3669.614134244621,3689.641401991248,3707.9462791606784,3721.2174755334854,3749.731641151011,3785.939194895327,3817.413580864668
Q547,8616.01200800389,8428.275924623013,8352.061583232135,8226.890212539583,8223.582182582468,8245.097312871367,8159.446206372231,8029.647769611329
Q556,10988.242854624987,10943.758412897587,10292.365944087505,10202.910783141851,10325.24359613657,10140.029937177896,9878.903216719627,9940.743981599808
Q558,7538.47880858928,7535.5550570786,7515.277972407639,7529.941214993596,7480.518653579056,7438.608417585492,7421.643097735941,7388.296777382493
Q560,8744.093083962798,8646.185645349324,8498.494123965502,8298.032273463905,8525.123380608857,8710.393289662898,8586.60616196692,8574.014161601663
Q561,7701.83718457818,7625.935115888715,7467.06864438951,7310.575128570199,7194.686687216163,7065.074162855744,6827.225200161338,6763.577715978026
Q566,7354.05378293246,7236.035872623324,7169.325213693082,6968.563204482198,6825.482426024973,6750.970215499401,6652.31991186738,6551.750788092613
Q571,6871.482712477446,6809.92949526757,6769.440669380128,6657.894360236824,6584.686182923615,6517.1920162811875,6414.8225412890315,6304.3512803688645
Q572,11142.372568659484,11706.96890220046,12451.870294436812,12992.210413850844,13119.007211513817,13651.574466899037,14118.865564800799,14637.532322257757
Q580,7296.08158852905,7182.002391628921,7207.023554760963,7024.254084136337,6966.833218727261,6724.651573803276,6577.4797894619405,6351.676349807531
Q588,10529.170224666595,10559.502949304879,10737.486512698233,10704.328514114022,10611.631691940129,10623.712936490774,10628.210430666804,10592.297416068614
Q593,10085.488514453173,10034.843183718622,10085.407198220491,9957.646266259253,9682.224677838385,9464.15006838739,9377.49110210687,9230.275890827179
Q596,9887.037819549441,10066.794022768736,10372.035649195313,10522.952693924308,10369.51840750873,10449.164471775293,10471.109449341893,10528.171824216843
Q626,10173.340416790545,10189.090992339326,10141.342468740417,10121.944029615071,10097.608397822823,10088.373580136518,10089.698832085724,10087.159386638174
Q631,956.3098226693272,955.0974953669308,953.3545734116433,953.9173214194176,951.9749062252041,952.7343069934841,952.3453125092383,950.1463594472403
Q642,1042.6119392529502,1047.5187536714225,1053.1395297286285,1058.8428655901548,1063.6574617694687,1068.569217692017,1073.6515869518735,1078.5863527274869
Q664,8252.59749234058,7508.668623423949,6819.530230901018,6126.752065313235,5489.574346393347,4940.326103933528,4476.384947481752,4001.524675834179
Q672,1464.1963883116841,1465.179783552885,1463.5981314852834,1471.5662996545434,1482.3331338614225,1488.6580880954862,1499.840797021985,1497.067253164947
Q673,1417.1685819411277,1423.3826233415602,1427.8013907785414,1431.3536611962318,1436.9648650798797,1441.6779653811454,1444.2548625626564,1444.6724547724723
Q684,5418.050231341422,5409.0939366644625,5443.6846146261705,5513.311567612888,5603.583343789878,5681.613971811536,5783.4980389776865,5770.423962441687
Q691,7289.379422850907,7305.372439622879,7343.790371082723,7567.705652602017,7794.789798296988,7802.7938786149025,7898.758005276322,7833.716530092061
Q697,1779.739334045574,1731.0425674159078,1688.896807766631,1655.090561721399,1609.108265363052,1544.9634025420987,1480.3357986045621,1393.6838507514437
Q720,7611.909086499364,7473.139025197179,7300.475718605519,7135.6416833587,6992.857585840301,6841.715786364303,6667.987917492913,6474.214166535811
Q730,1921.9604606487485,1862.9558287559735,1812.0011538841443,1758.3546368690925,1695.3253690187487,1639.052302806418,1569.7168147501973,1500.0143989852502
Q734,11575.234502889216,11671.129227429628,11896.375984214246,11984.863190874457,11949.932215847075,12015.638327784836,12110.201082639396,12112.838754728436
Q743,6949.485837043241,6887.961040535705,6831.912412889946,6764.560361149777,6704.299561378946,6637.951729337147,6540.135567657031,6444.9531247176765
Q752,5190.099841144364,5094.557690907438,5062.0930085222035,4997.149264043646,4935.065487336247,4918.771793467623,4884.852950130192,4803.485345507747
Q765,1044.03527629897,1050.7090730816128,1054.300963581838,1058.723314982057,1061.5389599933108,1065.6917369905864,1071.5869039027025,1075.2503347335016
Q771,1245.2274127364158,1262.0479436488151,1277.233690613389,1304.3880307906568,1329.5551284431815,1358.362500961095,1401.7884976138473,1430.779726726681
Q781,2765.8704167604446,2805.456219315529,2857.80205309391,2895.7215839624405,2926.7399460077286,2973.7685328722,3029.2846542596817,3096.985958814621
Q805,2696.844921395555,2705.193004227057,2705.8229221530255,2709.5366461101917,2719.5109200701113,2720.9380460541693,2725.6964389830823,2727.309225870296
Q811,1634.5968965917828,1686.6514256685975,1726.459994232655,1761.24337502718,1785.245246341825,1829.255579426885,1879.9080904796724,1937.3996553972368
Q818,933.8925779034196,886.4022284720835,840.7681109841163,798.9439175099129,758.0051158250862,719.4583215348416,672.3822659206382,614.1453621137133
Q821,9700.60785078177,9751.649693289071,9822.710274357945,9867.662620807887,9918.816678308965,9960.566878125877,10004.049275657238,10058.212083223076
Q826,9157.68253494054,9174.563262090087,9212.524816803634,9203.389089927077,9268.116258755326,9363.035925477743,9398.438531719148,9408.514769822359
Q832,10288.343685530126,10445.276182442904,10564.980045817792,10757.818838059902,10858.626149781048,11089.14004176855,11230.892148278654,11395.605102330446
Q837,9247.902286975457,9096.676844424008,8901.981136310098,8724.641443156821,8588.438901387151,8409.461708759885,8287.44193129651,8121.080760669704
Q839,1175.0497901923954,1172.1793303489685,1172.7447247877717,1172.373233024031,1171.233806669712,1172.976805306971,1171.1755634881556,1171.0546703226864
Q845,6593.08993612498,6644.355966624021,6693.229967189132,6748.74740486592,6817.417656552195,6864.802175391017,6920.138654111026,6967.302513327299
Q854,1493.5181880570947,1496.4846481580284,1497.7432900618758,1500.118517372384,1498.140483378991,1500.2730812761927,1498.2833049368107,1496.753217345848
Q865,6478.260790981352,6506.609448201954,6533.312270455062,6565.288017779589,6601.989574678242,6640.416636481881,6645.707097955048,6661.234635561705
Q872,1396.8238251760602,1384.2354067772626,1372.3307966798543,1352.4334776446221,1340.0232852406798,1327.6516377352175,1312.0189381361004,1296.8014871381217
Q883,1488.115198740956,1499.9438931362565,1509.3895050088192,1524.0469607198172,1538.1730992194257,1552.0378356287888,1570.1915818775792,1582.0565296180116
Q884,8872.516059507727,8931.470284139155,8994.493235371589,9053.750706300496,9109.415875487446,9160.267366044522,9223.955571823479,9275.872760729553
Q885,2115.8880005342085,2119.0556206343804,2132.9085844998126,2139.3077097836067,2147.442706196127,2158.557849021267,2162.8511643932347,2164.6738753811496
Q888,9775.29984395951,9828.65964666009,9841.325772814453,9785.38633801043,9650.680379793048,9540.852581746876,9508.968584090471,9447.394904382527
Q897,1269.8723186346515,1284.065152861163,1294.488210077093,1311.8693472226278,1347.3228424051747,1357.9567496371822,1378.4288494335815,1389.8679428593973
Q903,7845.491248220205,7735.990856997669,7618.12383659184,7554.248525612056,7402.68909946084,7281.634888611734,7165.855276063085,7020.630704052746
Q905,7800.728750228882,7481.644735336304,7256.782875061035,6981.633901596069,6893.285608291626,6796.6688442230225,6531.042175292969,6311.334581375122
Q906,8991.137640178204,8673.008002080023,8127.859347052872,7723.701009526849,7240.306624434888,6672.892895452678,6377.494356036186,5917.3020612075925
Q912,10548.399185277522,10700.50919983536,10857.367043755949,10934.18829381466,11038.212097100914,11114.244507923722,11225.407215692103,11290.57635255158
Q921,8953.394983173946,8874.411865632932,8809.688232772782,8691.668870955818,8600.578470435188,8499.40390006264,8400.286802724986,8255.868235912294
Q940,1432.3255436122417,1459.0351273715496,1489.3737534880638,1516.6928676217794,1546.40267367661,1583.6904508024454,1625.4489738941193,1671.1955182403326
Q944,2804.251065891088,2835.424784163043,2865.95636644876,2895.2948484602716,2917.244848129942,2943.1761553127303,2971.2918770014026,3000.271635203195
Q953,2064.2516315016896,2083.6334847893568,2102.45897827968,2125.436995514855,2145.5600728750233,2169.319843357057,2190.973154718057,2213.978346400336
Q986,1349.2708250727512,1347.8179982535253,1344.1152310580176,1339.2455485543028,1334.9116399958896,1329.9181673947592,1325.0524417557888,1320.3159829454448
Q991,9736.769773200527,9652.212188833208,9586.26805585921,9508.98671446331,9420.657029252501,9364.627342351156,9282.427323651316,9187.119379670548
Q1012,1233.3570119172334,1255.0864763078466,1275.8959788067266,1295.617334563285,1311.659680863507,1327.297039062306,1342.2153658540174,1358.0538009347022
Q1013,10468.220716252923,10572.903453618288,10639.600344583392,10763.896558612585,10870.441407516599,11013.990448519588,11098.46754693985,11216.948741212487
Q1014,9375.010449845717,9352.790106377006,9348.38306740001,9364.159504717589,9345.015567911045,9339.012998497115,9335.585068589451,9312.389073967564
Q1023,9881.707812286913,10128.64992318675,10221.580249685794,10377.978082802147,10607.235892955214,10808.156515043229,10930.967477876693,11039.285977687687
Q1026,5695.1015748172995,4640.821733960509,3786.2782999664546,2773.3266423195605,1847.7062390238054,874.9820457309496,-125.99706813394869,-1249.8482160776834
Q1027,1554.5351814106107,1260.0945552065969,1021.4535438641906,740.1411831565201,481.66347676888114,211.48955607786786,-66.79110333323462,-378.929956667125
Q1028,4797.259691294283,4380.046462927014,3941.313949249685,3520.9575807694346,3168.5694684330374,2712.2063883114606,2295.7030902281404,1867.7396367266774
Q1030,1434.1871234057098,1477.0316471999881,1511.6655212483552,1552.9070246182378,1579.4515549917514,1619.1112979253376,1652.2653521819407,1687.554104594066
Q1040,1427.248914308846,1420.2996555492282,1424.4350062385201,1397.4636064767838,1389.0883357152343,1396.0066823288798,1400.7678309604526,1388.0373759269714
Q1043,1217.4513289406896,1190.8609743863344,1174.010165810585,1142.2749498933554,1102.4922981411219,1067.0816276147962,1018.3578947335482,968.5310335531831
Q1051,1047.5446153019368,1046.940848788023,1047.5366150565446,1048.5361228755116,1048.9159812255202,1049.5648570019005,1050.4194352562722,1051.9105396300552
Q1052,6465.365227945521,6461.215401156991,6461.119557122513,6466.428646563737,6469.12977154441,6474.169502004979,6480.417574085665,6490.206888695804
Q1071,2108.166208789125,2104.309021105617,2083.94356588982,2060.8079298801717,2034.9666157238182,2017.6911991734055,2010.8602582093324,1994.3595281720156
Q1076,1031.736353800297,1027.5853226432207,1022.6426643952731,1017.199307302237,1010.8124547663336,1008.3136375886208,1004.1533630749591,998.7965101271876
Q1079,1001.9552806120739,998.0201050440968,997.2525870729239,997.9191088602694,996.5626395824927,997.6683810860294,999.0595214667919,996.2355936644602
Q1083,1077.6613546609879,1014.5185270607471,951.5655108094215,885.2437616288662,773.9676179587841,679.7282789945602,585.7730805575848,501.26577776670456
Q1101,2031.842206261605,2060.891134547889,2087.75470612064,2112.456598486602,2139.096188454777,2170.4119775557515,2203.660258692056,2238.2864256477355
Q1112,10932.547982744873,10999.057018533349,11176.298856437206,11269.674108289182,11490.937403477728,11787.47894257307,12013.016231283545,12206.364337168634
Q1119,2527.202633779496,2483.1406824998558,2476.790313925594,2453.7529096975923,2406.8604349792004,2362.0626246854663,2276.2570220008492,2185.9672276861966
Q1162,7355.925540961325,7397.981381341815,7463.568830378354,7483.974243924022,7583.105511777103,7693.895040787756,7738.202268183231,7780.486730001867
Q1184,2427.310277760029,2347.3398018591106,2253.405921753496,2171.9268876090646,2135.6977849043906,2062.049384690821,2005.6039140708745,1959.439020767808
Q1198,4258.080834248829,4242.138074095574,4241.764317768792,4201.4593635476685,4240.775535012009,4260.770714107546,4292.054175817368,4274.885802662712
Q1210,9165.44241130352,9281.561578437686,9397.851407825947,9524.14041697979,9668.54300364852,9781.940649449825,9908.423253670335,10016.260305643082
Q1211,1054.7604740422594,1058.2900139930846,1062.3612747966126,1065.7286010932924,1068.8619440519437,1073.471615873687,1076.6587530432641,1079.899765122123
Q1223,9779.567794680595,10262.962607253343,10761.700678821653,11319.761708643287,11700.626687247306,12085.728288751096,12521.994704265147,12887.201119642705
Q1225,7048.276670906708,7122.278010798656,7197.627250066345,7267.924279010197,7316.421227392772,7367.816054384674,7420.4449427276495,7472.661086001711
Q1241,4908.373468577862,4839.897188410163,4774.214786738157,4709.148644015193,4649.593724176288,4598.584427818656,4506.340039163828,4435.549813985825
Q1247,2154.263498035431,2139.8113842251005,2126.627999849826,2112.7275868762285,2097.9150633707195,2078.0064540847166,2055.2363490093126,2032.2299278657806
Q1248,5519.853763746481,5368.875690631096,5216.831199093912,4997.468898869787,4882.906079540309,4814.174419935302,4621.35048628587,4415.322463380819
Q1261,1378.8118131872266,1433.6307413809,1485.50986209698,1540.198877051845,1590.898535336554,1620.0908888846636,1663.9969746664167,1705.2100911062212
Q1296,8402.607697546482,8339.171828962862,8240.146790221334,8146.585898958147,8076.185894906521,7939.861206263304,7826.51317819953,7743.886193670332
Q1301,7106.401200778782,7086.557609848678,7052.026334404945,7008.734816126525,7083.387519903481,7082.489512488246,7081.8153136223555,7026.739445589483
Q1307,7064.767209663987,7137.354902476072,7178.525656461716,7179.717091992497,7331.206873431802,7434.289910793304,7423.082125708461,7500.8861269801855
Q1325,1033.4595429265128,1030.5560587228463,1026.7654290984572,1021.5631484011188,1018.1920749662444,1013.7823007594421,1008.7095601887628,1002.6519480743631
Q1361,5653.134074918926,5555.508636906743,5522.018035650253,5405.546182058752,5330.137743502855,5282.36883867532,5194.517266303301,5112.087516784668
Q1368,3668.213345268641,3645.4243088379258,3614.133923491885,3616.149311796958,3509.3043039460986,3453.2167791326942,3405.958012994692,3374.39645029426
Q1376,8041.404507756233,8084.641144834459,8105.441964045167,8163.71562179178,8124.7263568639755,8136.896565072238,8143.053057640791,8141.106464527547
Q1413,2684.9137164652348,2702.277548197657,2710.665949497372,2727.278836980462,2742.5030431188643,2755.672515206039,2776.427414122969,2791.055495530367
Q1429,972.0474282205105,961.3720005834102,950.1566106306761,940.1306021565199,927.1522072323412,918.0487160568684,908.80036737293,898.1179851606488
Q1438,6928.367224298418,7029.352840483189,7103.850096203387,7157.612829208374,7416.16618219763,7672.03347440809,7936.061333529651,8012.180532366037
Q1445,3635.145164963603,3655.0553811915215,3697.3085898756976,3708.1996745027595,3750.6303571350863,3748.160655120014,3749.6958692170665,3758.283015742896
Q1457,8484.624573443085,8517.67884142138,8513.95702718012,8526.148587154225,8527.072195557877,8533.226323166862,8558.624128906056,8554.6412786562
Q1459,10620.030972920358,10779.364932179451,11064.725565463305,11179.79240167886,11157.95786343515,11206.094486899674,11308.185712248087,11388.035122416914
Q1463,11136.664494723082,11406.56717762351,11818.70633840561,12087.692027688026,12175.26642486453,12320.969616472721,12551.021665483713,12717.220623791218
Q1465,1623.0779909927915,1633.3622699223386,1640.0604413930735,1653.2003901543512,1648.9925043280623,1655.6293195721905,1657.6221853461318,1661.0698393654816
Q1477,5598.056456183125,5575.083414989177,5567.931966783892,5506.820890587564,5453.93681241945,5417.323944243176,5396.71526451946,5337.852754856558
Q1487,1166.083646453917,1114.3695617094636,1055.112734735012,1011.7814239487052,972.1268424391747,901.847538985312,833.0636292695999,761.8366436287761
Q1500,5452.156817160174,5465.204677992686,5420.270422642118,5422.115454838982,5401.379943058824,5285.882720385303,5237.89718656968,5160.196043292616
Q1502,5930.02189988494,5903.6158436030155,5864.208989612759,5828.621962462366,5797.939792038501,5770.9810223743325,5727.430350585282,5686.575748813153
Q1512,3957.3471299545095,3959.36437819358,3967.4334324751794,3974.963149441369,3980.8753485961256,3988.87807891082,3997.1018596921112,4007.526140856817
Q1518,8018.736271446571,8075.85119721815,8101.801911902801,8141.540168640019,8194.180167207496,8234.759313802422,8276.375651550667,8315.16665177718
Q1533,5081.028108695746,5105.50455880791,5121.74640983075,5145.647997646631,5166.2023594900975,5187.5552755162125,5211.762693131566,5236.979470368252
Q1538,1026.305799433887,1020.6291178950667,1014.1086822386085,1008.6033427761867,1002.6913049296288,996.8062638212366,989.660667115934,983.5417230868337
Q1539,3222.088997636595,3204.2466217574565,3183.758812990812,3166.4595407921165,3147.8893827056418,3129.3922946134303,3106.9410510335397,3087.7160567514784
Q1543,10762.000501972065,10825.984456611424,10914.39889138229,11022.090860613062,11090.937602637707,11174.587472226842,11244.390209174899,11317.763458443058
Q1559,2267.8353574961425,2271.376928204298,2270.341250294447,2269.6932900190354,2254.539787375927,2252.973441043496,2256.676316598058,2264.757369527221
Q1564,780.8852803707124,699.0019941329958,628.787332773209,595.0578188896184,530.2743065357214,478.0264115333564,464.1926634311684,406.60858154296966
Q1571,8342.996776011438,8460.338439078481,8590.21975670919,8726.040173204841,8852.438069300206,8993.131634439864,9134.841417259575,9287.417166129091
Q1575,22862.06407335028,23653.582514494658,24457.580756742507,25242.440310515463,26074.03359895572,26982.397993549705,28077.920373134315,28834.801114987582
Q1576,2855.7352976314723,3033.5445597991347,3229.87894776091,3541.676203712821,3677.1683985702693,3920.460312217474,4083.2424362413585,4264.802047766745
Q1582,906.5015995502471,790.2876067161558,726.9600299000737,660.331181287765,598.8857731223101,578.0990236997598,515.0605353713028,457.798559665679
Q1589,1064.7910117730498,1057.8553842753172,1053.8445337861776,1046.3156865909696,1039.697305560112,1033.1026799604297,1026.0009324550629,1019.674329943955
Q1590,5136.385998159647,5407.550536584854,5651.387378805875,5886.4628020286555,6083.36961262226,6335.082569152116,6623.376551640033,6930.897811555861
Q1591,950.8890788778663,865.9094058126211,773.0665371492505,670.6297949552536,560.3118818700314,476.8338938131928,380.26015220582474,293.11088237911446
Q1593,4289.649488294125,4598.546019157769,4937.011592003705,5286.9709460228705,5646.844360584024,5918.218083351854,6272.917194655542,6653.22219608501
Q1598,5505.343604776635,4863.527779017389,4000.905741897598,3092.7145371951165,2203.037888013944,1409.8246045783167,684.1071874525405,86.61475016027782
Q1602,7109.31996147558,6079.071323032676,5072.062328963725,4036.0148465946295,2957.1448635205597,2051.785929328945,1397.3686446368652,477.60817271694043
Q1614,2666.480778611824,2884.0557709921154,3103.5037969741975,3331.4343154590583,3540.5965149033823,3850.4619497913877,4120.907528168336,4301.048086090014
Q1625,4497.938835501671,4521.344980403781,4656.348920375109,4799.975502029061,5049.00798362866,5292.221716761589,5550.883499424905,5825.592622101307
Q1633,1367.3219463641942,1371.982267123908,1380.7393713872139,1394.100176671446,1410.9248166203506,1433.5233982419977,1459.3321209263813,1487.6975138613595
Q1647,1556.8662839787455,1612.1996022269132,1657.6233367966863,1707.8718907245998,1757.4563164614892,1808.4261480845519,1865.485739756153,1916.2828404034685
Q1658,2818.2237249225377,1819.450655352324,758.8744199823584,-165.440167349205,-1180.8247596587994,-2363.9913976540797,-3455.9095647415156,-4684.758079067433
Q1663,2723.33713130977,2800.6748358240347,2935.8360518042737,3084.2294995822376,3229.3706673009683,3373.208149899355,3529.5193472643928,3680.4186010761173
Q1666,1757.9831862773635,1761.1357317746656,1756.622342436407,1745.6583583381366,1741.2514188237046,1733.0041400174318,1729.2226656110815,1728.3072735489354
Q1674,4484.517679646611,4285.231633886695,4113.036906868219,3933.0968169271946,3765.697073701769,3629.6709217205644,3482.832399699837,3348.6976345032454
Q1726,1256.3365365676473,1001.5824079797802,765.7915675654397,534.1212135477099,303.0074366771063,51.3240334402152,-207.8459317798738,-464.24301088733245
Q1735,10931.484654471278,11031.57049253583,11142.9119233042,11241.632976830006,11331.269573941827,11424.586273431778,11541.381626650691,11627.220242619514
Q1741,1137.8381342180073,1137.5498524606228,1141.5151397977024,1146.1015079524368,1148.3465537745506,1149.8309186529368,1151.5303198043257,1152.9701492395252
Q1789,1539.8915668267755,1567.5419489388166,1603.3244006787984,1625.7533530825374,1670.1771449623998,1724.4771383447196,1755.2478237889702,1776.6633257593953
Q1802,8802.372162342072,8739.888387322426,8692.754451036453,8627.759967446327,8571.407021284103,8516.98739349842,8448.615107536316,8384.490582346916
Q1821,1134.1848243772984,1115.8708641827106,1111.4017181396484,1095.5833984613419,1087.481927484274,1085.1838746666908,1079.6232930719852,1070.9223915934563
Q1826,11687.626977227628,11587.193640954792,11482.583102881908,11318.435985036194,11153.893359936774,10986.339443586767,10812.199759744108,10625.761526189744
Q1828,1079.5169382430613,1087.1522086337209,1094.889167714864,1102.9515339769423,1110.8444645367563,1116.8905989155173,1122.4099604822695,1128.903316706419
Q1849,16094.469949416816,16367.973410338163,16624.38398782164,16789.12768036127,16997.810418866575,17183.909162655473,17374.278228618205,17570.312674343586
Q1857,8848.341281414032,8888.222209624946,8877.616614364088,8832.876806519926,8830.472703240812,8831.947000436485,8851.713549159467,8891.372143700719
Q1866,1264.6977674141526,1274.281922250986,1300.1270073279738,1315.3014500886202,1332.425288900733,1361.3509703800082,1382.5562935695052,1405.2365282922983
Q1887,11438.044021390378,11654.130559936166,11917.655847407877,12041.051916070282,12263.334397673607,12471.482234559953,12696.163606792688,12956.552298925817
Q1911,4907.628877520561,4705.23633569479,4527.3454766348,4307.420447327197,4113.816187813878,3860.761792972684,3650.3526128083467,3484.139312081039
Q1921,10774.842042922974,10771.39528721571,10842.444461286068,10855.56399077177,10840.029982328415,10862.007277309895,10849.108346402645,10819.553627371788
Q1927,3826.29239910841,3828.698395088315,3832.9384749531746,3835.5576445907354,3858.5856959074736,3873.0672381818295,3881.931282237172,3865.376313894987
Q1954,2410.751649670303,2255.1389847919345,2123.5968132019043,2005.9621548205614,1858.9776624441147,1688.7085716500878,1492.457169547677,1299.1061220914125
Q1965,6418.50890096277,6499.462009519339,6545.210254825652,6656.680935397744,6830.192353464663,6928.253487199545,7022.657432965934,7033.312441408634
Q1984,7490.7654212377965,7366.0925894752145,7198.384014662355,7071.530729435384,6882.144713174552,6711.03215315938,6545.721791457385,6383.3128860369325
Q1989,819.4235360622405,799.5494982004163,686.4272107481953,570.1045317649837,459.19378018379155,376.68090730905465,269.5829459428779,119.144002377986
