0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
M421,23331.23654961586,23939.523532912135,25980.093149915338,27284.380390886217,28187.438006643206,29428.917005099356,30556.51814898476,33831.98257049546,35272.126359567046,36857.57794573903,38716.3715057075,40639.065810889006,43946.357763558626,46282.74737380445,48514.84056584537,51119.12123262882,53902.98573458195,57262.8514572382
M443,17325.895891189575,18612.499752044678,19662.4836486578,21146.60573899746,23179.572107195854,24914.33757007122,26290.910544395447,28227.2935461998,30039.802539348602,31722.790639400482,33759.4558930397,35155.018862485886,36847.01709866524,38950.99328160286,41089.45158600807,43438.17230820656,45367.903631448746,47485.369451761246
M445,1445.7216800762333,742.6767997841191,360.24137996315596,404.04201084731505,471.06834892602,487.2894354462259,-16.25350930795804,-500.2358637440314,-725.69157657462,-885.743430519848,-677.7712073024943,-923.4050992645377,-1445.0978514063463,-1977.8631120025748,-1925.3227349466433,-1688.6508225442246,-1593.2469223977403,-1689.2089509011582
M449,1011.7746076911773,1158.465540255936,1323.9666755836265,1425.5005650341257,1752.3765591491144,1836.0861513547666,1829.4428651849034,2069.443535884106,2265.230022408175,2489.7458607275003,2719.122978457843,2854.027775430529,3010.579890392117,3216.752804392443,3507.7336833212175,3813.395188810203,4036.900788785789,4297.306642057273
M460,13795.80485828867,14028.912823587574,14175.22621214188,14405.513639177123,14706.395190161158,15015.420136738405,15201.495209220528,15372.456827975055,15597.660967914351,15825.12487792844,16107.246168658947,16340.00697360806,16551.129045648395,16778.334288826212,17005.850774723884,17234.636042028047,17524.530298619844,17800.989069371797
M463,2925.717119137501,3023.8304068337015,3081.77562267276,3168.70898488782,3319.316159219651,3469.716584274096,3544.916931314695,3618.5665513825215,3706.512086751125,3793.1335120140934,3928.5917028567783,4049.7500806871194,4159.876083845166,4282.999805347213,4407.963120364657,4548.135722849551,4689.457591746035,4823.06510517377
M471,7356.30558821932,7443.837735269692,7547.474350465961,7658.486046156189,7794.46583920533,7916.774412108719,8032.8094328091465,8149.32222259507,8273.605755629129,8406.059628254989,8551.613671826217,8669.702305162538,8793.994828586354,8927.08012063994,9059.364601039904,9211.738042914427,9346.476949774778,9485.722799384153
M478,9343.051258444786,9236.72588121891,9095.131563663483,8672.666637420654,8603.347301900387,8570.3657258749,8552.605344474316,8513.67141109705,8348.836410686374,8288.1216866225,8192.842393562198,8196.78912524879,8158.985914632678,8034.714433893561,8026.2697881907225,8042.933396741748,8065.542052671313,8077.981828138232
M488,1014.4027028024196,1027.5283550813795,1043.0829221367837,1054.1060935165735,1068.910179712251,1078.5341613551602,1087.3046577433124,1107.8340731495991,1125.1178891772404,1140.5906057925895,1157.3201827445998,1174.2057641746476,1192.4733102159573,1213.6385694788767,1233.6657328920437,1253.820054371841,1274.1892865495754,1295.651820500381
M510,10811.962298944592,11038.555938554928,11288.102852005512,11496.354031231254,11684.274176370353,11995.470224309713,12277.354387830943,12574.49384053424,12911.816621188074,13212.87897239253,13553.163908760995,13885.135518040508,14144.294682128355,14429.027015002444,14736.537707807496,15085.04549123533,15495.126332299784,15845.72453786619
M511,10481.748232975602,11387.711002264172,12429.539814900607,13308.4843589589,14144.382855314761,14584.446228612214,15683.476513523608,16574.824700176716,17466.548726249486,18529.90623391047,19493.614214740694,20727.648933432996,21803.769416682422,22922.598140262067,24036.628927014768,25112.1773461774,26380.17490477115,27669.304665513337
M512,10130.014183551073,10268.720736950636,10457.682269632816,10527.641709946096,10705.440336935222,10891.736954443157,11095.616385303438,11348.138644479215,11536.537462972105,11727.70345198363,11981.723559193313,12210.501627139747,12442.349489562213,12662.24752073735,12876.787426941097,13140.497008256614,13399.742796830833,13662.127104692161
M513,9317.515259481966,9351.459366686642,9378.76386076957,9409.7122817114,9440.985155172646,9475.23865249008,9516.60082886368,9552.7828560099,9593.190601222217,9632.571460343897,9670.48715158552,9714.010065205395,9754.337351508439,9794.930931143463,9837.680326037109,9879.131568409503,9923.193881489336,9966.88670680672
M515,10977.313701942507,11062.082236274304,10987.571708562813,11035.76339551068,11040.939521587174,11150.824563789576,11211.867232019198,11299.578189996806,11401.200225006654,11463.84321052875,11571.139819475498,11672.427023878998,11771.447291656636,11889.10680631166,11986.074244397258,12112.16974534806,12233.457182787024,12352.273939989173
M520,4413.057781228423,4614.820253385976,4649.565567934886,4574.410913606361,4733.014422445931,4847.587255681493,5006.037609753013,5008.288943886758,5093.076401340963,5384.896299658717,5586.668674690278,5802.2819891057925,5988.92609522585,6155.327409257369,6410.812827658283,6658.113964220139,6998.925548692795,7299.73292173967
M549,10255.81543406099,10723.751785906032,11230.918060146272,11635.461004413664,12081.322227278724,12580.115208333358,13107.613503696397,13614.85327888839,14122.084931803867,14615.663042811677,15131.199721006677,15679.414651608095,16144.034598842263,16656.22965553403,17173.81103453785,17723.69644176215,18365.38815318793,18959.753448598087
M553,9408.416419148445,9678.298024058342,9991.51784169674,9996.846651285887,9995.716576576233,10069.81459915638,10214.699412465096,10230.319653660059,10291.18273562193,10541.057848632336,10827.263997733593,11157.137500941753,11422.881310284138,11676.504852235317,11978.111155450344,12316.539781033993,12694.571427762508,13078.17360061407
M559,1024.2370326817036,1036.1919484436512,1044.1509710848331,1038.6676151752472,1023.258884459734,1009.2238882184029,1007.3246631622314,1002.1133036017418,1002.4283660054207,979.3401725888252,975.2911294698715,968.6073659062386,961.3198960125446,962.7852488458157,962.004729360342,966.3590039908886,974.0935373008251,981.692564457655
M569,2557.4330392181873,2709.2203535735607,2883.1274696290493,2985.648126080632,3129.026219084859,3326.8613339066505,3521.2822931706905,3723.906347513199,3900.3415109813213,4068.6147654876113,4286.049827463925,4498.910164691508,4710.51294901222,4914.499054454267,5108.454507537186,5338.549505986273,5576.148108281195,5811.582327641547
M585,9432.201995037496,9579.515453957021,9732.092159062624,9873.380944214761,10047.865330636501,10250.596005402505,10446.276350326836,10636.11068610847,10813.20514062792,10994.159508094192,11208.106880903244,11418.599667206407,11621.759793184698,11826.089381754398,12037.414455845952,12269.82375575602,12506.982248798013,12739.39359523356
M589,10093.995735496283,10139.068587571383,10194.335610866547,10211.698174923658,10277.60388970375,10348.22049409151,10399.587432742119,10470.7777325809,10500.119725316763,10559.279624819756,10658.186716288328,10736.491903364658,10822.944225817919,10892.944877296686,10971.880273967981,11071.573982089758,11163.268470615149,11260.24981674552
M590,1127.5460904836655,1164.7601294517517,1196.3311691954732,1219.6666410192847,1252.9329746589065,1299.565157480538,1348.131920658052,1393.4763429686427,1438.046841956675,1483.457752354443,1537.7412875369191,1588.9454964920878,1635.664693750441,1681.7989483848214,1729.0028807893395,1786.8149862065911,1846.6720113530755,1903.478846527636
M615,5822.452202199224,6767.224404814195,7701.173451317509,8589.576284253677,9604.434730156381,10963.555574239354,12305.316951042372,13594.893285923237,14839.504355097542,16139.513363667631,17551.639757301706,18986.891626491088,20266.8877091967,21617.65608090266,23035.381222798707,24609.79132568675,26264.607976077375,27831.727604983625
M619,940.9298532528943,973.1192433174208,1000.6729355291092,1030.6152521020015,1055.5609626674388,1091.4326775405793,1128.325421186064,1163.8400926158292,1204.5025128565442,1238.664209412267,1279.8325343233357,1319.6346139663399,1359.030153924405,1399.063464362897,1437.853315600119,1475.6007191834174,1509.0415761170111,1542.5777013001166
M621,14079.759761484682,14362.793574441714,14742.042687014362,15051.882996834285,15484.626951992199,15817.297057541264,16268.601392004186,16720.604315886678,17146.077150011068,17627.308669137077,18033.311692994583,18486.49329931129,18992.17644658262,19468.97080794697,19964.94975274039,20445.41328945303,20944.522725488187,21483.265401269437
M628,7786.181544085935,7853.837429891202,7920.153057194254,7944.268352908291,7951.407356192578,8026.4227482328115,8073.440913578758,8077.57400170452,8112.183475392714,8109.375480951606,8130.107136811697,8183.315609695709,8232.466069809294,8272.173227598481,8303.92430035519,8332.156479611946,8405.063523068977,8475.326843991828
M630,6486.827413353103,6341.417636786846,6788.94662358984,7132.145889905415,7593.209865386462,7677.051895753965,7958.534306325771,8145.926379505335,8398.529880436043,9098.648230701212,9412.600372421899,9613.922797954188,10125.805197260037,10669.138294192595,11278.12449442059,11773.501205480705,12244.11360172094,12793.710525549064
M634,2000.6196800317616,2064.4926351998,2067.70739177987,2170.8799447007477,2314.5678873695433,2410.1858179785313,2516.126492547244,2616.3500680007046,2695.0546643532816,2842.30569735542,3006.707737327368,3130.3740970648832,3252.8836554877466,3392.901851124317,3561.5505425430842,3744.313795775921,3904.229841918499,4069.793593139202
M650,1751.2860165834427,1732.6152385473251,1717.6256828308105,1710.9569448530674,1720.1807982623577,1715.5772580131888,1688.8180542215705,1667.5558379516006,1676.9250058159232,1684.2210089191794,1687.6362225934863,1684.1101834625006,1681.2207796499133,1688.4597886428237,1696.7771707996726,1704.837409220636,1707.698445044458,1713.3315808400512
M655,2884.5800394564867,2917.543715313077,2960.485279932618,3000.137479752302,3031.373459249735,3079.6864627301693,3126.666733548045,3179.504012390971,3233.6884074658155,3276.084895953536,3327.4143912643194,3377.9565995186567,3429.2704602330923,3485.5711867660284,3536.452164053917,3591.726685464382,3650.507992684841,3708.8243188261986
M669,7629.483049090952,7981.122162271291,8335.74419420585,8624.534206341952,8930.483392018825,9274.165447037667,9699.048256952316,10166.786995325238,10507.40712164715,10919.14735475555,11303.297536995262,11715.230795901269,12222.203371401876,12641.004933159798,13077.981129076332,13525.768385577947,14019.829024005681,14555.921431232244
M671,1048.6937042623758,1068.7617801055312,1079.105491021648,1158.1359501499683,1297.530645409599,1450.1761789862067,1595.3991890717298,1726.364738324657,1903.997344026342,2088.9995963517576,2265.433485323563,2429.5574847925454,2552.433091344312,2734.8820591587573,2940.62074184604,3147.7352259028703,3349.408016430214,3530.2916223872453
M675,6549.659866094589,7776.365180723369,8652.035061810166,9643.559221308678,11026.619952674955,12961.209432389587,14813.039424996823,16700.668509658426,18610.000220965594,20500.837174337357,22759.323293548077,24678.271207194775,26509.50640944764,28414.47508437559,30400.984176974744,32773.555487226695,35178.521307539195,37490.28571183607
M680,2266.2413356266916,2134.29555837065,1998.390801679343,1992.815440427512,1933.3980657346547,1917.720574978739,1874.8828185535967,1908.970007840544,1926.6823975928128,1964.0298897959292,2010.4252274520695,2047.294893655926,2094.845656249672,2171.0311926342547,2259.906771425158,2324.1920193471014,2399.9240292347968,2478.320559386164
M751,6309.334167242051,9281.40626192093,11830.515611171726,14213.987568020824,17316.28437519074,21094.7692206502,25129.61620151997,28957.36247301102,32355.31618088484,36198.52991491557,40521.25598043204,44831.702683269985,48676.85124963523,52505.081754028804,56660.464065969,61321.82532638312,66143.82679122686,70723.49475997686
M753,1399.8184233158827,1435.1684280484915,1471.0717299580574,1512.2926668077707,1558.3540080487728,1616.3784901052713,1674.5755357295275,1727.8903167694807,1786.3169783353806,1845.1844918727875,1905.9295885264874,1970.3848579525948,2023.6199297010899,2085.228186994791,2150.3607995808125,2219.331312030554,2292.087430804968,2359.3283365666866
M756,2845.8577156066895,2710.359689593315,2662.797919213772,2603.2515943050385,2555.5492490530014,2467.03083910048,2386.1145462095737,2317.450748682022,2288.911891579628,2237.709782421589,2186.3548508286476,2120.871090590954,2066.116926074028,1991.3808282464743,1967.0950814336538,1938.088594302535,1896.9735239595175,1862.330808505416
M758,2292.7812696397305,2323.3709623217583,2334.0594068169594,2317.8557842969894,2308.234191119671,2292.746554747224,2273.551445402205,2279.2013464048505,2283.7959399595857,2274.039620138705,2275.3161279782653,2269.639587275684,2256.919786848128,2264.9312140122056,2272.189380683005,2283.208236850798,2286.010701574385,2295.8968252316117
M765,6449.301387108862,6496.2412229552865,6505.890836045146,6490.806917771697,6478.177962228656,6503.714925274253,6540.331788137555,6596.941675022244,6622.0365953445435,6652.001536488533,6697.076812535524,6751.3442550599575,6807.497366964817,6841.363472491503,6877.896641641855,6935.534272938967,7002.712404042482,7069.533914357424
M767,2996.4279667437077,3034.934350192547,3061.994013875723,3051.218876570463,3034.299631997943,3038.8604348152876,3055.853681102395,3086.695034727454,3099.611000403762,3098.015481263399,3110.348112285137,3124.2361955046654,3152.5726422071457,3174.3948293328285,3186.596377789974,3203.876436382532,3229.26247420907,3259.3693181574345
M783,3782.8607407957315,3697.8969103097916,3680.618696808815,3655.2554851025343,3669.363863542676,3593.90324190259,3502.4843485839665,3420.302924644202,3385.3652848117054,3374.6486398391426,3350.8793382905424,3299.4608321599662,3247.4243052117527,3199.820221271366,3176.8031724356115,3178.1332235597074,3161.774167086929,3145.4057054780424
M790,3979.6731346845627,3972.4298309907317,3999.376133196056,3944.8391542956233,3973.332685343921,3994.5595167204738,4035.527438931167,4065.824001096189,4078.096113912761,4120.666906647384,4154.907869957387,4187.428422383964,4209.036190919578,4227.889950834215,4267.91262563318,4321.773656271398,4365.316670797765,4404.986291311681
M805,2878.3027938753366,2979.3899742513895,3067.38049544394,3113.931728452444,3147.22320869565,3230.1886324584484,3337.1786837279797,3451.693729609251,3517.0573803782463,3603.3007618784904,3674.158581495285,3760.2115100622177,3847.051727771759,3944.4952589273453,4047.998667061329,4152.267300188541,4269.333035051823,4390.040318071842
M806,1871.254481691867,1986.5948462672532,2069.584113974124,2111.169389411807,2140.383672211319,2221.7366645671427,2326.780398506671,2438.111041057855,2502.136491406709,2581.318034399301,2650.428640861064,2740.6722829677165,2824.9552037753165,2919.2098828591406,3020.288468915969,3123.941993508488,3239.526122841984,3358.4725492335856
M818,3192.7158173173666,3205.3136837109923,3199.0984889492393,3180.3573682531714,3203.7422298267484,3228.847753703594,3276.720582842827,3317.263748422265,3359.0954039245844,3406.2236305326223,3449.694446697831,3509.268212392926,3547.974709942937,3588.4040420502424,3653.356402143836,3715.8174098283052,3787.3476985245943,3849.079487159848
M819,2601.193819694221,2603.9111871495843,2607.469262085855,2607.3164068832994,2606.360022433102,2594.665872782469,2578.001950768754,2567.6838561277837,2568.113786695525,2564.9661230202764,2562.009849106893,2552.2470833007246,2546.9737996477634,2547.336549507454,2549.9402543324977,2552.0943968314677,2551.308684112504,2553.473091604188
M829,4113.211488723757,5670.993240177635,7291.150042414671,9755.052854120739,11133.912943303594,13610.026179254066,15993.309342861188,18213.773213326946,20947.700156271472,23256.275115907207,25841.35285764934,28570.987051725402,30931.746689975276,33713.24823647739,36281.35566115381,38934.87469106914,41983.73113638164,44790.148860991016
M835,1442.0133539438248,1432.646019935608,1404.0706915855408,1379.4413347244263,1366.4158381223679,1327.7748888731003,1286.0875424146652,1289.9549053907394,1290.045739531517,1280.968240737915,1274.3095469474792,1264.1318135261536,1267.932454586029,1273.3876881599426,1281.8764514923096,1289.7007393836975,1293.6696257591248,1304.236342906952
M843,1079.4319956167044,1093.4470742104204,1114.3558280797304,1127.6913146347554,1144.9434717184492,1162.681677481048,1182.328632578403,1204.7714338564874,1222.3245922157357,1242.980391102154,1262.3055504100214,1282.541710622255,1301.4426796328094,1321.7373517969068,1343.444968674835,1365.2033186570372,1390.4556685105529,1414.5807123795714
M849,1651.998597111553,1715.187980512157,1757.4867325577138,1798.631765710674,1856.8478842465204,1938.7511805334311,2016.7338005002957,2081.4404418495665,2149.4589001324393,2228.5641915653264,2320.352287343106,2413.0056233684336,2483.4440414787446,2557.1411197424295,2640.000575746185,2734.4405228293303,2833.4305130637053,2919.795427004135
M870,1498.0239585042,1503.1994232535362,1511.3252924382687,1522.0188365876675,1534.3109914660454,1551.7051468789577,1566.4900720119476,1583.11479434371,1601.2249405682087,1620.3659056127071,1638.946489840746,1658.1368635594845,1671.8710720539093,1689.0898552536964,1709.4610115885735,1729.8814848065376,1751.9882162213326,1771.0134084820747
M880,2622.138866186142,2719.2678701877594,2794.2403376102448,2812.633876800537,2877.782199382782,2943.1172454357147,3036.0288393497467,3134.6013367176056,3205.222486257553,3222.9801511764526,3315.7434248924255,3377.418864965439,3453.6153495311737,3526.6248869895935,3604.114750623703,3704.457017183304,3801.4336025714874,3905.468827486038
M897,1164.7888714820147,1162.996027007699,1159.8649185597897,1152.0922559797764,1147.8936055265367,1147.6727538369596,1148.7437478862703,1149.8464564494789,1149.1840524338186,1147.9923703484237,1148.9945191703737,1152.1084087751806,1154.3773913644254,1155.3882875405252,1157.1761984340847,1160.1877677254379,1164.0444743447006,1167.0974705033004
