0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
D126,910.6607892964781,916.4691619158538,922.2365425991269,927.3221805708857,930.6332211244853,935.1465292209389,942.1414771702888,947.4833791546527,953.6619172050061,961.3429570913318,968.0951910367611,969.7961317961666,974.6611405605081,982.0192812444274
D127,10426.520779451728,10383.729148734361,10370.086187463254,10379.82020046413,10355.767131201923,10380.959502288699,10366.213799289613,10367.649953211097,10369.490860705077,10392.437585526703,10419.021171750126,10420.108846107867,10437.0407486923,10482.551216173912
D182,6485.453953678608,6442.783369953632,6428.574646348953,6435.908600027561,6447.800996984243,6478.934544409513,6570.673483694792,6553.958802009821,6561.845240081549,6569.1791937601565,6576.5131474387645,6583.847101117372,6588.530334914923,6588.291661525965
D184,9611.217519919759,9606.364447734057,9601.511375548354,9596.658303362652,9591.80523117695,9586.952158991247,9582.099086805545,9577.246014619843,9572.39294243414,9567.539870248438,9562.686798062736,9557.833725877033,9552.980653691331,9550.916438708196
D198,7018.753725679218,6981.257451358437,6943.761177037655,6906.264902716874,6868.768628396092,6831.27235407531,6793.776079754529,6756.279805433747,6718.783531112966,6681.287256792184,6643.7909824714025,6606.294708150621,6568.798433829839,6531.302159509058
D199,6977.441350870691,6923.632701741382,6869.8240526120735,6816.015403482765,6762.206754353456,6708.398105224147,6654.589456094838,6603.113586524463,6549.304937395154,6495.496288265846,6441.687639136537,6387.878990007228,6334.070340877919,6280.26169174861
D207,7719.755816087127,7221.3413981720805,6722.926980257034,6224.512562341988,5726.098144426942,5307.130892202258,5077.757493034005,4818.7182899564505,4542.323669418693,4475.274781510234,4157.804364338517,3659.389946423471,3171.2154409848154,2687.3508288525045
D215,1207.0375930517912,1206.2626861035824,1214.8982448875904,1214.1233379393816,1209.1836555302143,1220.1722536981106,1218.6301185190678,1217.855211570859,1220.1877588778734,1220.5522979050875,1219.7773909568787,1219.0024840086699,1227.349002584815,1226.2040703743696
D231,1256.2623475492,1150.1461151242256,1044.0298826992512,937.9136502742767,831.7974178493023,759.8435358703136,706.0619740188122,659.4114165008068,620.428966730833,587.561935633421,515.0092540681362,428.4090130031109,335.74302062392235,231.1427566409111
D241,1417.005546153523,1421.4162849308923,1425.3796178707853,1424.7193039488047,1425.7736346498132,1422.9828042117879,1422.3224902898073,1421.6621763678268,1421.0018624458462,1420.3415485238656,1419.681234601885,1419.0209206799045,1418.360606757924,1417.773816920817
D249,1199.2785160284257,1210.203136271739,1230.3711888808175,1242.0648172291112,1255.0064537351136,1273.8009381529992,1289.2937381847878,1297.5308640420553,1307.434380070481,1323.842245299311,1329.9916843339452,1344.2327129052137,1377.318165153556,1395.2593740730663
D252,1183.4010560216848,1204.8757692135405,1223.9784081920516,1228.2154278055532,1234.1703139909077,1245.3678991721245,1257.0687681616982,1296.0050403833156,1321.82958579564,1352.523681455641,1382.2897419094807,1403.2910014962545,1406.5489593870007,1422.7496322058141
D257,1120.2509175217153,1116.3789994072918,1112.2931607651715,1108.421242650748,1107.204566890002,1102.3395981884012,1099.906970794202,1096.0350526797783,1092.1631345653548,1088.92745935321,1085.0555412387864,1081.1836231243628,1077.3117050099393,1073.4397868955157
D258,1121.460779995918,1122.729676131308,1117.15267491661,1120.1369285669177,1118.466486126855,1116.8301045932621,1115.179302373454,1112.9823578204216,1114.0252638889851,1111.5530988866838,1109.0809338843824,1109.9540928274394,1109.9110111542047,1107.4388461519034
D260,1066.8222043989972,1061.984877479747,1064.9877405219527,1061.9275043382497,1055.3097087372469,1048.691913136244,1043.1369482998552,1032.732269531377,1026.114473930374,1019.4966783293712,1012.8788827283684,1006.2610871273655,1005.9892512302476,999.3714556292448
D269,1043.3822746275366,1045.4215133564176,1045.0537879839542,1044.6860626114908,1044.3183372390274,1045.568062617779,1045.2003372453157,1044.8326118728523,1044.464886500389,1044.0971611279256,1040.0308291484423,1039.663103775979,1039.2953784035155,1038.9276530310522
D274,1128.675185988322,1121.428236146048,1126.6745387952778,1125.9850088683893,1127.9301821970573,1127.2406522701688,1126.5511223432802,1124.8374670695894,1124.1479371427008,1123.2495843880633,1119.8511551918473,1119.1616252649587,1117.131722616778,1116.4421926898895
D281,1085.4347124272583,1081.2239047908781,1081.091965639591,1079.5779908025263,1082.6270339119433,1082.6992288839815,1088.3596925270556,1091.454113498926,1093.290803462267,1090.1687096470594,1087.7423818552493,1085.3160540634392,1082.8897262716291,1084.994791202545
D285,990.38437169303,965.45874338606,940.53311507909,915.60748677212,890.68185846515,865.75623015818,847.0005727673173,825.4761632819921,805.6620487416237,800.5748076182455,787.651434837386,762.725806530416,742.7699175747036,720.2172578839212
D291,9986.459302622825,9985.41860524565,9984.038480371237,9982.997782994062,9983.448684867471,9938.117047213018,9937.076349835843,9948.88086086139,9947.840163484216,9967.748587206006,9966.707889828831,9965.780990757048,9990.097939316183,9989.057241939008
D295,8519.428014667406,8557.606029334813,8595.78404400222,8633.962058669626,8672.140073337032,8717.594999852738,8755.773014520144,8793.95102918755,8845.510295309758,8895.92489425305,8934.102908920457,8962.050116782968,9105.453499517624,9147.733379035477
D303,9549.27120664239,9543.664712543488,9530.582387271226,9517.500061998964,9504.417736726702,9491.33541145444,9478.253086182178,9483.612675304414,9470.530350032152,9457.44802475989,9444.365699487627,9399.450114454032,9386.36778918177,9373.285463909508
D348,7748.802107512504,7803.107176823616,7878.35028200686,7960.814819037468,8023.607162627281,8052.727900251486,8026.365711005815,8047.229453536868,8107.979193638489,8152.092577253395,8283.840497792773,8365.405231490247,8547.755409682208,8664.777392770462
D359,7098.376018023789,7163.713589944989,7228.903050995171,7315.0992567947505,7380.8166558396815,7413.922660818994,7461.901130812913,7503.6367012722785,7544.067045842036,7584.497390411794,7624.927734981552,7665.35807955131,7735.945926379711,7776.376270949469
D360,7149.389570020139,7213.226214051247,7315.831660851836,7394.704636186361,7459.122044686228,7496.486159134656,7548.884574929252,7587.613541353494,7649.586060736328,7695.545656513423,7728.448983700946,7758.352926885709,7866.110131656751,7904.9232713878155
D369,7142.837213895172,7241.664739750921,7384.890796767324,7617.695715705007,7836.118702465743,8050.988220492154,8180.843246534019,8266.16388778433,8295.213396539835,8378.555421707106,8617.789306652916,8771.128451017363,8836.032935872858,8949.007706544435
D372,7983.745880036801,8005.197038554103,8026.648197071404,8055.022328944058,8095.149220601173,8116.600379118474,8141.94123468429,8163.392393201591,8184.843551718893,8206.294710236194,8227.745868753495,8249.197027270795,8298.940013437868,8316.943557591738
D376,7248.373304965236,7209.621507355943,7170.869709746651,7132.117912137359,7093.366114528067,7054.614316918774,7015.862519309482,6977.11072170019,6956.472322975209,6917.720525365917,6878.9687277566245,6840.216930147332,6801.46513253804,6762.713334928748
D377,7284.414713971056,7379.739206580557,7407.004433605224,7449.87529359594,7576.4505835405,7541.323481483907,7565.650336742774,7611.565267872662,7608.645434584581,7673.4402326653535,7697.7696477524205,7809.881771207974,7894.595790284948,7991.286022212283
D390,7223.221277296543,7238.982844412327,7276.98068138957,7281.434582278132,7272.76212310046,7328.199289850891,7354.804843090475,7320.975185416639,7516.3529790863395,7460.223095320165,7491.345183365047,7574.069942109287,7438.2440760061145,7503.228889100254
D396,7756.779346340894,7642.4557322990895,7637.971255625785,7601.529347141981,7728.578251541853,7387.571759077311,7399.340850523115,7379.627792752088,7243.21780746013,7390.686752622426,7389.025186172724,7404.457432596982,7503.308803097308,7603.921728310883
D401,7021.065382881314,7146.278760087937,7220.136066043675,7353.177738591433,7410.495688118488,7451.604929737821,7437.047028666362,7493.130212284252,7577.456127566918,7545.600293768122,7725.595635601654,7860.119443434849,7813.760007610395,7862.7082529069485
D402,7104.645133018494,7317.208814620972,7436.9525000452995,7708.7577149271965,7839.826916158199,7992.308616638184,7985.963176190853,8032.3652517050505,8148.651711270213,8248.935739323497,8444.546518847346,8687.215523049235,8708.405582606792,8927.486719191074
D414,6668.726899631098,6754.913767028898,6877.197799031884,6996.865167618841,7093.587265065462,7221.27420686558,7350.536427827926,7446.426415871979,7446.145849155487,7484.8181277176745,7639.021826406718,7671.618839747012,7652.900757316053,7937.880927784146
D423,5181.790723177976,5724.581446355953,6267.372169533929,6810.162892711905,7352.953615889882,7895.744339067858,8438.535062245835,8981.325785423813,9524.11650860179,10066.907231779767,10609.697954957745,11152.488678135722,11695.279401313699,12238.070124491676
D425,1547.9548852145672,1562.3085276782513,1563.1622876040637,1559.3649126961827,1567.551122866571,1565.9727543778718,1569.6367154456675,1561.9426717516035,1555.4577441327274,1556.062157806009,1543.8903754763305,1541.3247505761683,1543.4637100435793,1525.8532879315317
D439,1734.6626841439866,1729.2950304364786,1725.4836990800686,1717.1881099417806,1713.3767785853706,1709.5654472289607,1705.7541158725508,1701.9427845161408,1700.4664475750178,1696.7705474654213,1692.9592161090113,1689.1478847526014,1687.21001253929,1684.4958793511614
D443,5066.042382717133,5070.442754924297,5086.795398294926,5091.883885860443,5057.303663492203,5123.057845830917,5118.722096979618,5130.436853170395,5178.955850601196,5169.729712307453,5176.511553525925,5230.317195653915,5188.89072060585,5145.399827957153
D445,4875.798781532794,4842.5975630655885,4829.321902297437,4796.120683830231,4762.919465363026,4740.639863856137,4736.920020006597,4703.718801539391,4670.5175830721855,4637.31636460498,4604.115146137774,4570.913927670568,4537.7127092033625,4504.511490736157
D449,7812.122354045511,3899.5790359616294,611.0789330363291,-3301.4643850475527,-6942.636606660482,-10097.53435798585,-12152.799602052566,-13868.348006877299,-16619.79449795186,-17804.39396937787,-19706.190443405503,-23618.733761489384,-27323.285803329938,-30450.18970695733
D452,8502.726235268565,12491.950046814534,17638.2410961406,23336.014543623187,30057.318142282824,36259.03812867389,41131.65945745216,42376.176262578825,42185.59796034531,43718.71527870794,45506.916232703414,48502.91599075967,50910.964332795906,55204.86266745256
D453,-132.4544610902667,-1258.7244801587613,-2141.732934532836,-3268.002953601331,-4390.474387699589,-5077.13053790979,-5584.941677780076,-6133.415898266359,-6649.76554771237,-6864.640577613636,-7437.271132810339,-8549.503857915102,-9492.393544396458,-10311.940239617226
D454,2080.803203022592,1709.9264060451837,1339.0496090677757,968.1728120903676,597.2960151129596,226.4192181355515,-144.45757884185662,-515.3343758192648,-886.2111727966728,-1257.0879697740809,-1627.964766751489,-1998.841563728897,-2369.7183607063052,-2740.5951576837133
D458,38.63718740046079,-2903.2817455921313,-5488.18238400556,-8430.101316998152,-11372.020249990745,-13432.595483512801,-15065.869988408309,-16588.567838516457,-18156.436638651416,-19002.487910844015,-20703.637619830297,-23645.55655282289,-26346.80012519658,-28746.106528235974
D460,9844.31001208648,9714.22002417296,9584.130036259441,9454.040048345922,9323.950060432402,9193.860072518883,9063.770084605363,8933.680096691844,8803.590108778324,8673.500120864805,8543.410132951285,8413.320145037766,8283.230157124246,8153.1401692107265
D467,9103.105363668874,8972.810727337748,8842.516091006622,8712.221454675497,8581.926818344371,8451.632182013245,8321.33754568212,8191.042909350994,8060.748273019868,7930.453636688742,7800.159000357617,7669.864364026491,7539.569727695365,7409.275091364239
D468,11065.219061710686,11249.13866339773,11375.357725108417,11598.418790209296,11727.427079498771,11853.646141209458,11979.865202920144,12106.08426463083,12232.303326341516,12358.522388052203,12484.741449762889,12610.960511473575,12737.179573184261,12863.398634894947
D471,9395.992690587414,9359.68538117483,9323.378071762245,9287.07076234966,9250.763452937075,9214.45614352449,9178.148834111906,9141.84152469932,9105.534215286736,9069.226905874151,9032.919596461566,8996.612287048982,8960.304977636397,8923.997668223812
D481,11768.573518237097,11575.847036474195,11383.120554711293,11190.394072948391,10997.667591185489,10804.941109422587,10612.214627659685,10419.488145896783,10226.761664133881,10034.035182370979,9841.308700608077,9648.582218845175,9455.855737082273,9263.12925531937
D485,3824.1336649909617,2991.3850655645138,2707.2301602661614,1890.5629614487298,407.5869419384758,283.3352799732247,-1298.9926415443408,-2784.324477094038,-3840.3851350318623,-4580.479689262433,-6569.211378350479,-8133.225319697705,-9487.219229773802,-10970.195249284056
D496,10634.721374997498,15391.659366783502,21889.520649120215,28805.942549321062,37326.5224729687,45005.59412846864,51051.843901214015,52489.382524400964,52194.89335187079,53961.27068157347,56264.345857122564,59948.741158065226,62608.979035027354,67926.6751593605
D510,2747.714771551508,2742.503543103016,2737.292314654524,2732.081086206032,2726.86985775754,2721.658629309048,2716.447400860556,2711.236172412064,2706.0249439635722,2700.8137155150803,2695.6024870665883,2688.072270738954,2682.861042290462,2676.821222005745
D511,1449.6353787158841,1445.9387574317682,1442.2421361476522,1438.5455148635363,1434.8488935794203,1431.1522722953043,1427.4556510111884,1423.7590297270724,1420.0624084429564,1416.3657871588405,1412.6691658747245,1406.2694075269487,1402.5727862428328,1398.2113427658057
D516,1033.9017513165252,1040.5935026330503,1047.2852539495755,1053.9770052661006,1060.6687565826257,1067.360507899151,1074.052259215676,1080.7440105322012,1087.4357618487263,1094.1275131652515,1100.8192644817766,1107.5110157983017,1114.2027671148269,1120.894518431352
D529,15426.323356899618,15363.546713799236,15300.770070698854,15237.993427598472,15175.21678449809,15112.440141397708,15049.663498297326,14986.886855196944,14924.110212096562,14873.639561724653,14810.86291862427,14748.086275523889,14685.309632423507,14622.532989323125
D552,1477.8482227598502,1482.3264455197004,1486.8046682795507,1491.282891039401,1495.7611137992512,1500.2393365591015,1504.7175593189518,1509.195782078802,1513.6740048386523,1518.1522275985026,1522.6304503583528,1527.1086731182031,1531.5868958780534,1536.0651186379037
D557,1869.9679524474593,1876.8059048949185,1883.6438573423777,1890.481809789837,1897.3197622372961,1904.1577146847553,1910.9956671322145,1917.8336195796737,1924.671572027133,1931.5095244745921,1938.3474769220513,1945.1854293695105,1952.0233818169697,1958.861334264429
D559,2144.2536653571206,2139.427330714241,2134.600996071362,2129.7746614284824,2124.948326785603,2120.1219921427237,2115.2956574998443,2110.469322856965,2105.6429882140856,2100.816653571206,2095.990318928327,2091.1639842854474,2086.337649642568,2081.5113149996887
D595,1660.0986079288273,1644.3572158576546,1628.615823786482,1612.8744317153094,1597.1330396441367,1581.391647572964,1565.6502555017914,1549.9088634306188,1534.1674713594462,1518.4260792882735,1502.6846872171009,1486.9432951459282,1471.2019030747556,1455.460511003583
D596,638.2031235748157,561.2562471496313,484.30937072444704,407.3624942992627,330.4156178740784,253.46874144889406,176.52186502370972,99.57498859852538,22.628112173341037,-54.318764251843305,-131.26564067702765,-208.212517102212,-285.15939352739633,-362.10626995258065
D605,1137.415658931434,1148.7213178628683,1160.0269767943025,1171.3326357257367,1182.638294657171,1193.9439535886052,1205.2496125200394,1216.5552714514736,1227.8609303829078,1239.166589314342,1250.4722482457762,1261.7779071772104,1273.0835661086446,1284.3892250400788
D606,1256.7476421821116,1261.1852843642232,1265.6229265463348,1270.0605687284465,1274.498210910558,1278.9358530926697,1283.3734952747814,1287.811137456893,1292.2487796390046,1296.6864218211163,1301.1240640032279,1305.5617061853395,1309.9993483674511,1314.4369905495628
D613,2845.385033123195,5238.991209492087,8553.207442023755,11684.122675001621,15755.592195074558,19293.14079667032,22008.42165560961,22487.830878516736,22621.909669617715,23555.063713846543,24669.37713784732,26595.429576906638,27722.812329023927,30528.894130803197
D615,1107.9599622720852,1009.5599245441705,911.1598868162557,812.759849088341,714.3598113604262,615.9597736325114,517.5597359045967,419.1596981766819,320.75966044876714,222.35962272085237,123.95958499293762,25.55954726502287,-72.84049046289188,-171.24052819080663
D618,1147.686806245707,1052.123612491414,956.5604187371209,860.9972249828279,765.4340312285349,669.8708374742419,574.3076437199488,478.7444499656558,383.1812562113628,287.61806245706975,192.05486870277673,96.49167494848369,0.9284811941906526,-94.63471256010239
D625,1114.5374993649868,1018.2249987299738,921.9124980949607,825.5999974599476,729.2874968249346,632.9749961899215,536.6624955549084,440.34999491989544,344.0374942848824,247.72499364986942,151.4124930148564,55.0999923798434,-41.21250825516961,-137.52500889018262
D627,885.711897839345,773.9437956786901,662.1756935180351,550.4075913573802,438.63948919672515,326.87138703607013,215.1032848754151,103.33518271476011,-8.432919445894896,-120.2010216065499,-231.9691237672049,-343.7372259278599,-455.50532808851494,-567.2734302491699
D640,1554.6427851158007,1558.1455702316014,1561.648355347402,1565.1511404632026,1568.6539255790033,1572.156710694804,1575.6594958106045,1579.1622809264052,1582.6650660422058,1586.1678511580064,1589.670636273807,1593.1734213896077,1596.6762065054083,1600.178991621209
D643,1146.1435308717191,1150.4770617434383,1154.8105926151575,1159.1441234868767,1163.4776543585958,1167.811185230315,1172.1447161020342,1176.4782469737534,1180.8117778454725,1185.1453087171917,1189.478839588911,1193.81237046063,1198.1459013323492,1202.4794322040684
D683,3601.9508671835065,-1549.4253680434085,-5670.457677083837,-10821.83391231075,-15973.210147537666,-19218.70784170218,-21669.813834455985,-24171.63917395659,-26620.91549616345,-27730.981625302516,-30250.180525625132,-35380.004880453285,-39872.56413302534,-43529.38566870951
D685,17562.882390551644,17349.364781103286,17135.84717165493,16922.32956220657,16708.811952758213,16495.294343309855,16281.776733861498,16068.25912441314,15854.741514964782,15641.223905516425,15563.835387556264,15300.800197717184,15087.282588268827,14977.659777829807
D689,16916.63158942685,16937.8531390518,16956.28621839807,16996.952663324777,16888.40656471402,16915.338154140867,16942.269743567715,16969.201332994562,17035.0710837789,17328.02487436311,17283.46406450422,17310.395653931067,17262.636074519174,17247.30291286783
D692,16646.159241515397,16668.928511083126,16688.221433871986,16728.076614263657,16623.102309158447,16650.161550673845,16677.220792189244,16704.280033704643,16768.349654433136,17055.640512987975,17011.75488313735,17038.81412465275,16995.81601672471,16980.267523071176
D705,-997.595175543428,-6928.902746032924,-11928.809326948973,-17860.11689743847,-23791.424467927965,-27803.67801670805,-30936.472625587143,-33874.19027701692,-36940.96031068341,-38532.50659476296,-41620.78213211374,-47552.08970260323,-53061.50529363008,-57633.05771972091
D727,3693.447117956728,1059.4991894122222,-1178.0034860040978,-3811.9514145486037,-6445.89934309311,-8356.122858582807,-9891.419541967283,-11479.916717446218,-12989.469089672337,-13658.103707999358,-15379.871896919974,-18013.81982546448,-20329.03045959621,-22551.068659128243
D744,1114.222937193103,1112.155874386206,1110.088811579309,1108.0217487724121,1105.9546859655152,1103.8876231586182,1101.8205603517213,1099.7534975448243,1097.6864347379274,1095.6193719310304,1093.5523091241334,1091.4852463172365,1089.4181835103395,1087.3511207034426
D754,920.5684271956608,908.5468543913215,896.5252815869823,884.503708782643,872.4821359783037,860.4605631739645,848.4389903696252,836.417417565286,824.3958447609467,812.3742719566075,800.3526991522682,788.331126347929,776.3095535435897,764.2879807392504
D759,1096.4307874676585,1085.5315749353172,1074.6323624029758,1063.7331498706344,1052.833937338293,1041.9347248059516,1031.0355122736103,1020.1362997412688,1009.2370872089273,998.3378746765858,987.4386621442443,976.5394496119028,965.6402370795613,954.7410245472198
D760,909.7727471547572,922.3654943095145,934.9582414642717,947.550988619029,960.1437357737863,972.7364829285435,985.3292300833008,997.921977238058,1010.5147243928153,1023.1074715475726,1035.70021870233,1048.2929658570872,1060.8857130118445,1073.4784601666017
D769,10118.189736080541,10035.779472161083,9953.369208241624,9870.958944322165,9788.548680402706,9706.138416483247,9623.728152563788,9541.31788864433,9458.90762472487,9376.497360805412,9294.087096885953,9211.676832966494,9129.266569047035,9046.856305127576
D774,2572.8190747857084,-144.28541853204524,-2524.0496871106347,-5241.154180428388,-7958.2586737461415,-9837.683344603334,-11332.024161709105,-12857.917495540536,-14274.225086710609,-14935.096055582919,-16588.17758508698,-19292.252868551026,-21609.620283508313,-23840.558088916554
D787,8249.037532716244,5375.775065432487,2502.512598148731,-370.7498691350256,-3244.012336418782,-6117.2748037025385,-8367.706855170436,-10412.435184916862,-12852.42338000984,-14245.145402254175,-16321.469851684582,-19194.732318968337,-21992.151432072384,-24865.41389935614
D789,-1090.318459360301,-4200.395754273235,-6661.334136934577,-9771.411431847511,-12881.488726760444,-14899.81788666397,-16522.47285776287,-18233.148873890932,-19966.621238936477,-20663.409675420815,-22387.2271679297,-25497.304462842636,-28076.19266520589,-30435.111883519585
D790,7696.379934436083,4350.885307839513,1548.8699938088666,-1796.624632787703,-5142.1192593842725,-7584.9077731281495,-9326.119953122732,-10904.879140058156,-12677.596279600259,-13413.428858926887,-15145.580293610687,-18491.074920207255,-21547.265412667388,-24286.63502864539
D801,12132.296061311661,12453.692122623323,12775.088183934984,13096.484245246646,13417.880306558307,13739.276367869968,14060.67242918163,14382.068490493291,14703.464551804953,15024.860613116614,15346.256674428276,15667.652735739937,15989.048797051599,16310.44485836326
D808,17380.276357130704,18203.091590614986,19320.10629802234,20821.12113077081,22493.653021794922,24346.65220921076,26112.76423817313,27652.844819374743,28693.586079879464,29357.953139466405,29892.75724347083,31316.081884652358,33210.74193224905,34857.83468381761
D823,6436.723187893631,2050.4933511942654,-1574.8836363345345,-5961.1134730339,-10347.343309733265,-12970.104331776492,-15234.72162294089,-17366.271834084382,-19317.31632026135,-20411.85410800873,-22793.333295389995,-27179.56313208936,-31237.4149618238,-34754.95542832313
D833,224.76516029536833,-5503.397596198319,-11837.229773220417,-15891.500764488797,-20204.301121398803,-24517.101478308807,-27428.760870768496,-29617.10011863149,-35406.47239726222,-35759.09600172675,-40710.35732581763,-44498.50336727946,-48811.30372418946,-53124.10408109947
D848,1364.802017694153,1368.4340353883058,1372.0660530824587,1375.6980707766115,1379.3300884707644,1382.9621061649173,1386.5941238590701,1390.226141553223,1393.8581592473759,1397.4901769415287,1401.1221946356816,1404.7542123298344,1408.3862300239873,1412.0182477181402
D857,1427.3357536070046,1394.8715072140092,1362.4072608210138,1329.9430144280184,1297.478768035023,1265.0145216420276,1232.5502752490322,1200.0860288560368,1167.6217824630414,1135.157536070046,1102.6932896770506,1070.2290432840553,1037.7647968910599,1005.3005504980646
D890,16833.929583966357,14592.559167932717,12364.97181459963,10123.60139856599,7986.94201529659,5945.350273690742,4625.693684386832,3531.0469395618857,2103.2940861236275,1174.9546108316601,-169.77180598564746,-2411.142222019288,-4652.512638052929,-6659.863094138358
D894,2017.371090425253,2423.238183559179,2945.1584879815573,3567.7940966212745,4384.269246901273,5114.007208355664,5645.947388962506,5803.391126066743,5744.660905710755,5800.6202430096255,6088.167697446643,6443.685366113482,6583.276176424621,6936.321702656148
D898,1299.4255299555136,1234.3831568120418,1170.2686867675554,1106.154216723069,1042.0397466785828,977.9252766340965,913.8108065896101,874.3059333651132,810.1914633206269,794.3668327485759,771.6457521002727,707.5312820557864,643.4168120113001,579.3023419668137
D907,1234.368494646959,1291.7492954622771,1365.570719339606,1439.4879923952938,1526.8727922783614,1611.9159466147992,1679.9940861508076,1741.468856578601,1804.6932814402705,1869.8382332801275,1976.1334718311782,2103.8270850626586,2215.867350147015,2328.815951919204
D918,10975.185324689373,10831.070649378747,10686.955974068122,10542.841298757496,10398.72662344687,10254.611948136244,10110.497272825618,9966.382597514992,9822.267922204366,9678.15324689374,9534.038571583114,9389.923896272488,9245.809220961863,9101.694545651237
D924,13899.134493010864,13953.568986021728,14008.003479032592,14062.437972043455,14116.872465054319,14186.61907290481,14241.053565915674,14295.488058926538,14349.922551937401,14404.357044948265,14458.791537959129,14513.226030969992,14567.660523980856,14622.09501699172
D925,12134.324173996598,11953.448347993195,11772.572521989792,11591.69669598639,11410.820869982987,11229.945043979584,11049.06921797618,10868.193391972778,10687.317565969375,10506.441739965972,10325.56591396257,10144.690087959167,9963.814261955764,9782.938435952361
D935,14305.978857055306,14613.927891814708,14838.687910941615,15125.1923238907,15548.708599457515,15981.304587881637,16226.768376656992,16549.637755107506,17021.22062694691,17290.723965151235,17699.608344247565,18122.948202663287,18550.296582290157,19060.92480624281
D952,11494.114536416531,11720.404593781383,12250.692697667331,12505.595125083626,12731.885182448477,12950.4116105631,13176.701667927951,13402.991725292803,13629.281782657654,14081.509792924673,14467.701216698439,14694.277776543797,15029.964780186117,15304.176835794748
D966,10067.444865729287,9965.689731458573,9863.93459718786,9762.179462917145,9660.424328646432,9558.669194375718,9456.914060105004,9355.15892583429,9253.403791563576,9151.648657292862,9049.893523022149,8948.138388751435,8846.383254480721,8744.628120210007
D975,11774.4707715936,11652.4415431872,11530.4123147808,11408.3830863744,11286.353857968,11164.3246295616,11042.295401155201,10920.266172748801,10798.236944342401,10676.207715936001,10554.178487529602,10432.149259123202,10310.120030716802,10188.090802310402
D977,11544.981307265163,11528.762614530326,11512.543921795488,11496.32522906065,11480.106536325813,11463.887843590976,11447.669150856138,11431.4504581213,11415.231765386463,11399.013072651625,11382.794379916788,11366.57568718195,11350.356994447113,11334.138301712275
D982,1125.8153306119889,1119.0106612239779,1112.2059918359669,1105.4013224479559,1098.5966530599449,1091.7919836719338,1084.9873142839228,1078.1826448959118,1071.3779755079008,1064.5733061198898,1057.7686367318788,1050.9639673438678,1044.1592979558568,1037.3546285678458
D984,1174.1123897622524,1162.4047795245049,1150.6971692867573,1138.9895590490098,1127.2819488112623,1115.5743385735148,1103.8667283357672,1092.1591180980197,1080.4515078602722,1068.7438976225246,1057.036287384777,1045.3286771470296,1033.621066909282,1021.9134566715346
