0,1,2,3,4,5,6
Y1186,3479.717386511832,3599.94325219956,3717.964972666945,3816.555089262284,3958.2320559325735,4079.9574238245036
Y1191,6406.209928026297,6370.1491805981395,6342.260914240919,6299.70639335058,6257.822856299873,6240.669437827218
Y1195,13227.602635484503,13850.766959760655,14521.634107207918,15186.298710750489,15801.892049953058,16391.219112831408
Y1197,5809.487651719629,6343.779166418272,6790.598006017961,7357.750351325235,7923.68508435524,8438.6628510179
Y1210,3381.525340288907,3445.51133724381,3515.145599283501,3595.2719241253576,3681.0313834423264,3767.2548590809542
Y1211,2690.712211540237,2735.8801376178267,2750.029344657315,2779.4344222149534,2782.573565757709,2835.866104583757
Y1213,3807.5865516554563,3839.3703625633566,3746.612995781973,3756.6827602756766,3802.0785677582767,3865.8594795275476
Y1221,9483.020566558775,9640.399158489858,9818.778318154295,9991.876347122676,10215.54565714043,10426.382038263946
Y1225,10998.729810369203,11348.175834539916,11835.95538542571,12119.353588050002,12476.171942916877,12880.218040278947
Y1245,10109.426188670546,10515.554089994283,10939.373622945102,11374.066950598362,11807.926189251844,12238.87090354756
Y1263,9364.874651487917,9577.579812910408,9777.61187741533,9954.33653889224,10161.60137007013,10439.600586686283
Y1278,5243.623482204973,5810.482850807159,6492.773730062691,7087.491368870435,7643.255341006068,8290.745322320608
Y1297,3768.2401548624034,4026.1569590687745,4221.377185313403,4486.50759332627,4668.950352485477,4927.629221267997
Y1305,14226.55499124527,14883.386525034904,15530.316652715206,16181.556515216827,16782.513659253716,17431.087235555053
Y1318,3357.319023501873,3469.3276328567413,3640.053525305166,3780.161259386315,3957.094132370128,4139.126356357708
Y1325,1368.3213521823288,1450.0199189171196,1534.4288093030455,1614.2390155501666,1699.418164364249,1785.3172524176543
Y1351,3555.1853219270706,3604.456227019429,3654.2931210547686,3705.5707275271416,3758.150885850191,3811.1858089864254
Y1354,6189.023041240871,6376.737023405731,6564.620089046657,6785.888118557632,7010.700992010534,7227.666665874422
Y1357,8851.392924785614,9183.936959505081,9529.877787828445,9879.549580812454,10228.585344552994,10584.324043989182
Y1369,5268.736636936665,5562.644294500351,5854.285260140896,6153.692924082279,6461.157799065113,6771.542526781559
Y1373,1262.6148355901241,1395.4765298068523,1526.7462618649006,1598.8611543551087,1685.7578164115548,1792.910778336227
Y1375,5466.936699151993,5820.007524341345,6190.069269388914,6556.020014435053,6924.797274619341,7297.2034622728825
Y1377,3496.3200962543488,3659.948603063822,3826.8542386591434,3994.1228252649307,4159.577818661928,4323.835527151823
Y1419,2136.7653295516966,2231.873616943359,2328.473965568542,2424.7242992210386,2523.4644735145566,2623.1466737174987
Y1422,3699.989615893364,3905.2838161587715,4110.698098921775,4311.91044037342,4503.865275180339,4715.102627527713
Y1430,2122.74811771363,2192.343967473507,2259.9819525189696,2324.258249185979,2393.4052667006845,2463.1961086213582
Y1432,3956.5500159934163,3923.0815606191754,3893.266625739634,3867.3627825453877,3833.5849137976766,3779.068675339222
Y1433,3988.260484933853,3995.671350955963,4002.843017578125,4008.5784059762955,4007.495155930519,4004.488355666399
Y1444,1809.510151103139,1980.2932017594576,2149.8542170897126,2333.8333477154374,2430.478248860687,2649.643449496478
Y1447,5075.37465498969,5388.034713093191,5634.565102241933,5995.318318597972,6345.419201467186,6807.87895661965
Y1450,4419.213730640709,4973.155977837741,5557.074799202383,6106.382385723293,6706.850672341883,7315.7976892367005
Y1456,3812.8530843257904,4116.31472826004,4428.314668416977,4743.37545132637,5069.950967073441,5400.941378593445
Y1460,8478.828692391515,8776.686552673578,9065.77325259149,9373.006634429097,9680.448108389974,9963.692325368524
Y1465,3784.3717223256826,3935.2931297272444,4082.2267208099365,4241.719298899174,4401.708964928985,4560.931705877185
Y1492,1469.6343083024026,1543.7351233541967,1617.3158943772319,1690.4520119726662,1765.7423603206878,1843.1651501655585
Y1496,3845.5324614048004,4046.275170445442,4144.353664517403,4356.335193812847,4540.9943652153015,4841.71840429306
Y1500,7328.8717967271805,7883.492247760296,8319.375748336315,8180.425859540701,8690.908399373293,9121.83742210269
Y1512,2110.1320815831423,2461.5044740587473,2732.513100504875,3082.9440492391586,3357.0600028708577,3706.279333420098
Y1521,3778.261848520487,4047.0987925149493,4252.4794948253775,4532.983925025537,4724.991401483118,4995.67861379683
Y1550,2015.381154628098,2176.609771875292,2343.7558123566214,2517.3509987585253,2688.8477468334145,2841.703731956706
Y1551,3130.208388566971,3443.3226494789124,3656.2892107218504,3982.16004113853,4303.643213137984,4651.851601704955
Y1562,8478.639205694199,9422.005783319473,10230.28556138277,11439.603764116764,12638.088961541653,13739.26671370864
Y1574,5665.9499180316925,5708.399659320712,5821.987700089812,5958.645310923457,6080.7750629633665,6086.9772931188345
Y1580,3390.816450119018,2812.480890750884,2480.7675838470445,2119.7554349899274,1370.4926192760445,1230.4642379283878
Y1597,1788.5942260622978,1872.55454582721,1960.3556464090943,2050.1830087527633,2141.3780201599,2233.167930625379
Y1598,1047.0928055346012,1084.5906030237675,1322.3631201982498,1600.4887774586678,1992.3517797589302,2247.7151283323765
Y1599,2826.9430668339132,2998.885851326212,3246.972362199053,3400.5774611696597,3620.6058496180917,3831.379488993808
Y1600,5158.499827709795,5593.874226024748,6027.746635377409,6468.363050657513,6908.198913213613,7346.963919755819
Y1601,4881.824333012104,5130.365071773529,5292.7832642793655,5605.235994517803,5727.367131382227,5875.462831556797
Y1607,4001.4324069023132,4242.231165058911,4445.00555023551,4677.788456901908,5049.666432663798,5389.010747522116
Y1610,3553.161194577813,3865.9803635925055,4186.899895980954,4511.011452496052,4835.878076434135,5160.730114549398
Y1625,6582.023992428185,6995.608673039082,7354.867734760051,7647.367003293341,7987.268055188663,8357.025656323143
Y1626,9347.438056707382,9542.759449243546,9740.340115785599,9936.33199763298,10124.927593708038,10309.990844249725
Y1638,1530.4355163127184,1592.26388181746,1649.9490279257298,1706.888414517045,1768.4960849136114,1831.6443635970354
Y1646,9107.681403887273,9474.289862990381,9836.054192832114,10172.297387866678,10522.411268737915,10931.518960461024
Y1647,9636.485566206276,9866.319764460623,10097.893078008294,10317.279016926139,10554.00302338004,10832.389039054513
Y1656,8224.206262901425,8407.841224463284,8497.375822172686,8673.060807329044,8792.365270284936,9015.250608643517
Y1665,6861.68693741411,7051.307722277939,7299.875763244927,7623.426859505475,7941.856896929443,8232.42726457864
Y1679,7662.330485880375,8102.196012288332,8620.563218593597,9153.036765158176,9699.144456386566,10258.862389028072
Y1702,1605.3925281524657,1644.8953008651733,1684.9818649291992,1727.1143381118775,1772.910815048218,1817.2146007537845
Y1723,8837.96841725707,10031.725593656301,11188.6027418077,12412.539912760258,13624.710512161255,14835.371504724026
Y1731,8440.448194146156,9270.500957667828,10044.013625085354,10880.41619181633,11746.284357011318,12604.313559681177
Y1736,4855.736485244333,5071.907499797642,5276.411004746706,5495.655496889353,5842.021835511923,6149.953367733956
Y1742,2353.8240791442986,2411.263418112099,2459.64896343261,2471.249034138247,2534.439796866402,2597.779982183501
Y1768,3675.364143073559,3978.7979778148238,4302.787161507458,4610.120947074891,4996.756391465665,5342.715152782948
Y1769,13975.864624008536,15116.266850754619,16642.024672850966,18261.349949464202,19836.85049943626,21261.37859456241
Y1787,4529.952233892679,4826.0888310447335,5079.4091580219565,5370.391342601925,5611.408991375566,5900.211361254752
Y1794,3797.765784263611,4108.959956169128,4422.698721885681,4762.69859790802,5097.466683387756,5395.504155158997
Y1815,2147.4962493777275,2249.9644397199154,2376.9427840411663,2504.548242241144,2636.029631048441,2763.266144543886
Y1839,1806.1088376492262,1924.7473410516977,2043.7356851249933,2156.036750972271,2283.4647238254547,2408.888131827116
Y1849,5694.019396305084,6035.258650779724,6364.1455137729645,6706.910752058029,7059.59291100502,7416.849581003189
Y1851,4382.676950443536,4696.653820098936,5077.03898897916,5491.493332730233,5900.46060975939,6243.029917577654
Y1855,9459.716322422028,9805.335045456886,10164.02018174529,10527.51688733697,10900.31556904316,11268.110157698393
Y1862,5411.507161073387,6013.428656347096,6742.018205262721,7537.563827075064,8251.550511308014,8887.131903804839
Y1881,7420.0151558965445,7442.816077917814,7703.268884494901,8425.505012646317,9319.714570418,10254.979442432523
Y1905,7727.378116488458,7958.929654282333,8175.08350659013,8323.229828993979,8491.69795058966,8723.451788491015
Y1923,3451.374060213566,3614.939599595964,3801.724492572248,3994.885053150356,4195.70154171437,4396.887424103916
Y1930,2207.198986262083,2322.0536134094,2442.065047517419,2561.2960010915995,2679.979892387986,2801.358041405678
Y1956,1265.8724314160645,1317.5110112316906,1358.5236615128815,1413.6413002200425,1458.994273263961,1447.011303473264
Y1957,2610.455532774329,3059.4739185497165,3366.0912371091545,3180.5703260861337,3129.659846790135,3249.3547533787787
Y1967,12428.59776288271,13185.50571769476,13959.006272256374,14722.46350556612,15456.493712961674,16121.744355857372
Y1995,5166.51529084146,5449.095256105065,5753.546988263726,6066.205754891038,6378.3311468958855,6688.302460119128
Y2008,2626.814412534237,2740.1603620946407,2853.389978185296,2974.924722060561,3094.3183538913727,3189.642443291843
Y2020,9288.957722875475,9517.408902853727,9758.414328993113,10014.43009978682,10326.773971913757,10653.334634090963
Y2032,5963.630143079535,6242.471465173364,6585.683741511404,7271.866855855285,7909.024611261486,8502.893483719974
Y2035,2529.4683749973774,2655.8397429808974,2844.3431694433093,2975.005481876433,3186.112537123263,3368.440132178366
Y2046,3967.396469334513,4103.450256497413,4336.816269389539,4553.984668481722,4832.104079376906,5053.130003542081
Y2047,4749.766922724992,5000.380769321694,5350.617280859871,5748.319556881113,6144.108049401267,6482.251973370088
Y2048,4255.998137593269,4630.011499077082,4899.721358045936,5247.194656059146,5615.321457013488,6018.443650528789
Y2053,9445.734581968189,9894.064504367487,10325.092743436993,10824.654518707097,11324.022215513885,11845.266825844348
Y2058,8155.353322476149,8651.708187013865,9158.886095881462,9671.030651032925,10199.4794100523,10732.009518444538
Y2073,11612.544772475958,12818.76823335886,14589.785102307796,15881.34631127119,17691.609621942043,19021.343817710876
Y2079,8792.81561719179,9380.828963267802,9800.842251095175,10372.362617871164,10751.212152308224,11257.721102273463
Y2091,7036.745689883828,7393.248636350036,7830.0908701866865,8260.661313161254,8694.747736379504,9052.808219827712
Y2121,8170.703464150429,8627.382975295186,9152.601447179914,9577.780414409935,10053.800159804523,10497.654582895339
Y2124,10263.965242132545,10734.82138697058,11254.837591312826,11792.77357917279,12340.820384435356,12882.43368383497
Y2127,2506.6037395596504,2661.124893248081,2809.5149199962616,2967.3316891789436,3139.0944721996784,3315.263922661543
Y2137,4232.870306074619,4491.282550059259,4755.959243141115,5052.077413909137,5348.090877197683,5650.44465046376
Y2144,3897.9793921113014,3429.690209031105,3047.3963484168053,2938.9507174491882,2950.799009203911,3051.4106899499893
Y2151,3879.2020554840565,4140.933530628681,4398.667934015393,4649.858252629638,4919.6910559386015,5194.6216528862715
Y2154,2025.821915796727,2132.5628892550317,2245.716495695397,2359.5630975355953,2476.929929284915,2592.9882155908194
Y2161,7440.932820320129,7977.055263757706,8546.169716119766,9111.435522794724,9679.80330657959,10262.493788480759
Y2162,11433.371440845727,11951.683246684073,12502.894012218712,13069.800929635761,13642.71638023257,14210.386884945628
Y2182,1575.0479577407239,1645.6795640856026,1719.527694788575,1794.408271166682,1871.1794495478268,1947.950784605741
Y2185,7096.673771627247,8438.548110052943,10713.122202008963,13215.509838312864,15593.573564589024,17321.37726522982
Y2216,2629.0890547037125,2786.684090524912,2931.1259778290987,3099.1297077685595,3267.3861918002367,3441.8342121988535
Y2220,9188.74510653019,9226.46431450844,9198.21077027321,9245.565681099893,9316.360877609255,9519.755099487307
Y2226,1450.9865161180496,1553.800864815712,1657.1249190568924,1765.5544687509537,1872.7818332910538,1970.7695313692093
Y2232,2452.8532822728157,2830.45329156518,3156.7044421434402,3528.146559625864,3869.0049088597298,4070.858984939754
Y2245,3459.989669471979,3706.177342683077,3946.386412680149,4194.332384765148,4436.693792939186,4657.083348706365
Y2257,2933.8653898239136,3143.6482307314873,3482.1902003884315,3664.2084224522114,3975.568233281374,4286.346219331026
Y2265,11125.661415278912,11423.154199078679,11817.407342031598,12244.107090696692,12686.672782793641,13059.318437382579
Y2273,4541.302054524422,4683.92054349184,4938.8719764351845,5157.798745930195,5363.465414345264,5520.7609805464745
Y2286,1973.7547774612904,2071.0876378417015,2171.918147981167,2273.706955343485,2378.3342343866825,2484.1818982958794
Y2287,8333.480518439412,8483.480613670497,8744.145747632532,8965.882405372708,9233.839086394755,9487.238664408771
Y2298,8362.525489367545,8454.506562687457,8608.278176821768,8768.182175941765,8939.982548095286,9077.713750340044
Y2304,2371.3846882134676,2466.8798251003027,2563.3148355931044,2658.1083907932043,2755.189999550581,2847.03735601902
Y2308,1055.0939331266657,1062.3298618969322,1073.3776995721275,1081.3331920184385,1095.1642879124176,1107.4519865446357
Y2317,9609.481260299683,9992.659430608153,10380.056849814951,10776.768307454884,11182.254834033549,11583.205414794385
Y2328,8570.7280909881,8818.19549658671,9069.232706650348,9316.707018543037,9569.850549492987,9833.096084081384
Y2343,1173.0558533916346,1238.6454353179067,1294.710624226177,1366.0520987717423,1438.835210711393,1513.630003679328
Y2347,1146.2307424283624,1301.634405066617,1462.4246687172283,1619.721017935448,1784.5376923293552,1950.166204923191
Y2360,2834.990519464016,2841.6395809799433,2872.7471681386232,2913.083779171109,2953.420390203595,2985.431475624442
Y2364,1527.428900822997,1591.1616690829396,1699.3636979535222,1805.193546153605,1936.983658708632,2033.3382738754153
Y2372,6319.527968053102,7612.647489717394,9218.13301489365,11090.873647931694,12952.99143370211,14553.759186882375
Y2376,2620.6515994191172,2577.8542439699177,2538.5829228520397,2503.5980542302136,2470.89494843483,2437.144707810879
Y2378,2141.550767183304,1997.8842584490776,1844.6546825170517,1686.4471487402916,1537.655305147171,1392.3558748960495
Y2383,2189.852920025587,1994.528210312128,1879.6840558201075,1746.036049053073,1669.8739653080702,1586.667207106948
Y2386,3581.8202172219753,3580.2732564508915,3548.14046934247,3567.046805769205,3503.7696054577827,3505.9673380851746
Y2392,10455.167200863361,10542.368668913841,10620.266800224781,10749.255966246128,10852.494459450245,10921.099962294102
Y2424,575.5139000415802,657.3950109481812,749.2654016017914,835.7018176317215,905.8864703774452,997.3765047192574
Y2428,2875.389999523759,3128.2023514807224,3399.2006039619446,3587.3574431613088,3880.511370189488,4245.637258328497
Y2430,3764.74666595459,3794.5067024230957,3672.5273656845093,3641.9276571273804,3628.8985776901245,3682.271523475647
Y2431,4342.68990534544,4408.776301562786,4488.920600026846,4562.867697700858,4664.820908471942,4759.54259853065
Y2461,6605.645488798618,6514.322100579739,6340.209816813469,6138.573814839125,5964.37086597085,5880.824687629938
Y2487,4294.163324087858,5416.812477707863,6656.10770881176,7691.745225042105,8826.226457357407,9965.222305953503
Y2512,3048.7279016360644,3135.4171127407258,3274.290840555877,3416.0471430604166,3518.879916718156,3635.984477058501
