0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
D182,6485.470146770477,6492.8202935409545,6500.170440311432,6507.520587081909,6514.870733852386,6522.220880622864,6529.571027393341,6536.921174163818,6544.2713209342955,6551.621467704773,6558.97161447525,6566.321761245727,6573.671908016205,6581.022054786682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D184,9654.550711822807,9649.721423645615,9644.892135468423,9640.06284729123,9635.233559114038,9630.404270936846,9625.574982931017,9620.745694925188,9615.91640691936,9611.08711891353,9606.257830907702,9601.428542901873,9596.599254896044,9591.769966890215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D198,7018.777889010906,6981.305778021811,6943.833667032717,6906.361556043623,6868.889445054529,6831.417334065434,6793.9452271318405,6756.473120198247,6719.001013264653,6681.528906331059,6644.0567993974655,6606.584692463872,6569.112585530278,6531.640478596684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D199,6977.463996504843,6923.677993009685,6869.891989514528,6816.105986019371,6762.319982524214,6708.533979029056,6654.747975916263,6600.96197280347,6547.175969690677,6493.3899665778845,6439.6039634650915,6385.8179603522985,6332.031957239506,6278.245954126713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D207,7478.967443108559,6980.611725151539,6482.256007194519,5983.900289237499,5485.544571280479,4987.18885332346,4488.833170950413,3990.477488577366,3492.121806204319,2993.766123831272,2495.4104414582253,1997.0547590851784,1498.6990767121315,1000.3433943390846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D215,1206.49099573493,1205.7185177505016,1204.9460397660732,1204.1735617816448,1203.4010837972164,1202.628605812788,1201.8561278283596,1201.0836498439312,1200.3111718595028,1199.5386938750744,1198.766215890646,1197.9937379062176,1197.2212599217892,1196.4487819373608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D231,1188.467161655426,1082.3622643947601,976.2573671340942,870.1524698734283,764.0475726127625,657.9426753520966,551.8377788066864,445.73288226127625,339.6279857158661,233.52308917045593,127.41819262504578,21.31329607963562,-84.79160046577454,-190.8964970111847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D241,1414.6548680588603,1413.9972361177206,1413.339604176581,1412.6819722354412,1412.0243402943015,1411.3667083531618,1410.709076359868,1410.0514443665743,1409.3938123732805,1408.7361803799868,1408.078548386693,1407.4209163933992,1406.7632844001055,1406.1056524068117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D249,1199.2819254333153,1209.1888508666307,1219.095776299946,1229.0027017332613,1238.9096271665767,1248.816552599892,1258.723477801308,1268.630403002724,1278.53732820414,1288.444253405556,1298.351178606972,1308.2581038083881,1318.1650290098041,1328.0719542112201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D252,1175.4273561527953,1183.9797123055905,1192.5320684583858,1201.084424611181,1209.6367807639763,1218.1891369167715,1226.741492683068,1235.2938484493643,1243.8462042156607,1252.398559981957,1260.9509157482535,1269.5032715145499,1278.0556272808462,1286.6079830471426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D257,1123.630219373703,1119.7604387474062,1115.8906581211093,1112.0208774948123,1108.1510968685154,1104.2813162422185,1100.4115354633336,1096.5417546844487,1092.6719739055638,1088.802193126679,1084.932412347794,1081.0626315689092,1077.1928507900243,1073.3230700111394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D258,1115.579199109897,1113.108817776665,1110.6384364434332,1108.1680551102013,1105.6976737769694,1103.2272924437375,1100.7569111838193,1098.286529923901,1095.8161486639829,1093.3457674040646,1090.8753861441464,1088.4050048842282,1085.93462362431,1083.4642423643918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D260,1066.8244945070148,1060.2089890140296,1053.5934835210444,1046.9779780280592,1040.362472535074,1033.7469670420887,1027.1314613467457,1020.5159556514027,1013.9004499560597,1007.2849442607167,1000.6694385653736,994.0539328700306,987.4384271746876,980.8229214793446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D269,1043.3842226564884,1043.0184453129768,1042.6526679694653,1042.2868906259537,1041.921113282442,1041.5553359389305,1041.189558595419,1040.8237812519073,1040.4580039083958,1040.0922265648842,1039.7264492213726,1039.360671877861,1038.9948945343494,1038.6291171908379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D274,1125.872734272182,1125.185468544364,1124.4982028165462,1123.8109370887282,1123.1236713609103,1122.4364056330924,1121.7491398793463,1121.0618741256003,1120.3746083718543,1119.6873426181082,1119.0000768643622,1118.3128111106162,1117.6255453568701,1116.938279603124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D281,1081.3012302398681,1078.8767873239517,1076.4523444080353,1074.0279014921189,1071.6034585762025,1069.179015660286,1066.7545726537705,1064.330129647255,1061.9056866407395,1059.481243634224,1057.0568006277085,1054.632357621193,1052.2079146146775,1049.783471608162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D285,979.6606788195371,954.7390102093219,929.8173415991067,904.8956729888915,879.9740043786763,855.0523357684611,830.1306667621135,805.2089977557658,780.2873287494182,755.3656597430705,730.4439907367229,705.5223217303752,680.6006527240276,655.6789837176799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D291,9986.48460432887,9985.469208657742,9984.453812986612,9983.438417315483,9982.423021644354,9981.407625973225,9980.392230331898,9979.37683469057,9978.361439049244,9977.346043407917,9976.33064776659,9975.315252125263,9974.299856483936,9973.28446084261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D295,8519.457111224532,8557.664222449064,8595.871333673596,8634.078444898129,8672.28555612266,8710.492667347193,8748.699778705835,8786.906890064478,8825.11400142312,8863.321112781763,8901.528224140406,8939.735335499048,8977.94244685769,9016.149558216333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D303,9500.59909270227,9487.543081204296,9474.487069706322,9461.431058208347,9448.375046710373,9435.319035212398,9422.263024012447,9409.207012812496,9396.151001612545,9383.094990412594,9370.038979212643,9356.982968012691,9343.92695681274,9330.870945612789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D348,7701.344509149491,7733.939018298983,7766.533527448474,7799.128036597966,7831.722545747457,7864.317054896948,7896.911564021704,7929.50607314646,7962.100582271216,7994.695091395972,8027.289600520728,8059.8841096454835,8092.478618770239,8125.073127894995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D359,7087.327170001865,7127.774340003729,7168.221510005593,7207.6205966378,7248.067766639664,7278.549385093375,7318.996555350944,7359.443725608512,7399.89089586608,7440.338066123649,7480.785236381217,7521.2324066387855,7561.679576896354,7602.126747153922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D360,7101.329838857055,7140.159677714109,7178.989516571164,7217.819355428219,7256.649194285274,7295.479033142328,7334.308874756098,7373.138716369867,7411.968557983637,7450.798399597406,7489.628241211176,7528.458082824945,7567.287924438715,7606.1177660524845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D369,7097.840814188421,7167.561628376841,7237.282442565262,7307.003256753682,7376.724070942102,7446.444885130522,7516.165695067046,7585.886505003569,7655.607314940093,7725.328124876616,7795.04893481314,7864.769744749663,7934.490554686186,8004.21136462271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D372,7980.8474779152875,8002.314955830575,8023.782433745862,8045.24991166115,8066.717389576437,8088.184867491725,8109.6523452901865,8131.119823088648,8152.58730088711,8174.054778685572,8195.522256484033,8216.989734282495,8238.457212080957,8259.924689879419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D376,7255.01958253473,7216.28916506946,7177.55874760419,7138.82833013892,7100.09791267365,7061.36749520838,7022.637079864142,6983.906664519904,6945.176249175665,6906.445833831427,6867.715418487189,6828.9850031429505,6790.254587798712,6751.524172454474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D377,7284.432045842112,7312.614091684223,7340.796137526335,7368.9781833684465,7397.160229210558,7425.34227505267,7453.5243219429285,7481.706368833187,7509.888415723446,7538.070462613705,7566.252509503964,7594.434556394222,7622.616603284481,7650.79865017474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D390,7149.226334393024,7141.120667219162,7141.347001612186,7070.466126084328,7070.692460477352,7070.918794870377,7071.145129263401,7071.3714636564255,7071.59779804945,7071.824132442474,7072.050466835499,7072.276801228523,7072.503135621548,7072.729470014572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D396,7829.995425703525,7841.24085140705,7852.486277110575,7863.731702814101,7874.977128517626,7886.222554221151,7897.467979445455,7908.713404669759,7919.9588298940635,7931.204255118368,7942.449680342672,7953.695105566976,7964.94053079128,7976.185956015584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D401,6940.452353755533,6961.708801679164,6989.661155434697,7017.460385867916,7045.412739623449,7073.365093378982,7101.317445902786,7129.26979842659,7157.222150950393,7185.174503474197,7213.126855998001,7241.0792085218045,7269.031561045608,7296.983913569412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D402,7009.187683463097,7068.375366926193,7127.56305038929,7186.7507338523865,7245.938417315483,7305.12610077858,7364.3137838840485,7423.501466989517,7482.689150094986,7541.876833200455,7601.0645163059235,7660.252199411392,7719.439882516861,7778.62756562233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D414,6686.05456074059,6759.60912148118,6833.163682221771,6906.718242962361,6980.272803702951,7053.827364443541,7127.381929873229,7200.936495302916,7274.491060732604,7348.045626162291,7421.600191591979,7495.154757021666,7568.709322451354,7642.263887881041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D423,5182.08499092549,5725.169981850981,6268.254972776471,6811.339963701961,7354.424954627451,7897.509945552942,8440.594906490442,8983.679867427942,9526.764828365442,10069.849789302942,10612.934750240442,11156.019711177942,11699.104672115442,12242.189633052942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D425,1565.523460432887,1549.3683257699013,1544.8917862027884,1540.4152466356754,1535.9387070685625,1525.7700487226248,1521.2935091108084,1516.816969498992,1512.3404298871756,1507.8638902753592,1503.3873506635427,1498.9108110517263,1494.43427143991,1489.9577318280935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D439,1739.2612605029717,1735.4532436700538,1731.6452268371359,1727.837210004218,1724.0291931713,1720.221176338382,1716.413159322925,1712.6051423074678,1708.7971252920106,1704.9891082765535,1701.1810912610963,1697.3730742456391,1693.565057230182,1689.7570402147248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D443,5104.410088062286,5108.820176124573,5113.230264186859,5117.6403522491455,5122.050440311432,5126.460528373718,5130.870616436005,5135.280704498291,5139.690792560577,5144.100880622864,5148.51096868515,5152.9210567474365,5157.331144809723,5161.741232872009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D445,4875.81048104167,4842.62096208334,4809.4314431250095,4776.241924166679,4743.052405208349,4709.862886250019,4676.673368275166,4643.483850300312,4610.2943323254585,4577.104814350605,4543.9152963757515,4510.725778400898,4477.5362604260445,4444.346742451191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D449,5440.794223284723,1528.6515546798723,-2383.491113924978,-6295.633782529829,-10207.77645113468,-14119.91911973953,-18032.061942005155,-21944.20476427078,-25856.347586536405,-29768.49040880203,-33680.63323106765,-37592.77605333328,-41504.9188755989,-45417.06169786453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D452,6908.816462079734,8803.37217147425,10697.927880868765,12592.48359026328,14487.039299657796,16381.595009052311,18276.150795185124,20170.706581317936,22065.26236745075,23959.81815358356,25854.373939716374,27748.929725849186,29643.485511982,31538.04129811481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D453,-901.1808621090652,-2027.3478356277944,-3153.5148091465235,-4279.681782665253,-5405.848756183983,-6532.015729702713,-7658.182721890213,-8784.349714077713,-9910.516706265213,-11036.683698452713,-12162.850690640213,-13289.017682827713,-14415.184675015213,-15541.351667202713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D454,2080.973388774693,1710.266777549386,1339.560166324079,968.8535550987722,598.1469438734653,227.4403326481584,-143.26627135574785,-513.9728753596542,-884.6794793635604,-1255.3860833674667,-1626.092687371373,-1996.7992913752792,-2367.5058953791854,-2738.2124993830917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D458,-1561.023349276184,-4502.622942352294,-7444.222535428404,-10385.822128504513,-13327.421721580622,-16269.021314656731,-19210.620924031733,-22152.220533406733,-25093.820142781733,-28035.419752156733,-30977.019361531733,-33918.61897090673,-36860.21858028173,-39801.81818965673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D460,9844.388637644051,9714.377275288103,9584.365912932155,9454.354550576207,9324.343188220259,9194.33182586431,9064.320458066459,8934.309090268607,8804.297722470756,8674.286354672904,8544.274986875052,8414.263619077201,8284.25225127935,8154.240883481498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D467,9103.180115029216,8972.960230058432,8842.740345087648,8712.520460116864,8582.30057514608,8452.080690175297,8321.860811024906,8191.640931874515,8061.421052724125,7931.201173573734,7800.981294423344,7670.761415272953,7540.541536122562,7410.321656972172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D468,11065.3250859797,11191.650171959402,11317.975257939102,11444.300343918803,11570.625429898504,11696.950515878205,11823.275596749787,11949.600677621369,12075.925758492951,12202.250839364533,12328.575920236115,12454.901001107697,12581.22608197928,12707.551162850861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D471,9396.102078971266,9359.904157942532,9323.706236913798,9287.508315885065,9251.310394856331,9215.112473827598,9178.914552074668,9142.716630321738,9106.518708568809,9070.320786815879,9034.12286506295,8997.92494331002,8961.72702155709,8925.52909980416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D481,11768.661005464195,11576.022010928391,11383.383016392587,11190.744021856783,10998.105027320978,10805.466032785174,10612.827025216815,10420.188017648456,10227.549010080096,10034.910002511737,9842.270994943377,9649.631987375018,9456.992979806659,9264.3539722383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D485,2559.1072893500336,1076.2917312353861,-406.5238268792614,-1889.3393849939089,-3372.1549431085564,-4854.970501223204,-6337.786052981017,-7820.601604738829,-9303.417156496642,-10786.232708254454,-12269.048260012267,-13751.86381177008,-15234.679363527892,-16717.494915285704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D496,8676.925709047915,11016.916101467612,13356.906493887309,15696.896886307006,18036.887278726703,20376.877671146398,22716.867905521398,25056.858139896398,27396.848374271398,29736.838608646398,32076.828843021398,34416.8190773964,36756.8093117714,39096.7995461464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D510,2747.721729439705,2742.5174588794102,2737.3131883191154,2732.1089177588206,2726.9046471985257,2721.700376638231,2716.496106275377,2711.291835912523,2706.087565549669,2700.883295186815,2695.679024823961,2690.474754461107,2685.270484098253,2680.066213735399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D511,1449.6393042047323,1445.9466084094645,1442.2539126141967,1438.5612168189289,1434.868521023661,1431.1758252283933,1427.483129372299,1423.7904335162045,1420.0977376601102,1416.4050418040158,1412.7123459479214,1409.019650091827,1405.3269542357327,1401.6342583796384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D516,1033.914837358892,1040.6196747177842,1047.3245120766762,1054.0293494355683,1060.7341867944604,1067.4390241533524,1074.1438614755875,1080.8486987978226,1087.5535361200577,1094.2583734422929,1100.963210764528,1107.668048086763,1114.3728854089982,1121.0777227312333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D529,15426.376178765297,15363.652357530593,15300.928536295889,15238.204715061185,15175.480893826481,15112.757072591778,15050.033252859112,14987.309433126446,14924.58561339378,14861.861793661114,14799.137973928448,14736.414154195782,14673.690334463116,14610.96651473045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D552,1477.8614334890244,1482.352866978049,1486.8443004670735,1491.335733956098,1495.8271674451225,1500.318600934147,1504.8100340777628,1509.3014672213785,1513.7929003649942,1518.28433350861,1522.7757666522257,1527.2671997958414,1531.7586329394571,1536.2500660830729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D557,1869.9902041846515,1876.8504083693028,1883.7106125539542,1890.5708167386056,1897.431020923257,1904.2912251079083,1911.1514293277264,1918.0116335475445,1924.8718377673626,1931.7320419871808,1938.5922462069989,1945.452450426817,1952.312654646635,1959.1728588664532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D559,2144.26624779433,2139.45249558866,2134.63874338299,2129.82499117732,2125.01123897165,2120.19748676598,2115.3837345916027,2110.569982417225,2105.756230242848,2100.9424780684703,2096.128725894093,2091.3149737197155,2086.501221545338,2081.6874693709606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D595,1660.1083861273526,1644.3767722547052,1628.6451583820578,1612.9135445094105,1597.1819306367631,1581.4503167641158,1565.7187026512618,1549.9870885384078,1534.2554744255538,1518.5238603126998,1502.7922461998457,1487.0606320869917,1471.3290179741377,1455.5974038612837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D596,638.2302773657441,561.3105547314882,484.3908320972323,407.4711094629764,330.5513868287205,253.6316641944646,176.71194068372242,99.79221717298023,22.872493662238043,-54.047229848504145,-130.96695335924633,-207.88667686998852,-284.8064003807307,-361.72612389147287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D605,1137.427638580799,1148.7452771615983,1160.0629157423975,1171.3805543231967,1182.698192903996,1194.0158314847952,1205.3334708356863,1216.6511101865774,1227.9687495374685,1239.2863888883596,1250.6040282392507,1261.9216675901419,1273.239306941033,1284.556946291924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D606,1256.7591846179962,1261.2083692359924,1265.6575538539887,1270.106738471985,1274.5559230899812,1279.0051077079775,1283.4542926025392,1287.903477497101,1292.3526623916628,1296.8018472862245,1301.2510321807863,1305.700217075348,1310.1494019699098,1314.5985868644716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D613,1648.4868014842273,2708.8191859303415,3852.8436286009846,4996.868071271628,6140.892513942271,7284.916956612914,8428.941370675413,9572.965784737913,10716.990198800413,11861.014612862913,13005.039026925413,14149.063440987913,15293.087855050413,16437.112269112913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D615,1108.0029180917143,1009.6458361834286,911.288754275143,812.9316723668574,714.5745904585717,616.2175085502861,517.86042999804,419.5033514457939,321.1462728935478,222.7891943413017,124.43211578905562,26.07503723680952,-72.28204131543657,-170.63911986768267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D618,1147.7195984712243,1052.1891969424487,956.658795413673,861.1283938848974,765.5979923561217,670.0675908273461,574.537187690139,479.006784552932,383.476381415725,287.94597827851794,192.4155751413109,96.88517200410388,1.3547688668968476,-94.17563427031018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D625,1114.5705470365285,1018.2910940730571,922.0116411095858,825.7321881461144,729.452735182643,633.1732822191716,536.893832756281,440.61438329339035,344.3349338304997,248.0554843676091,151.77603490471847,55.49658544182785,-40.78286402106278,-137.0623134839534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D627,885.7496913012862,774.0193826025725,662.2890739038587,550.5587652051449,438.8284565064311,327.0981478077173,215.36783927500244,103.6375307422876,-8.092777790427249,-119.82308632314209,-231.55339485585694,-343.2837033885718,-455.0140119212866,-566.7443204540015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D640,1554.650662650168,1558.1613253003359,1561.6719879505038,1565.1826506006716,1568.6933132508395,1572.2039759010074,1575.714638456702,1579.2253010123966,1582.7359635680912,1586.2466261237857,1589.7572886794803,1593.267951235175,1596.7786137908695,1600.289276346564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D643,1146.1504275095465,1150.490855019093,1154.8312825286396,1159.1717100381861,1163.5121375477327,1167.8525650572792,1172.1929924559608,1176.5334198546425,1180.8738472533241,1185.2142746520058,1189.5547020506874,1193.895129449369,1198.2355568480507,1202.5759842467323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D683,20.73951117098295,-5130.151251113416,-10281.042013397815,-15431.932775682213,-20582.82353796661,-25733.71430025101,-30884.60541353226,-36035.49652681351,-41186.38764009476,-46337.27875337601,-51488.16986665726,-56639.06097993851,-61789.95209321976,-66940.84320650101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D685,17498.516430532934,17285.065573057534,17071.614715582135,16858.163858106735,16644.713000631335,16431.262143155935,16217.811291715505,16004.360440275075,15790.909588834646,15577.458737394216,15364.007885953786,15150.557034513356,14937.106183072927,14723.655331632497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D689,16916.681779915096,16943.66355983019,16970.645339745286,16997.62711966038,17024.608899575476,17051.59067949057,17078.572458589082,17105.554237687593,17132.536016786104,17159.517795884614,17186.499574983125,17213.481354081636,17240.463133180147,17267.444912278657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D692,16646.209051465987,16673.318102931975,16700.427154397963,16727.53620586395,16754.64525732994,16781.754308795927,16808.86335954666,16835.972410297392,16863.081461048125,16890.190511798857,16917.29956254959,16944.408613300322,16971.517664051054,16998.626714801787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D705,-4680.582082623243,-10611.278064322472,-16541.9740460217,-22472.67002772093,-28403.366009420162,-34334.06199111939,-40264.75828018189,-46195.45456924439,-52126.15085830689,-58056.84714736939,-63987.54343643189,-69918.2397254944,-75848.9360145569,-81779.6323036194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D727,2316.157268407941,-317.4886063456529,-2951.134481099247,-5584.780355852841,-8218.426230606436,-10852.07210536003,-13485.717857313155,-16119.36360926628,-18753.009361219403,-21386.65511317253,-24020.300865125653,-26653.94661707878,-29287.592369031903,-31921.23812098503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D744,1114.2373947903513,1112.1847895807027,1110.132184371054,1108.0795791614055,1106.0269739517569,1103.9743687421083,1101.9217635899781,1099.869158437848,1097.8165532857179,1095.7639481335877,1093.7113429814576,1091.6587378293275,1089.6061326771974,1087.5535275250672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D754,920.5791433790326,908.5682867580653,896.5574301370979,884.5465735161305,872.5357168951631,860.5248602741957,848.5140036457777,836.5031470173598,824.4922903889418,812.4814337605238,800.4705771321059,788.4597205036879,776.4488638752699,764.438007246852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D759,1096.44090167284,1085.5518033456801,1074.6627050185202,1063.7736066913603,1052.8845083642004,1041.9954100370405,1031.106311869621,1020.2172137022017,1009.3281155347822,998.4390173673628,987.5499191999434,976.6608210325239,965.7717228651045,954.8826246976851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
