V1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
H141,-215.00526830525,-52.48557956176887,136.06130279384283,220.57084367002483,250.81745756362682,374.5376698225155,496.9475166105205,461.22221474995933,464.5201048172109,593.6361417665264,642.7571991390205,629.8629932117252,633.3817969518216,601.2996144771654,582.9962106976567,562.8127493758864,494.2689795208022,501.66334977229917,538.4409701059371,476.16709454386046,430.26855195582374,447.72482457177676,412.74499291925014,388.04418883560544,415.4791362250933,438.2379252577381,499.56597514938096,564.3054401806536,568.4938002144094,611.5443111765092,662.4779812750155,641.1126353829839,650.7754552641409,691.8721941756326,687.2540229095703,679.4228713891396,676.6921853490912,637.6019580128838,620.6889382278555,615.8675172116459,577.9879020231516,578.6340805896637,588.1919778026803,543.226084912689,518.2318987114727,508.12570154072205,469.0466680267235,469.96885979818427
H150,-38.34996802184574,-1.4975854723177235,53.95595377893107,124.2458358248525,191.8362088056669,227.98253520590112,256.1929131947908,300.3247587610722,350.8807501912024,353.6896525766905,318.2128722798136,291.5885441377106,278.9438147302661,262.0070658231601,231.55660843451557,206.87301255653534,181.62170730751762,159.31394008387417,132.71352692704602,107.99327165973203,88.69112874303678,68.06036323388204,51.76010172234363,50.80242649572497,66.69764266177928,97.05670275708044,135.24425910615656,176.09342586459695,217.94026773350018,249.51091683452609,263.62035928653825,284.088665328623,299.6842478336518,298.4179787498798,275.1513596407387,252.52219867732668,238.00759997259854,219.7288776732487,201.431069006968,191.38085432128804,182.40347758351234,171.07275977012594,155.91620107348027,137.38217243048882,119.25350364674853,103.09416500811591,93.18882216955188,96.88569975431253
H155,75.49750104978953,183.83991479319934,352.9782927326207,728.3045232183767,949.8396256791957,934.1264835361087,838.0333623266916,867.5570713546952,979.5139761403639,1005.1919487130444,945.6831192262523,939.60560872644,1077.516340768973,1239.8727831419505,1037.4375665689818,730.8133744106611,513.8413645867497,426.72266170207337,371.4528039023675,231.75218235398464,168.52335060822594,119.88882125298939,92.67188412766058,77.0794012756344,142.019901346553,242.85147367117486,408.04710594429804,642.9104042748808,781.5640070829086,789.2946633060216,643.8987057163935,615.9667485700953,661.4034411731856,699.8363808661388,703.4603097886081,702.9505716283994,791.5764268228858,830.1459476387946,715.8441354606655,509.91780072104194,381.99869769442427,324.9249640570208,280.34916779629657,254.53486507620838,233.6972443605163,200.42944744521006,166.7287318986592,173.426030180388
H170,18.002272919073157,17.426933760475233,17.01125101590015,16.71214231878399,16.561351820593767,16.700153223204634,17.4159679259835,18.748249826493545,20.448819984914127,22.182628832833107,23.639382650554648,24.70984264138006,25.43867207163014,25.90653796818548,26.182590797589423,26.202920635761576,25.888474666661377,25.263126516166373,24.397183125187354,23.211857888212016,21.66337374598448,20.33307809650251,19.466787302176815,19.015482354925226,18.7636225764578,18.518965829642635,18.238118223314597,17.900120786192385,17.61867364408331,17.625617604830467,18.109303184123476,19.13381107296793,20.53048967392998,21.807270933626924,22.838377623696825,23.549637563962058,23.999613036106062,24.29332314479066,24.4499238839272,24.419704406266476,24.146757403368987,23.615407836280998,22.846612165712845,21.78840506524617,20.669474929569258,19.94243446798554,19.6135666819634,19.515853788584035
H174,28.952692189654737,28.35709877430584,27.313354514552973,25.86526841737925,23.97341070029747,21.695696658234944,19.41406240595627,17.7479058681609,16.874632121067645,16.47004272759415,16.33201235235584,16.353411138771023,16.437137956404648,16.528106714617568,16.811032817465854,17.668420331508756,19.05517110440479,20.495502706670354,21.696913175741617,22.606494922034592,23.161532975317126,23.480848533822066,23.675975381557887,23.660246613391678,23.393030704693025,22.99100549749128,22.465253145763942,21.657279541027172,20.5341700697745,19.405098731415787,18.56836198970894,18.15997879966639,18.082248957054144,18.14611869394505,18.159040150486636,18.052775063825123,17.88450514118654,17.756311910246808,17.916493080876613,18.495671153493227,19.421169676219794,20.330549696877718,21.053850254033396,21.5012710881139,21.697546161535048,21.742416723820252,21.731551939101262,21.62301485343409
H181,17.009076075116194,16.169809655404894,15.378873111056743,14.677337431974143,14.187656927437116,14.10422355226068,14.659856391520067,16.1834825321393,18.20497702630831,20.00730808952325,21.18454919918031,21.821776990509264,22.208426284002158,22.43871631858944,22.335784844402205,21.955572668850596,21.37406933187124,20.592892008360025,19.407880489647038,17.963521704354754,16.951878946441365,16.445991042415436,16.236499954547423,16.140391818652333,15.949488521539235,15.568199125799122,15.022659474665423,14.405879836628442,13.954431014922037,14.035807520511153,14.894746045174928,16.459034695256946,18.088857378949044,19.423891733918303,20.237840774026903,20.69315154013907,20.997179946561385,21.121607804667907,20.999859222600914,20.626393286488458,20.096339705440464,19.3212611614013,18.23983251584763,17.229110263349817,16.649805826583837,16.459955211568932,16.448904189534556,16.447663208021453
H184,14.930692786149645,14.501615459852937,14.122132604198791,13.818551080328861,13.655659770689303,13.830558354626987,14.635704734809,16.230123008137692,18.509161710831176,20.644325410988213,22.268072336234486,23.227585815289892,23.760071432494954,24.03119630465882,23.947535989710275,23.565350102920625,22.888628799896928,21.94453123320509,20.719197010521377,19.163369032866544,17.894846958927477,17.161147969077856,16.765047567803254,16.59429660895316,16.511969069599502,16.26833347847497,15.868723011488294,15.304263948204442,14.806882621601101,14.73783722033589,15.311431427199729,16.60742813437286,18.328396026189793,19.842128583223868,20.879110258611053,21.499754858315328,21.850428645912856,22.025590211368158,21.965658553856994,21.685683935267516,21.21132657477753,20.517281752098018,19.521256969730555,18.413087541037317,17.648902961376066,17.335788649539847,17.2677308139866,17.3117891219714
H200,16.568581645859283,16.30689146975852,16.17448491830626,16.12065992051821,16.217183528013727,16.67366677444426,17.783485388384918,19.463106046594675,21.404401273871883,23.217483237787953,24.618356150727408,25.616183050242743,26.186111730532946,26.42010057720819,26.485545588553077,26.367683354375615,26.053467019994173,25.45128901731314,24.45718733403605,23.132872311452722,21.751682940887786,20.58515407260593,19.756104045783683,19.308899140488702,19.13479472230907,19.00957725883924,18.80618441218459,18.473733467561033,18.237500018662093,18.364111200070468,19.02909533186757,20.240908960500995,21.748398558528503,23.09323497502666,24.006922761578362,24.610430806566903,24.90989476501382,25.02354601676429,25.02139768271622,24.905827661895607,24.628506904848685,24.012371251386337,23.061109776726184,22.00669322064924,21.113408166174576,20.51759438299844,20.205450518923264,20.150216974818928
H218,19.0401815509292,18.025807441956324,17.288954500785078,16.780663441793127,16.631925282436104,16.955670758323926,17.994415285919636,19.78674631723368,22.024297186878506,24.10167786521018,25.633077671536995,26.61596920588531,27.286578802303293,27.630050646472164,27.556819263224185,27.156068672848207,26.456651867612457,25.546379591569288,24.39968812484717,22.764474677218384,21.168133775805295,20.16393081672409,19.634758441636286,19.382585620518803,19.197132168515985,18.924187008349296,18.55678809220011,18.175353216021797,17.94278215658887,18.1470412488492,19.006963639754236,20.377086065148575,21.86099264964137,23.226497606202653,24.106043346043418,24.628173396619623,24.978881616600972,25.172204301356075,25.122725172693926,24.829843282546072,24.338238555999748,23.69833311732281,22.754369546256736,21.591510712934372,20.703322649319603,20.30933447089831,20.21869420470446,20.21156412033794
H248,18.44205420251042,17.719630374439312,17.149832732860137,16.889072367633503,16.67473546254993,16.522583722068287,16.469141857716863,16.714987454815933,17.317261887577732,18.292901209564857,19.396557438691474,20.336569689184504,21.16788455459589,21.74093384136761,22.056418312117188,22.13502747355991,22.00924998965275,21.708861723377037,21.245841726768024,20.646375294896064,19.837158907818914,19.00825486903875,18.353159165972563,17.8484794551012,17.53479381247552,17.342059009159957,17.210853824014084,17.119385599047284,16.973746205496795,16.81822081856827,16.76878704061435,16.940082512283908,17.43334170636963,18.236218654636257,19.047326165375097,19.71725075215007,20.219660609125974,20.57377615189116,20.761262776771066,20.741862526480357,20.57051428727491,20.296921547336954,19.96663205440822,19.524316508952957,18.925128714590205,18.31121613034099,17.870224405046613,17.67030353453054
H253,20.36981438790154,19.525501671334943,18.802672578693812,18.13352228741486,17.521299703291696,17.157095378930936,17.408219091387355,18.497503723879735,20.306610909813045,22.174258005814394,23.67724810203,24.834920833455364,25.747673476656352,26.40403913789187,26.747388676641343,26.75145816511349,26.483135858737867,25.930971873476036,25.03676366804136,23.565134456379948,21.88935963091427,20.712264822500053,20.12454631824759,19.871968474167574,19.723177344025874,19.450319698657626,19.011101022085356,18.400733345418953,17.76083998142375,17.470924618749216,17.811427781195118,18.943127400008514,20.57675399085292,22.105348549444674,23.314022207916892,24.19492599559094,24.892806582875085,25.402081693232308,25.635090719517326,25.572962336131333,25.262070291062013,24.706539550815762,23.73458387013799,22.3590291002766,21.1943857538535,20.554770989533125,20.340508075437263,20.308466926934635
H254,30.664453135828396,30.592245695504563,30.408815497325552,30.036412826440873,29.543521161773466,29.095901751831867,28.54777869694969,27.82527703420306,27.168573305310076,26.695379421469127,26.437575992008473,26.368493530855922,26.376393570954185,26.47168033284866,26.53581949436502,26.64729353745087,26.764171556873904,26.930701402522743,27.251304492213816,27.938270384309934,28.85363659089948,29.49828755373371,29.779088393327662,29.7807659132851,29.64871028111074,29.500213444689717,29.209836758902416,28.839788865993846,28.47205133909332,28.139000666379427,27.784272586685024,27.360048424390392,26.9438561116191,26.675673932173314,26.595169431181468,26.643110454280187,26.778497209658113,26.885316837923185,26.961631128931284,26.995065262569533,27.052283077321896,27.221061787711157,27.609200269082198,28.194486374152806,28.798024230317587,29.182978464760193,29.278218047800245,29.159466320287578
H268,10.082193569214734,10.917301921017899,12.750549085936026,15.44644404148691,17.992153322137206,20.05312398177243,21.93337585112112,23.442442716867927,24.761252704172055,25.509829693906653,25.690344270769742,25.404672880490022,24.633687431508616,23.444103009640656,21.438214376694905,18.807945270615072,16.79682793827033,15.536225239804413,14.7389241977618,14.05231527105201,13.43581544714899,12.955852199711462,12.623142496878497,12.569047753991487,12.859489863012495,13.701504861363944,15.075885765752284,16.63699131807027,18.157363618569,19.14270186413661,19.79602714595996,20.38489295762172,20.99881779320743,21.33150898110645,21.237254719918038,20.82679932565677,20.15949619031528,19.20974813417583,17.717178894338417,16.21967332166262,15.305598418311952,14.985135258567464,14.980939347208611,15.022564911171825,14.92258642620534,14.67694239259394,14.430388337461025,14.385290752621287
H270,18.160024516571905,17.882364071829972,17.689317103261917,17.52722277372759,17.42846298013164,17.596660862523787,18.25899164059022,19.45018099808964,20.963647104657007,22.490691169880293,23.694136631962692,24.526640841685115,25.132701216740713,25.505862830376113,25.63284009333061,25.6050385903607,25.387302418108153,24.929565916757905,24.17551523239148,23.020205012339137,21.85174469363367,20.975543956550013,20.355770839490233,20.0182458439335,19.873007549800203,19.748774700253325,19.560380913514198,19.22830814413054,18.914064412222427,18.893741337656223,19.3037412465138,20.174659141080927,21.388200951321664,22.549877077578447,23.356759100884346,23.86977198218525,24.205866941585146,24.41539339807062,24.469399188686257,24.39093279176243,24.159458565038292,23.700180431357737,22.932224977449206,22.046769652401963,21.30291377398916,20.860644032258833,20.653560840716583,20.62979937910845
H283,16.688440441285767,16.326009026405426,16.06906141263558,15.918538438402742,15.972262795691275,16.51224213023151,17.70993037936561,19.440045984846133,21.252663444735937,22.71613677180092,23.727342211751104,24.43322066681341,24.941717233625397,25.149658838410446,25.056523155913276,24.727901128358468,24.231095616687618,23.550105405119698,22.537314788432372,21.121679247165073,19.89315994248471,19.10636714906505,18.625208771604676,18.363887375598086,18.150564674034875,17.9236903339768,17.616946900916762,17.267461342500933,17.11636299772333,17.415567182818663,18.25092598939186,19.565892660588574,20.81511182896788,21.83863866464046,22.484115235127696,22.92187134536347,23.219883668268764,23.36182159846738,23.31306515785226,23.09553335483949,22.74283360507833,22.17135587054042,21.276207113989777,20.243365351183904,19.564214415865123,19.225674786112382,19.093870800333367,19.05911638982836
H284,13.976798373900918,13.67760221637612,13.596031209082275,13.740217768209842,14.275727082839985,15.428910569239422,17.192001732162087,19.203088733050322,20.99002634815111,22.507507349794636,23.585107743179876,24.289522306874048,24.63697736470766,24.777313185831364,24.7337371478909,24.39126257472592,23.689571625824136,22.71776387836771,21.42109749031867,19.79455474150524,18.3172392586814,17.257384269656864,16.653556988456216,16.287173847684805,16.053551528814435,15.826595473358806,15.597570521740955,15.44866821364821,15.631813492651107,16.317619065941734,17.527974125197865,18.921198391112302,20.13241183141586,21.139392102042965,21.82069512847007,22.254022189273833,22.47277961956974,22.572508813893673,22.560880271922194,22.32922948662182,21.79921567462866,20.95354019302009,19.83956504110163,18.658665314605265,17.856843728831127,17.392995219629185,17.222445005297587,17.175467504775373
H294,18.4978737020155,17.839300703302847,17.310715623058687,16.85215430413395,16.64121038268499,16.907782056514343,17.86860024944946,19.334508588517867,20.85437407883067,22.070724399404053,22.885645095841156,23.45015049636869,23.85525309187888,24.122659352874052,24.22864338453587,24.13646230061741,23.82516455365492,23.317121686529312,22.415829608403598,21.172388634777562,20.082608646966833,19.398506213949844,19.04318979717716,18.80859651978147,18.56490153855046,18.222407372461465,17.79809251842976,17.355999645302962,17.163175186102325,17.463333173632968,18.332150726982597,19.65860798269131,20.897058724565667,21.88830692874532,22.53726225252578,22.986855271112855,23.308140852307442,23.54037169720673,23.62148671331458,23.497742228830425,23.154291553441368,22.503828423513106,21.51299898551717,20.533310524172144,19.86533045755631,19.464160523763177,19.27624943548789,19.1473583341067
H300,17.01904457826523,16.79818562938613,16.58726543018191,16.406003257080666,16.355112814555998,16.688615375611416,17.61094996258271,19.094719055811154,20.855453542171176,22.301645211631495,23.359609003439086,24.12844676102965,24.66812057693822,24.990733691497923,24.99106894456564,24.7180342695963,24.219737633817523,23.51055362975083,22.428396952244857,21.03259269273981,19.972305976575587,19.383535399704936,19.043121507879913,18.88998686356711,18.785757624064185,18.58802445184604,18.222566828438495,17.737366271129556,17.425139589620958,17.55942370972001,18.212019747176818,19.393498997675763,20.737525975590486,21.76804840198458,22.456773582485134,22.999378099601657,23.405303376256658,23.636484054366903,23.616761242360003,23.39523376020986,22.989311248703874,22.338767015165608,21.33589789373681,20.35402778197697,19.72906635240519,19.49397091420896,19.448899107412142,19.497042599515186
H315,12.201394068412501,11.77913385336343,11.407609668297185,11.166950069925209,11.033016837601474,11.042800910299142,11.343049087025367,12.109366126131174,13.377282696694532,14.733000329799209,15.914539923950887,16.689199673373366,16.940599504120883,16.900576330145128,16.617625416875764,16.21120167485723,15.716675465718158,15.064679975812854,14.421709986148262,13.903763964782291,13.487269305314465,13.159406396655271,12.901155390214916,12.724687457481677,12.615834431479703,12.430451519314596,12.19162009415804,11.915265278543847,11.661517018048345,11.53214234984042,11.732675761246727,12.40830535356064,13.412243854683798,14.399822072220726,15.156123626415363,15.594506508384573,15.716828842069983,15.619258832178266,15.383808112738079,15.10423193798451,14.77753793558479,14.363452518596054,13.931500826035295,13.588817898798236,13.322620094170126,13.151850596067401,13.061220338265342,13.0104657425321
H322,17.121328598818426,16.723798958480256,16.439471913039366,16.238133757102588,16.24335939692557,16.882466504548177,18.325022883269295,20.240147389006648,22.43241731896696,24.64610940563369,26.422152587549824,27.69777577965858,28.47611702403557,28.892980894769618,29.069368525928454,29.046184007540433,28.74272808838589,28.016956423987583,26.850710099186067,25.306135125840964,23.688271813310315,22.38205762659717,21.357527203000856,20.71506936971193,20.31233401757263,19.994430272605584,19.60235686924762,19.122176040388627,18.847126033762017,19.08820850403535,19.991573195309698,21.441379871897247,23.216506412954345,24.951647086691725,26.308465669913204,27.17911713392759,27.65003594900987,27.909995315367922,27.99004987649722,27.900758524377302,27.516743315176146,26.758054233056345,25.743536374874566,24.564718078540675,23.497344610170057,22.669077919193388,22.118039170514677,21.832539058262537
H326,17.251292117335243,15.858848404384029,14.885429284043722,14.126338346179432,13.68589752552787,13.826078427691053,14.829010955725265,16.44971550900049,18.13151791669523,19.4621133146236,20.273019088313045,20.740134102280592,21.07879803879603,21.310571504311568,21.31998289239425,21.12708889771499,20.76240676701729,20.265155176501548,19.457456429514625,18.095561260353193,16.655960093654326,15.68442950810167,15.138973105183451,14.767877954471855,14.415753512785054,14.022330235096764,13.629572842573921,13.262890830430464,13.135035007916345,13.535796966360463,14.605037322367242,16.139297890582345,17.547335097054457,18.743163398311818,19.41299850732103,19.786142291369444,20.063348972567386,20.299379414557215,20.38264245206466,20.237094206766418,19.88257446680312,19.260872649533194,18.298533812171726,17.09475236226637,16.234889055888296,15.675904477077353,15.359638324062846,15.132488655080978
H336,-14.192153085803085,21.090304125117754,61.95783306313943,97.80938486391813,131.33143946074873,162.14965402493885,184.35313444117168,204.31764007130565,218.78610436507785,229.59995800477367,243.46736967916166,249.99654209857823,257.6661663310115,252.25657501964795,247.60795621056548,241.9171627244072,236.5628022861432,222.1405583347224,204.80748783538837,192.74717307055477,186.5664261967561,167.6823432596737,148.06429060401422,141.44298018301845,150.94336506520614,167.710494746435,182.79511210101822,192.1951536113287,201.58172066013782,206.08340441447677,204.5885299375435,204.00291544128882,203.49597218817829,205.0493561175117,208.98641859301205,214.7084499633322,221.4480475616448,223.33216888810523,222.60314153011106,220.25318691191285,217.34679540959127,212.60565466363127,205.8642347607307,196.38709046937637,185.14646751512353,173.74562909992113,165.34194161936983,166.6283203252424
H349,40.63560468873517,37.89165668829611,39.49030408605367,39.082550889619895,42.41323673068817,42.31948774962851,48.52182653944764,60.24525425638443,82.86495718860992,97.61699610297944,106.75433139105138,114.00792466362437,116.24427217154442,126.95168063545982,129.1664648206091,131.32339646565515,142.37449229470556,144.60775227855427,136.9512230857615,125.54085215347145,102.03866501433339,86.66438010309905,77.00983826787507,74.66135871273329,74.31919566397852,70.42241219662672,64.69549134038665,58.714894582726274,53.496903637668794,49.199813008586865,51.72552715147079,61.03862731880859,77.42855307750682,90.75004070650331,100.65600268007266,106.26840538142379,109.62821199808504,117.3593529034145,121.62700727120934,124.9070969066818,126.43987896512274,122.49237944808957,114.4182829218025,101.34167069015186,88.30156033367692,80.11000826683869,76.86488339001687,79.35657662511689
H363,-96.05512701556904,-58.66914973774681,-26.979153295660723,-9.086873455051148,21.64964634027959,118.53546180755899,269.5215965533193,488.6339445975142,455.48326652136143,341.9133553681437,277.72209107469445,283.16056464758157,322.69754163693705,360.10081033446545,421.0690229788278,509.7116722891035,624.7223092376362,624.5353620063504,465.6858543194994,325.70218152252664,264.56659816613615,220.7468171060766,182.2591077777605,155.74213906117484,150.64372302438628,132.83562685850504,103.66298395462493,91.95330714576176,112.83107861093299,195.9463270650088,307.87069900548784,444.42499190155047,445.4446572145707,371.20352472610006,307.4651806084357,293.5653448460321,331.6998181576933,390.4082792436399,445.073482261483,496.8460478631082,553.6315796161655,521.6217998881028,410.0934959201345,316.0103999823056,263.4044169607195,237.67821441442493,222.877002700064,214.83248711980175
H377,-19.550608646461406,-3.5396473869801284,15.37262327920945,40.32462133057986,64.23778089588849,113.67872592696153,203.3644761167097,277.45010910591526,202.9928567172501,146.20750047508935,118.17610147588591,114.82934438405756,120.05642637508139,129.81777228763355,149.41786762160376,178.14153041812637,188.2095747283941,161.45340060934603,124.17342160293148,89.62200458788702,68.1929040114057,60.602258386510535,58.899901409897964,58.60962602559066,53.24661417820769,45.91020038781834,49.95187787514577,63.69494185508249,88.10090056902854,124.49199162926917,182.24737458682273,223.35929907172135,192.75130506240345,153.837846237093,127.41934392771608,122.33024935790829,130.61004335412576,143.49652340669948,157.9346902821295,170.7820968515884,168.98054862764636,143.32065539810222,112.60559849475892,87.63675041231988,73.70027329229137,70.19483623258442,72.91731384982037,75.33084776074658
