V1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
M3652,5918.708538427453,6438.846277814876,6330.410745282332,6303.49569334232,6638.5817264400375,6728.78588131526,6864.587817871053,7067.251527820078,6958.059606692321,6723.282321772028,6565.438271644042,6325.571257393633,6412.790036651383,6723.642153354563,6685.171553758514,6710.0344984485055,6883.808781749454,6938.492032135037
M3830,6884.142834113709,6918.3169332703455,6916.667646272627,6882.568732348495,6784.614310100506,6626.633556495388,6797.340238395273,6984.046428553999,6919.928508309492,6918.113399291702,7018.107528884985,6914.919826331424,6942.058377519132,6955.626540107025,6952.56146848684,6943.67174342216,6898.833553333159,6827.725559516003
M3913,3087.1834464738167,5642.737964950237,5913.2905639228275,5730.858135785168,5920.581643268062,5502.930013653529,5742.4841691607735,5971.23619596415,5151.618591456094,4850.771931406185,6143.2789103432715,5031.762952961967,5227.005254497172,5917.63826198175,6274.557235097939,6139.536394531947,6241.220072140715,5973.749903707033
M3950,1205.2841454278646,1354.8645981081506,1619.7863298275797,1327.6164561429734,1458.3973605284418,1841.0607235375305,1493.8621003661915,1433.9110972277108,1950.3380795540893,1806.9898419225283,1745.2774263917568,2143.3796678293556,1833.0322822131961,1838.1690365254537,2069.406799935152,1862.0739885846697,1886.6772197175535,2172.1416405268606
M4207,17830.79205928445,17458.77981471676,14899.07720944395,14977.50631478337,15070.96023088367,15557.33601729249,17382.157377951524,18330.515943246803,16621.567127701266,15348.789718889153,15289.497345293945,15572.23382700195,16568.84916680812,16542.522874747458,15217.220522178064,15069.97677744462,15141.02918701958,15469.402391278038
M4396,3551.0476227268787,3740.23955053342,3888.1165150475604,3678.2191104434137,3771.376043505669,3596.9037442837302,3586.7423105117527,3640.327669864709,3716.936621557014,3785.9533992673814,3852.83616820318,3435.777987431141,3286.3522118182846,3375.5743073484473,3443.7230575347935,3362.105677987726,3382.5598226644693,3272.772899123093
M4500,6507.526196105342,3273.8078997069247,5766.959300427846,4622.072579801433,5059.3412598325385,4853.068529323838,5396.252993068092,6594.292762541904,5858.919831784545,7637.832340822584,5110.754051628341,4548.492898591056,5494.391065933607,5413.874669476894,5958.486962041872,6024.044530578939,6061.670271390862,5876.066766320255
M4643,817.8087155412992,1164.6047053584168,1007.9075941746805,1007.0044457034501,1336.425595712319,1031.141691637118,1266.9590453385808,1294.212585544309,967.192068801542,1082.3905401718416,1294.8048615120474,1171.7361608780996,1108.0410280231567,1217.0283528622838,1129.3337951861429,1171.2685203233102,1317.0379820629173,1175.9288838660652
M4819,4489.675454246681,4324.323301815164,4301.6003739234975,4287.16105394433,4316.091455321204,4584.026001647176,4491.238099962943,4437.030952170263,4582.540568037883,4565.73350885914,4676.94556200617,4486.507912324078,4485.869744537209,4425.435956867915,4430.532836081473,4439.086583126983,4475.353304392198,4601.130550288046
M4912,2423.3368824809204,2413.3896973518144,2399.281652549847,2404.2254293623646,2427.422049632076,2398.248183017048,2398.6390099194787,2427.6947678921833,2387.401553231746,2410.764236711971,2436.8187559250214,2413.4656967246265,2420.604741293095,2416.873535149214,2408.6902232579628,2411.611683009877,2424.192276168202,2411.0664907803125
M4933,1410.4124722600202,1408.3433017625887,1383.7238420616125,1364.0790370408715,1366.0785301985006,1350.528109342109,1349.6893167672254,1355.6982533579924,1356.7575806558457,1364.4212350590315,1374.1220618146451,1368.9654315996468,1363.3517957705872,1361.388369265921,1351.2900132708305,1343.6096692084031,1344.6184727102732,1337.381065230223
M5029,2824.549586603253,2961.1082086615397,2905.2372280665104,2965.645112639269,2937.579077539308,2911.5018935354487,2859.0437507348897,2924.4189145989512,2982.973532040035,2853.7580482962953,2962.7337221757634,2931.108410564087,2960.2292806247538,2989.115395323268,2997.9846012552116,2997.037436221837,2998.163770729793,2979.7993252767874
M5209,8803.737229820063,8891.978766476877,8906.787280288958,8979.37824931086,9017.915818479447,8966.671659868416,8955.829429393896,8996.779459852198,8986.855371278658,8923.95059547193,8935.764893659229,8885.216622897005,8907.457792344894,8939.201226461031,8943.609787274567,8974.180732164894,8989.049920701145,8959.142544527009
M5289,1958.0165941927892,2221.2694441150916,2181.7894596427227,2137.0843246528257,1873.723615048935,1987.789294886666,2092.8083372866195,2080.767013501811,2095.5761248559984,2097.146517426194,2158.848270496028,2157.2115650031355,2205.7951585919263,2334.37427677754,2331.9920073935086,2297.0499446868616,2177.046146492159,2231.805262019688
M5321,1264.1429527748044,1268.486093905759,1263.7958711830495,1269.9004239305905,1273.7255667514378,1269.2155021425974,1271.014956095549,1276.8207969874798,1279.705914337951,1279.0664555818582,1283.371426035766,1282.2691840076257,1285.3831407635607,1288.782509936472,1289.2384434546955,1292.095590731719,1295.7623180754604,1294.471259876296
M5432,8351.651112795564,8413.866783585016,8374.126484272709,8328.606492456054,8369.873108777332,8299.456744149635,8181.630674514386,8216.940549637813,8128.785231362069,8187.492504143086,8220.046891600918,8195.325211072866,8245.158064922502,8272.668380238534,8235.441508421854,8209.850719530335,8222.80468039798,8184.649039341006
M5439,9255.64773254123,9282.555945789769,9342.210581817659,9401.964808677363,9468.669060987997,9465.280399600748,9489.191556580245,9596.260234361811,9507.851766110258,9538.78754224416,9611.172278349533,9601.900088311337,9633.44105060382,9666.240050192277,9703.467035415886,9746.024771883925,9789.402726626025,9791.667535091408
M5671,1492.6823526254082,1461.7110142811823,1454.7441362105887,1534.381266994389,1600.8495472465795,1702.7010725193543,1791.9467790246567,1778.7748071174865,1794.2813113445525,1758.7850962264774,1587.3344187140194,1464.570906453124,1440.2258036583246,1422.6627222766392,1431.286256037651,1484.7778963008013,1543.40712219525,1624.4708595599468
M5746,4318.040444908773,4490.423600170991,4544.456724886737,4629.059780101968,4721.703809150598,4461.854090228648,4773.940404880256,4948.347343275466,4909.015119413218,5253.926915069084,5201.088202043661,4704.240681928585,4744.949572121166,4875.253276988252,4943.272620123543,5038.75944987899,5073.155533141516,4937.8256886609215
M5765,1843.1244140104827,1988.2455456127223,2010.462727191303,2091.0041026055246,2213.606346732373,2189.2191616068535,2129.759800519488,2099.395441714832,2052.1695096666426,1969.470180776464,1888.7787211613095,1852.1865179288363,1941.9638949880907,2013.7318272128564,2019.3289427189652,2062.5310126012873,2121.9324932860713,2116.845439093028
M5792,6833.602629397725,7073.918316293963,7236.743234536096,7399.063210833278,7399.696331642541,7190.6509938465215,7769.570156108752,7196.597621071147,7468.746750192324,7512.944717973578,7524.376199674876,7604.742422484391,7720.397680043119,7834.1752132869515,7931.711381761954,8029.858314841904,8001.6848710788145,7946.423556736955
M5808,4357.826821589459,4463.83712976661,4556.485619997487,4630.245834664864,4725.414769284828,4825.6287275446875,4908.395741547087,4979.948731118609,5054.212865798512,5136.972764889953,5231.701910434414,5320.382523900974,5339.474852682336,5355.417905266989,5373.419988900609,5391.415147167543,5425.6525500928,5464.358496031863
M5854,2034.3813921553663,4772.758502550175,3403.267962224736,4099.582874022552,5506.704952364876,5334.033225966234,5417.814621883524,5037.100038938159,5443.257146448828,5977.475599222323,6340.6054472825435,6201.528561925659,6701.775541200731,7959.8184900111755,7402.687913239016,7717.820321660427,8348.872520645626,8280.959927144368
M5999,5390.48731855233,4322.156317742062,5374.475617001933,6504.575785116844,6163.061313569004,6106.822613026183,6586.237189083808,6789.9283900431,7206.505872836604,7717.709924335363,6609.3802375244795,6988.469480398373,7614.683841522163,7668.519057655054,8246.016982913157,8799.967176213398,8576.63894069508,8514.301267918994
M6205,7559.749621494057,8227.051874100967,8751.754147843547,9366.244285449195,9845.294968551729,10276.009692258733,10516.131347353246,10757.833021863331,10829.892168954118,11062.226828102615,11681.441740018248,11720.551097005093,12458.077264987167,12951.20445382464,13314.495619009747,13692.33980911285,14006.603501675836,14268.319321521592
M6281,11841.349580023856,11923.706767046748,11994.1620986588,12055.708736232278,12109.228137078644,12160.374831037521,12207.64038334417,12257.480045418917,12312.782484061263,12374.088328815466,12438.300671418698,12505.258523832319,12589.757168213177,12665.774735947702,12734.03899101257,12797.475524203652,12857.201441527617,12915.620941314224
M6349,2423.9046569761413,2419.3493309450987,2368.7165578171193,2392.9473443790853,2444.8550373479306,2568.245191650051,2482.4091178342283,2331.061164931911,2263.3856953545987,2296.464621679443,2398.8742624088704,2413.284666912216,2343.8407965465963,2342.724505142826,2317.958546535629,2326.436967389244,2360.3227542206228,2417.1343240305364
M6635,5348.2588647822795,5572.977055121703,5594.585120526617,5594.8399975925995,5640.290878251308,5697.254066277977,5683.516508502081,5988.393296089064,5585.214376962665,5606.9083146263065,5681.033144326194,5672.814382386255,5776.326201126357,5906.008261105157,5911.690953708407,5909.08955377978,5939.838774664737,5955.605822832972
M6731,702.5916429552867,695.6816616361468,683.6980767290278,665.1528917448327,650.7347720573678,640.2145191119474,630.574532254254,618.9950330930451,600.6440292703347,583.9465601040242,566.3206010117883,549.6783474469341,551.6215067528735,547.6229844488406,537.713795386205,522.5636464590402,507.76819742813996,494.4227767291905
M6933,3740.4169964034895,3793.0602667780377,4009.768922908882,4133.092034094998,3970.2560336213023,3753.2465234491597,4005.025537827669,3987.5339513608124,4002.6516600064906,3991.574819110055,4062.572611563931,4205.7650838250875,4072.5654201042125,4129.54339006839,4210.48425908233,4220.750901522107,4137.071444598212,4068.769216169726
M6948,18004.10232478301,17553.202818169895,20260.892218213616,18631.385464856678,19195.707315039865,22744.749740200637,17850.26456173888,17653.30178552436,16423.667663531247,18905.676875334575,18277.24594612872,20354.947883925473,19930.600328714172,19732.033846941402,20966.48070454396,20275.05496609675,20781.818734972523,22378.773791408174
M7044,6080.327774583854,6112.083660150336,6125.6431412710535,6113.773133084706,6066.358428519763,6033.665667265995,5986.741451233966,5916.43622982387,5810.1435640801055,5691.768572887951,5549.915258985979,5411.430295324889,5444.533345977191,5443.654400848156,5415.849827197385,5360.8685279471765,5280.588566934956,5206.35410087485
M7055,661.3376546517484,877.8481243579383,1051.3838138609938,1212.1583153077702,1335.2038582484636,1423.2294820101035,1454.6485603426745,1399.2882689812202,1323.8798626813068,1263.6235905561546,1331.552472336208,1483.2218596788925,1645.478359789671,1772.6541686634666,1864.0177534824747,1939.0844819064503,1997.782547598086,2043.8789185089265
M7191,1194.0588263068023,1163.2142946514907,1124.8422596249404,1077.9040733370605,1079.9579444918456,1090.9308979306045,1067.2969344649139,1018.023078778726,1011.6643861326994,958.9095530304733,954.9814775976959,999.5999232325378,952.4241331610503,916.0292926821533,880.8179423603835,845.5363181624236,839.9089423212829,843.4576949868026
M7390,1444.4970473684007,1461.245891825762,1628.2873114598374,1744.8083963371082,1562.4683261563243,1332.108137636925,1254.7060608186166,1177.0963965064077,1195.4373161142364,1221.935183402421,1260.4158906589214,1198.074806330223,1197.3531128134641,1267.3808590999342,1377.3326996764226,1452.5187213094418,1374.9351032471407,1269.453827590451
M7394,4101.174109937294,3884.3849447141765,3847.120537654685,3738.633817013936,3433.9852187442357,3277.127128241502,3325.441122929542,3318.250271887935,3387.8312456717067,3405.1027098640398,3349.9290520804207,3177.5934961278,3063.4061421329866,2969.4494281545312,2936.5422045056253,2873.4420639858963,2716.16544208037,2630.8803196817967
M7427,1922.5398862904353,1910.1307102395454,1942.326427335874,1825.3823825074592,1760.9281846238532,1892.4459227277198,2067.657203312055,2141.8041893197455,2055.202633972303,1857.6985307885566,1780.8639713479438,1862.4718793584266,1843.6677166177192,1863.71222221388,1899.2518492890754,1853.6348947240272,1834.7379275514045,1914.2846473409095
M7752,554.9500393867493,594.8133516311646,543.1190836429596,585.1370680332184,569.1017496585846,632.3779034614563,595.5899047851562,574.2571699619293,539.2773020267487,491.872261762619,504.81483221054077,471.4338558912277,483.4712076187134,506.5747904777527,490.6792688369751,507.46989727020264,506.3550639152527,533.7823677062988
M7968,1108.922807127042,1065.3531689003116,1020.5679488769201,959.359774386046,972.9860236098066,964.8116018398845,975.7595607207569,979.5589990091835,964.277041209175,938.2383632382792,936.6335297138199,995.0685058091353,957.2315578387934,914.1231822320731,871.5110924168341,829.9961017543438,828.3690485002086,823.7119150976757
M8004,524.4395980530619,506.73973330885894,620.2762951060163,711.662703251968,756.469685650726,766.2732382244883,804.3543073288183,747.8457268407584,712.0986144919435,643.2792194296883,666.1765864416215,718.9587363684395,742.0465478961163,747.2606009618544,805.3405877718815,852.0917372432943,873.1931955531718,879.963538545363
M8062,8016.558736213032,8415.562867174316,8802.649703328103,8850.727382974052,8399.30143137946,7617.706368255035,7351.785794247053,7059.361281356782,6816.371917189288,6650.153037949214,6980.869216115399,7073.7553723720675,6748.407885428872,6819.501954150355,6919.814899907786,6881.3510766004765,6611.54884886021,6203.517518545324
M8068,3163.8508548509635,3313.4503241147995,3433.26187862737,3216.4591289015384,3271.7215497386837,2949.6492212597122,2967.401418741018,3069.9585916814567,2816.343606547456,2587.7930735846526,2752.9028881896816,2624.0413914963074,2669.6578355007055,2794.7224122026537,2854.9495477408923,2776.1291933954217,2802.68186492,2663.805044106427
M8069,6531.092574199045,6765.716662009564,6842.502584060041,6997.955381870279,6931.622833013544,6986.195623874673,7129.793266455343,7105.430255333593,7138.009448846192,6935.603837172199,6904.8525989055715,7122.461557388316,7318.173080682766,7469.156851371143,7529.789278904611,7588.939934968963,7553.768297036503,7591.456214586909
M8084,261.48146963124714,308.9362190962868,303.88994073883305,274.13137030622204,262.03107547785817,263.23639953167446,284.8622989658161,279.6936961416569,273.5043061976314,230.05858898214535,237.38374722060837,243.0505812174332,261.6106195456549,278.27948939872664,265.365336895765,237.44574427687377,218.83706009475867,210.1759881982577
M8249,4514.152884288838,4747.826755606655,4757.186762535437,4715.059355864764,5336.978191375103,5519.998715412051,5183.973627388744,4769.20614267974,4765.618856378883,4681.145830230294,5079.267721550571,5346.1287597878445,5369.440016888673,5455.827110155323,5427.452578377385,5402.214664958077,5702.96710235636,5806.669051252126
M8967,-71.38355013817954,397.44420940380905,808.5986830533811,1000.6612841559154,962.6348754812361,803.3954138654558,697.3879493899403,605.032116159095,413.0335316558221,316.47052752155105,679.9871402834133,1056.7151329916005,1182.831491626948,1408.7916136564027,1585.775379159887,1653.9135499857668,1628.5743167617504,1552.874505231174
M9000,2944.094136322585,2860.2117335480975,2871.6216707200156,3068.479681635254,3233.1027596749163,3058.841830703016,3279.0433264663016,3346.0220087540065,3204.388075695318,3221.2011960887003,3059.874284863473,2999.2157490201216,3106.9333275410067,3133.9343478322567,3178.566920107952,3310.324411241105,3389.572925537384,3319.939112398588
M9154,2691.7717982213126,2609.2831630717656,2583.8578486891947,2561.9081649156988,2548.6862550094884,2556.5659583598976,2530.9751441108056,2485.784844003172,2475.2543705063044,2478.96695739227,2492.510612633138,2500.370689059546,2395.26510976345,2326.843820779325,2298.837858141352,2282.6280102242904,2277.6320939999355,2281.805955863594
M9174,12602.371238709959,12156.038839686793,11792.30639365977,11427.3553742112,11201.379413790874,11005.512335806643,10762.87059896938,10563.02720656574,10392.0870177483,10203.533217709552,10116.234436835028,10037.385011272456,9402.959129372046,8875.757130122902,8457.305204167133,8124.2771148286865,7901.934527833166,7704.437277126355
M9190,9220.94550991139,8855.124941578422,8445.950575951534,8271.783316266617,8231.512498166696,8191.744595421239,8196.328734301189,8197.688546072857,8134.964494740475,7996.1707703431675,7973.77767085875,7972.1567485369915,7588.440628119107,7276.721478747222,7009.219377361341,6833.704185316659,6723.778501557442,6652.715915463044
M9197,-105.46742063012357,-42.82412691274965,-58.66032980669843,-86.37720768975294,-110.71036957149443,-92.4818149830786,-73.8648917787242,-70.78350499298767,-81.66026837373272,-123.19554706401652,-211.07626602347318,-284.9843452228265,-223.3819443184467,-203.75494600022296,-226.9402628615236,-265.7669772708017,-306.4118585562868,-324.12264272783614
M9225,10216.322270378034,10202.30269633916,10193.307428658642,9884.43021891414,9677.410649554096,9543.045034472823,9403.219753259767,9299.741221341481,9247.987498322487,9088.474252838883,9066.313280918614,9162.011363391464,8846.59488531046,8709.32595244509,8631.973028507258,8435.964211053953,8304.917766831302,8223.792825895413
M9324,3782.237669345558,3634.683623552559,3503.019468657386,3272.8158848408284,2976.3457122767913,2736.220107065961,2498.192064253838,2254.5961936510153,1990.16078206398,1693.4370163402805,1385.1963820575838,1171.9059807900771,850.4017903879213,606.275526045226,457.7492946863063,291.7613264370257,69.14577151268082,-148.30530936816996
M9355,851.2474943473114,1021.1940533477928,1028.3751434598655,874.8690729110579,662.6385216683661,513.7942518833388,573.6620139484044,682.5073468915175,717.327815344803,686.1096627642696,628.1052784477251,590.5107846041578,787.8025300783675,944.1753069204765,969.4268590761089,890.8471318619122,783.0912263578175,732.8255804572846
M9414,1447.4757914578586,1218.0328355948477,1043.1207824385644,983.2755174272655,1000.5495084217383,1046.1540664274653,1104.6623393793511,1084.3068362254976,1027.279971910184,980.8716110631265,936.6734400954474,912.0422416942765,943.8559543512962,891.8783115509402,811.2793930450487,787.109845409082,803.7343637077597,837.9894935281807
