V1,0,1,2,3,4,5,6,7
Q440,6660.216856593051,6832.399127456757,6737.656403647207,6822.562008182846,6851.263400397534,6944.143522987879,6958.057604330362,7015.90603295776
Q443,9236.237201115266,9323.143132734804,9393.966093024548,9157.484762062548,9372.75311244193,9483.505499458708,9517.53321716274,9433.039855071156
Q465,9766.400919521877,9730.52654149083,10166.746834740097,9810.795315199333,10465.285785659038,10477.419681820993,10722.74312435339,10536.440239480682
Q467,13470.444791628544,13155.085992965247,13672.030373401087,13386.958055652094,13934.964275886014,13821.344191509465,14184.391324496526,14099.212269957176
Q473,14767.958101225311,13194.108221724919,14188.468720568468,13367.153829174407,13974.897339643001,13739.196158804489,14310.695282242305,14296.88247282486
Q476,9952.208511594468,10095.516757627947,10568.504708150256,10294.644941985398,10407.66065008163,10555.00339858046,10918.944671154628,10650.32764699511
Q492,4109.454185949965,4110.381101582841,4138.72519355774,4163.543103071853,4181.030455096559,4204.738537902832,4235.407063824339,4266.09015263875
Q508,8212.436299965299,8072.715173625533,8016.603433455153,7985.6042563122855,7942.798759195444,7929.550736374701,7928.43181074562,7937.939050888338
Q514,2588.0703348796637,2517.416409628339,2532.463937150324,2529.8777367151965,2532.6416094956667,2510.9762412823293,2511.322906228809,2510.8873849242063
Q527,3530.648647909675,3585.4288113184853,3612.8250463744034,3661.2779014714088,3691.48902635232,3733.9398935315235,3766.6212122776487,3807.643031949731
Q547,7745.731478784789,8738.751503211744,7738.401719686943,8594.143908769636,7999.515342957915,8675.084551674443,8279.712291699883,8764.327455342687
Q556,8827.610420326891,9857.760626324183,10125.436461469806,10208.795620487921,10407.882477920444,10380.085979538899,10629.925260803873,10685.57966199823
Q558,7853.887067115611,7934.919045507762,8217.1289542711,7663.31240667366,8038.907144044254,8203.722081720649,8318.132473308253,8011.010330567816
Q560,7833.445204225274,8717.646833770035,8149.765432537423,8780.024596924697,8528.0936881603,8885.684347499753,8771.107362948605,8989.663014573269
Q561,7177.033803688191,7443.405791022332,7788.118867529894,8227.508266415956,7769.442535910852,8005.375777384599,8090.933565033134,8389.75597918304
Q566,7423.873120062144,7844.028589857575,7439.244274420202,7640.320379233651,7757.977127657465,8048.662864451359,7708.982317718362,7835.988946486072
Q571,7093.819194560418,7200.535063723256,7159.9772073140675,7055.264362001108,7365.838349592432,7471.387542638721,7379.673013439693,7341.95194669202
Q572,11657.6142267816,11791.266743077702,11685.37516187398,11787.525854096048,11784.725403160874,11882.260707162564,11898.862915087755,11960.47575317163
Q580,7147.464686670688,7052.015902224517,7817.542761747887,7584.675907921826,8128.720633069133,8022.808660046604,8381.063722502638,8269.37774717545
Q588,10673.786106439224,10944.697193991402,10829.345994877685,11005.595713936695,11116.199049471817,11300.516893521388,11308.631629899348,11401.272028467627
Q593,11017.824645938821,9790.044207368119,11081.833158584608,10409.227236748578,11107.445648238101,10916.23817119903,11362.885312632545,11267.58748501296
Q596,11398.214474033231,10599.775834354792,11435.199460530244,10845.780479027799,11481.059884011507,11198.30197513845,11628.974044735402,11436.505586658339
Q626,9571.144104667019,9650.0282752875,9856.807640321207,9915.361604028367,10047.917040615006,10125.59894977266,10233.83466749761,10302.525441680638
Q631,917.0774957706451,914.2275033523573,916.3847593159585,917.096707058948,919.3964993342357,918.9919982474823,919.6237106099127,919.3488747119723
Q642,1040.9632687536682,1046.3248248050204,1051.2573066678908,1056.9444899535713,1061.3774101134316,1066.7074336237981,1071.8621981452031,1077.394668503023
Q664,3850.0687092452426,5064.724275062355,5470.014911426944,5789.9727769196,6254.6153786844225,6509.0565933117705,6807.716968654011,6809.433302424337
Q672,1260.2396512688579,1272.3731788592168,1325.934583478755,1340.0806069470689,1420.0320773707392,1419.1157836898378,1436.6420091050154,1428.5639653746832
Q673,1424.6346937700391,1432.0974719919896,1443.9453952388553,1452.0607108576849,1458.7730271429655,1471.0957699228986,1484.807347856074,1498.2122925851268
Q684,5595.849072354554,5556.367162670169,5701.572302982296,5699.230280205422,5788.335887352957,5784.204521114982,5848.169336111323,5852.8044479332275
Q691,4013.5686896741386,4603.309864550829,5575.804746448994,5795.6984770298,6548.782966434956,6737.978628873825,7021.362540125847,6997.576753497124
Q697,2314.9534668550714,2237.086236019268,2302.893482949121,2223.233164242513,2233.390207427718,2218.8019693410224,2244.180918864713,2228.569893170301
Q720,7674.670549689799,7582.683638363918,7597.687480691845,7590.354881763211,7654.139876683793,7689.5963284786585,7739.542856118486,7758.240872159609
Q730,2095.1899602113726,2085.663495063591,2065.042372956658,2055.402140240097,2037.9589391955853,2040.8403688782216,2039.533678780699,2040.601511548567
Q734,12461.0230054761,12769.777067808356,12638.570759071272,12828.671153013813,12784.617847289997,13002.39543140106,12989.173478860388,13139.766317341175
Q743,7480.557741561732,7421.454939851424,7407.865833224926,7364.987312886542,7338.71994814017,7314.952685707547,7312.092658840006,7302.207827935128
Q752,6103.850467983016,6293.190825309726,5703.664662065143,5778.125939426148,6143.206192518708,6226.970122043976,6013.904957453921,6105.303497140583
Q765,1052.1890192937851,1054.4667467916013,1049.8898510289193,1046.2059860706331,1048.0968543410302,1051.0682792925836,1051.5788661289216,1050.4271412646772
Q771,1084.256044059452,1116.374789965914,1142.3972057916035,1170.5225719139562,1194.2184635164392,1212.777004756093,1225.864025578466,1237.9098665655108
Q781,2882.8667847218394,2900.622332946532,2917.208753127383,2923.738305223063,2948.6956074533523,2967.448496021039,2986.3932287216517,2996.245857549723
Q805,2356.5940084313515,2398.032981789656,2453.4104803655305,2467.613290370061,2510.2046609244444,2531.3335987946907,2557.650494143077,2568.4447379719363
Q811,1593.0190405859903,1665.4822740599436,1715.5717749528742,1729.756623802111,1785.7489624865957,1812.3533157799652,1836.9254350393105,1841.6950435969288
Q818,917.6125831213191,948.7422215631324,1001.9423360308341,1028.9992171067524,1056.365428553714,1059.8252613431737,1070.152153568354,1073.3204250897381
Q821,9681.410695989563,9795.767618375508,9889.799424574489,10002.996942503092,10099.731032272097,10200.068141215597,10289.433545959157,10383.718955092794
Q826,9209.06492146022,9652.83867777602,9593.206720273678,9824.939795639122,9802.14405401354,10020.716054212824,9997.705388906958,10180.508866975697
Q832,10535.951819282534,10325.986542393131,10828.800500624324,10674.168798053985,11087.374957927143,10913.478260181899,11280.320495831009,11152.200196624175
Q837,8606.410716575385,8662.520578944683,8784.494223669171,8526.589235985279,8634.662827089429,8658.61469603181,8797.193853473664,8730.630997270346
Q839,1201.2210402163596,1182.8764051939238,1181.746704394012,1177.4645507009134,1174.2667625689257,1169.4639225119097,1169.2180027634615,1168.6251683222401
Q845,6491.068042392809,6522.477131049522,6578.657613672329,6620.812927793219,6672.46643421498,6710.4996932861195,6755.0930248320565,6795.054833850171
Q854,1540.045634100733,1524.1299307917784,1514.2660021296397,1511.533094923915,1501.6887397631556,1502.2094549939252,1501.2108630288253,1502.7023552490507
Q865,6385.285957330399,6458.982209743881,6553.981922294968,6609.3365715551345,6732.164267256918,6787.765752377433,6856.921689015156,6900.650251915536
Q872,1672.3647792666206,1660.4715155461452,1662.1433521215,1670.1104037982243,1665.7761292384641,1675.8426813483907,1687.2244731837925,1702.9239764009853
Q883,1522.987433135414,1518.9358669859885,1507.631888452196,1502.3601159202574,1498.065908756113,1497.0382840295551,1494.6579607593296,1493.956018659353
Q884,8873.048039322175,8972.533242408854,9089.478428647155,9182.264877023325,9280.500402670225,9375.180175719557,9475.099355483853,9564.596496675107
Q885,2228.4103025680515,2245.0318959042906,2269.996170926896,2281.3565388991638,2287.168328801266,2298.760857615324,2318.311334999553,2334.238385988154
Q888,10660.028119059114,9486.051271827546,11118.50042752173,9666.049423692415,11354.155179739593,9994.232820476436,11647.634229910263,10271.781918930448
Q897,1345.7412312784993,1399.3275707412345,1344.6497425164564,1297.5045621138538,1318.6513077972445,1328.4372977781727,1327.3708872666614,1325.8940930658596
Q903,8270.240674105036,8916.020670050873,8963.709502624437,8276.245979492736,8805.756878655917,9309.809791135163,9191.787387873748,8719.939291252436
Q905,8809.924775764257,7712.883574741211,7857.444046201533,8144.095945985391,8898.020737189505,8312.53790766818,8177.783528655234,8556.396638840324
Q906,11496.261472867185,11811.177264435746,12977.66037595695,11830.663938650965,12440.7092613247,12385.546811168391,13280.47291852635,12900.6038501963
Q912,10846.09600691157,10812.624495717793,11188.18487001349,11113.34967559599,11420.279710504426,11454.381042664316,11689.617494481234,11709.67403358813
Q921,8984.03317099776,9049.052873420776,9212.121114968726,9273.32449237856,9425.227418065511,9525.867969871357,9636.073130709068,9712.272468422938
Q940,1402.582926610593,1509.828750460417,1553.1612940319499,1582.6611834451437,1632.3526691277173,1656.9563059368593,1684.045306790484,1690.1966125184917
Q944,2728.9442166355866,2789.880754300726,2830.4470206873116,2864.602259574974,2906.5812184329197,2947.742747874262,2984.7697531595527,3016.547590428111
Q953,2156.0373185357525,2154.3009409185324,2161.4569341422734,2175.291452933413,2173.4801576770824,2185.336841860972,2196.9731958146317,2213.8467260761445
Q986,1395.389840334117,1391.0112949359236,1390.7611435492877,1391.3918474569496,1388.9074532507082,1394.9472097374316,1400.4828180603722,1406.8015799038023
Q991,9742.571330203591,9712.53324695724,9829.198315327345,9850.2573609789,9908.18108349043,9897.175725688516,9929.173570944844,9929.283688675343
Q1012,1338.2344696509076,1339.1795935116677,1350.728382569323,1359.916209170514,1371.7801178761492,1382.6123056216438,1396.2387607503667,1408.5485804015366
Q1013,10485.693073547462,10407.46697344266,10664.049073933838,10840.576966194814,11053.989311658375,11226.513353062513,11368.220067558523,11497.590240387037
Q1014,9470.199919152907,9474.650300878895,9593.061617772053,9634.576098702255,9737.4245874995,9782.926048034553,9855.775929921554,9902.623103885617
Q1023,9154.033956614845,9762.266972125042,9259.549618317687,9954.665836881151,9539.352838121084,9989.622434526984,9669.667459196955,10081.326146618365
Q1026,7011.18514220041,6752.808335528424,7414.050713062061,7847.147269143967,8787.855639379528,8902.464217386634,8954.304556862424,8959.188329426654
Q1027,1915.7067389093831,1843.9325750370656,2026.144912979851,2145.2431333611316,2405.0857940791248,2436.633283933446,2451.1447280305265,2452.431983623681
Q1028,4598.289413014805,4221.269294310536,3906.1976967109504,3586.3477334126414,3243.4674685217797,2894.502731570719,2562.1660559250404,2236.3776755279955
Q1030,1655.8471801975898,1614.520818110684,1662.2819762837746,1664.67709676873,1689.435053196074,1698.5711884180425,1729.4061759574686,1747.2456682640407
Q1040,1366.0441550323512,1472.5957876244847,1296.494937991567,1389.4778184661272,1381.6125301770705,1486.245171830916,1391.3142282355354,1448.6448055581582
Q1043,1259.4302081733977,1252.4680198300841,1285.7047855297703,1287.7355615285824,1311.793007142313,1327.5753815755688,1348.4843702645724,1356.171401977194
Q1051,1055.2694393419204,1029.1602558380714,1033.9848313964976,1033.3399669964633,1038.8850490719403,1035.2039051010922,1037.8800866251472,1038.417571476072
Q1052,6513.838256674787,6369.854860223313,6397.483452472071,6392.2951564377345,6422.091552679717,6400.867981228213,6415.243007599691,6417.524517545879
Q1071,2009.2312641348453,2008.0478948041678,2023.0113459636527,1983.8233292813272,1990.1695824698454,1985.9063996158252,1996.318198548563,1990.755360670806
Q1076,1033.7400531252795,1029.0417549325057,1027.0824298115904,1027.3847581109055,1025.1268193993299,1024.7912546627997,1024.3453345045461,1025.048961555188
Q1079,998.3816918833704,1003.4943754944879,1006.8695144269996,1012.0507684012315,1016.2666716441515,1018.2399770458147,1018.3340159238937,1018.6882407366253
Q1083,1191.530519306131,1310.5485641607688,1544.0789320822466,1226.8820643533593,1267.3611201025674,1393.5439596720373,1575.6534792104646,1298.02141960716
Q1101,2017.9398935073696,2049.6857259719145,2061.2341607155477,2080.1158896819547,2101.0431025811818,2127.8526583968464,2146.685480907861,2166.400619956779
Q1112,11518.929108567198,11555.382209326011,10956.516588250463,11553.050699321358,11766.914949192244,11788.232354794978,11351.456862473655,11743.67933374799
Q1119,3023.5051914481182,2963.430741566239,2993.5855304179936,3042.038103697677,3079.47400652523,3073.292880888825,3075.2623080345807,3079.3149654998433
Q1162,7547.21834639284,7885.614330497295,7506.900628162965,7630.175019418844,7723.781842686478,8020.9621948379645,7681.274973888356,7793.896560345526
Q1184,2426.781335939807,2477.298301596135,2638.1619430381706,2669.390939608045,2826.7441758505433,2816.894177257123,2862.522859509494,2860.6785457394126
Q1198,4587.42586748646,4580.496912445201,4292.977471797649,4276.77506895561,4518.378149649999,4523.86830383832,4244.877155305085,4280.507417249358
Q1210,9145.29791198561,9319.538806685357,9400.50439388985,9513.356609177075,9592.659060783266,9710.475306724113,9802.811764938175,9904.018618509052
Q1211,1044.387901564249,1053.6247271393784,1056.3198346719535,1063.7015487953959,1069.6304539031864,1078.654247827891,1083.482366809927,1089.4217141108454
Q1223,11787.077226823016,11833.147465187965,11546.642313930392,11445.057336283115,11270.583170342683,11324.17653817119,11304.223406419711,11327.517368014362
Q1225,7182.208322806711,7213.594904138947,7251.799137435951,7292.85984553317,7327.671746001493,7377.480170671379,7428.883883205624,7481.024754172432
Q1241,5191.673225442514,5096.6096615526985,5047.487736950161,4988.677260385278,4930.158354848766,4898.4856462221405,4881.333069252077,4865.181586654159
Q1247,2263.4092220885873,2258.619946772422,2260.777340256103,2252.1580621226617,2243.961934369988,2240.908453578847,2242.7547164100906,2242.2264924408983
Q1248,5732.683248984344,5829.115192602667,5671.892314799911,5831.305576275155,5800.972480042528,5869.709992491017,5862.115764258161,5934.609055160268
Q1261,1491.6833049573897,1519.618855695348,1546.7745534536168,1581.3157003402318,1625.5778570863501,1665.724567351693,1700.5228901041164,1733.3894458172945
Q1296,8514.171295655282,8461.52360829271,9662.231382063523,8592.45654116334,8707.201452455307,8900.301926906362,9646.389730271287,9121.462313794676
Q1301,7205.978725467679,7826.356343724791,7265.737114396642,7326.175244707428,7536.579995295096,7972.9260573038555,7540.965082985626,7592.939755576235
Q1307,7111.968741333706,7117.30374510324,7041.22114132014,7364.602257742613,7214.922794532905,7293.176333326567,7264.2849430231145,7471.821183405186
Q1325,1049.7752122040679,1044.3343985936483,1038.8265217764108,1035.3511164914316,1032.800819829324,1032.2116194970065,1031.396266830749,1030.8398056278702
Q1361,5939.938342986526,5922.040152567676,5804.885588254539,5742.555615474658,6142.223572785644,6152.949279508053,5985.687365224413,6003.256764989522
Q1368,4130.002359024486,4306.73382847328,4597.726331062478,4138.344503626057,4168.571854426441,4393.026728358359,4612.02426934833,4297.850703169017
Q1376,9016.758770176068,9175.061710525051,9201.059438679798,8701.922652062081,9211.11172950643,9399.05224262218,9408.138033921636,9046.708629125296
Q1413,2744.7682333026332,2757.6791324823853,2762.1147919084137,2764.021201189484,2771.691365792057,2783.2401026202,2792.8942385801183,2801.7156215969976
Q1429,966.5446235871315,964.935977218151,963.5355904757976,962.5270468175411,959.9962177252769,959.1744481158256,958.5810377269983,958.6123835897445
Q1438,7994.927876014268,8056.648724870808,8176.4718254428035,8234.109140496621,8151.991573769327,8232.56549202756,8246.690987573274,8264.58608210726
Q1445,4035.676196873188,4103.726700103283,4036.2031541347505,4018.5789612293242,3985.3908069312574,4014.1406532526016,4004.7210941791536,4004.6030004501345
Q1457,8425.576929092407,8374.14908671379,8394.746413469315,8377.521270751953,8367.377656936646,8351.16884970665,8354.805563926697,8351.541708946228
Q1459,11447.488568634177,11200.03963337024,11624.565930190922,11431.740443337205,11784.830015287102,11716.492400905545,11981.49089220728,11928.250978703098
Q1463,12054.055645349283,11678.33425604749,12186.379270652777,11884.43077474091,12350.366585509599,12216.542166893558,12539.361790894918,12426.16351393048
Q1465,1684.0503213725353,1776.9320470603566,1721.960969357495,1668.0392376107095,1758.6240033063787,1837.3843001889752,1792.102906344374,1747.524012050102
Q1477,5790.167186080515,5863.277423796186,6044.295734416243,5777.963635493739,5891.267768981625,5952.046189980129,6075.756943987299,5963.811677875335
Q1487,1269.073520051649,1265.1248454212212,1335.3474556391593,1246.6772080049066,1259.3370679558984,1244.1281395228807,1272.2070671607553,1258.194493417543
Q1500,6020.164453175567,5893.978386026388,5943.674895044779,6038.448086843624,6019.803738347697,6119.808673592969,6221.073634424634,6346.757891120753
Q1502,6022.962755070071,6060.069174339074,6078.245087714394,6106.050100781398,6105.499994709814,6114.61504479293,6119.96684549491,6129.239342653358
Q1512,3764.6346268291736,3806.378804468862,3826.730626143836,3852.7892983390943,3877.298407913513,3897.0811508950424,3917.4780645233936,3930.856704499511
Q1518,7787.160834466235,7951.920183925822,8062.619360465093,8144.218694823245,8247.644688264265,8350.76806829757,8445.840939243697,8526.134464208448
Q1533,4838.408687704886,4876.04038938941,4921.804272570159,4940.952835628344,4975.379091940261,4998.0577904811025,5023.463758377871,5039.414332361974
Q1538,1028.3569988454408,1024.689237047333,1022.617190366297,1020.9326465799608,1019.445431993396,1019.1620452423065,1019.0626415245799,1018.9949557474727
Q1539,3228.5536873424294,3217.038905225964,3210.532736725195,3205.2430866000286,3200.5753729482353,3199.6870045871106,3199.3754525463605,3199.1627932168963
Q1543,10532.024925419508,10785.019965898042,10878.703202205332,10982.10350130453,11079.54624466382,11213.969562161645,11308.307739166832,11393.13736783101
Q1559,2027.6670748958293,2109.72744359564,2183.8634530340423,2212.0867537937315,2270.9048896226045,2313.816824417366,2356.3119241738877,2380.863956448586
Q1564,613.9450875447695,691.5487215654122,920.7977436920166,968.3558989853498,1096.1007149888412,1155.8694710845152,1241.65433956901,1275.8091387983145
Q1571,8281.192506963578,8367.583214311304,8500.397370672701,8598.69839745828,8710.817394903415,8803.136130404711,8906.497282536131,8999.651411838058
Q1575,26826.141336076646,27113.076269760088,27313.288248233843,27887.917223500983,27187.2706808377,27491.962567324917,27751.852487841865,28355.4879441011
Q1576,3447.5169282368447,3466.0384304584477,3643.1634828238607,3707.563284279455,3858.1420805049165,3914.255465750666,4000.8857370259757,4029.343396720831
Q1582,637.097136080265,769.7996735572814,944.3032324314116,982.6687550544738,1042.0547699928284,1064.9211066961288,1106.6465598344803,1110.3136610984802
Q1589,1059.3657005812577,1055.7660109416245,1048.1110208625298,1043.0847328319214,1037.548706420815,1032.309961927042,1024.9275056158874,1017.4104867864111
Q1590,6388.102208969224,6260.773339354951,6004.872644708941,5899.910401785712,5844.008373736964,5849.5296510698645,5831.282299671724,5829.463204630164
Q1591,349.22660032668773,505.02765105915,634.2389895570794,642.3503189178066,753.2115572365869,805.621389663276,858.6668045316735,857.3338931888964
Q1593,4287.860110940264,4122.6489562810075,3877.7698773817147,3924.3812428954557,4124.861074845478,4156.146805993712,4096.460358656798,4089.0485846984734
Q1598,1782.1798757909564,2000.6883908819054,2238.5508505334133,2211.507334916407,2547.8337500726343,2538.367255151845,2585.126070003027,2362.3678631473185
Q1602,-2428.5391092792806,-372.57539859192457,447.8221136237362,718.0570949217863,1809.5034460618226,2349.755141562704,2878.9489384017643,2873.712850106861
Q1614,2258.711076741627,2343.1021652695595,2305.559754302294,2477.370895050244,2426.4865046365676,2513.981162713415,2492.4606317052667,2573.8249891617174
Q1625,4761.257818698883,4885.013117790222,4826.233075022697,5132.961896061897,5169.610740751028,5281.052052855492,5214.687425404787,5300.994074702263
Q1633,1063.3744091104372,1053.2843296297028,1057.869525043538,1060.786009716675,1065.156149101145,1057.209878616526,1041.4408990066138,1021.0219929136781
Q1647,1646.0926747521148,1730.8204867940963,1796.8506256261683,1850.8642342404203,1925.1961217970104,1975.144656986969,2025.9251934157116,2069.6384347576536
Q1658,853.7822045662188,822.7727826039259,924.9772053761403,964.8198512779163,1146.999223217242,1246.529734873483,1337.4543476879153,1348.558432257325
Q1663,3218.6117198463517,3133.894372281933,3071.7615819887387,3008.2971275857867,3039.2704036241603,3040.3241884903305,3043.9820913867543,3032.8083200756137
Q1666,1881.4842803050158,1887.003523790212,1899.1180126752768,1906.280489671012,1929.5282451740993,1944.0970640962075,1963.0626325928301,1978.1400132935667
Q1674,2415.882648113222,3133.0045870535823,3450.2479348762054,3644.4602988509273,4025.958280166563,4218.131125584476,4427.220305361052,4447.573622673114
Q1726,1780.5722010848351,1758.2815796448133,1747.3429408060251,1736.4482904377528,1725.5129784580795,1725.1904949145653,1725.2016583751501,1724.224375027669
Q1735,11025.269464356834,11165.015578477653,11307.62004720565,11450.742860946602,11581.912654897531,11701.256806570145,11815.0667032307,11924.729029239583
Q1741,1155.8221723694805,1165.4439065623624,1173.7233889911058,1181.146746511338,1187.4388629271778,1193.724800909701,1199.1322557781843,1203.8500516099732
Q1789,2122.153513318701,2231.2187503560353,2219.5371161866187,2376.3183926645947,2435.4213084038065,2561.5166036319733,2643.578390062256,2775.3627661784453
Q1802,8089.293394361306,8163.875285548391,8096.578311934802,8036.6279524014735,7990.916045608383,7966.640576909147,7913.342668249727,7836.612194788309
Q1821,1167.7272429530883,1118.1153207301666,1095.2545402032129,1165.2711028196336,1169.1793539005268,1177.784927787846,1134.8608312249798,1126.1714890733513
Q1826,11772.560882503107,11917.654159477077,11959.77811169476,12111.998469793296,12272.14298941717,12417.787670285898,12507.255969871658,12614.045928419248
Q1828,1143.7844632694123,1147.8388759749841,1149.3699808802533,1154.966234615946,1157.3076384408926,1163.253702300019,1167.7764072419193,1173.827138049364
Q1849,16811.591568907646,16829.036460967043,16929.521948033453,17034.858875004687,17129.84697431651,17237.012121198102,17354.24692723428,17474.093683785242
Q1857,7972.115207221282,8016.167440390004,8083.512809352616,8054.73281031724,8161.34417066169,8202.766591692483,8252.077447470303,8246.536631662919
Q1866,1271.6048011380792,1241.7936233501089,1248.6526927583288,1303.7512679039144,1320.1190093485989,1312.0965958474098,1315.2179497087864,1340.329688830894
Q1887,12276.98039181799,12351.208668707468,12304.696702972495,12414.427095702518,12356.937578877038,12427.476340837104,12441.422839100835,12520.393403466907
Q1911,4784.772611005034,5449.816491314895,5579.020828162628,5480.310630066357,5597.0313631762065,5686.09811466757,5743.318940275054,5721.188227342933
Q1921,11605.128731920906,11743.209769052119,11911.891118164402,12012.186389029943,12109.391737257218,12248.478694441967,12410.196986560295,12554.34838107085
Q1927,3744.253841258128,3888.762299159468,3762.7010770390784,3950.455584263647,3862.5043580439906,4005.3398388470778,3914.7841135867966,4044.807205982397
Q1954,2706.357008265993,2783.5244821958217,2834.687400657721,2745.094194913565,2789.628981113906,2855.7504391010075,2897.3022902150915,2854.751851539826
Q1965,5184.7924643596325,6383.863064433601,5520.009490147211,6502.97865336091,5806.375579401046,6417.614283156988,5979.387979243383,6483.037036548558
Q1984,6429.798669720093,6132.664242970423,6275.995855850456,6669.736075389505,7316.361125963026,7931.970767162129,8432.87795103764,8724.591443033378
