V1,0,1,2,3,4,5,6,7,8,9,10,11,12,13
D182,6583.937573433516,6580.748134790318,6585.1741890910325,6581.580569279529,6573.261452178129,6561.085988387586,6548.31352305487,6533.755827980721,6524.032623554082,6518.122666937305,6529.789272168683,6542.490858385407,6551.16163559489,6561.798609208167
D184,9780.011258613917,9799.517598539958,9802.298985078716,9831.999263189673,9839.142438286372,9859.132385286126,9894.659690249055,9911.125950918107,9946.059688444282,9977.868662122883,10003.011192805627,10025.181688453014,10017.278634926732,10007.330959386258
D198,6996.9319722114,7015.4454874367975,7026.728683940902,7038.503057672485,7053.4123641461465,7063.277350844922,7064.892621440594,7067.622471658841,7078.670164212309,7086.9156908739715,7088.75171366255,7090.516406544022,7093.622590635155,7097.111105740469
D199,6975.55344918251,6995.089033055306,7008.534033002854,7021.036293115616,7032.5844797229765,7039.49029258728,7042.9390234565735,7046.92955491066,7055.156209087372,7063.890151543617,7065.330095815659,7066.923286085129,7068.791495399475,7070.277967371941
D207,8040.003207554957,8058.079733433263,8079.104513240338,8094.734502228595,8109.267771459665,8117.90112124262,8120.261195634072,8124.140600565006,8126.943008996757,8123.429816991451,8116.60205151954,8112.793437093006,8108.827676275678,8104.647411701038
D215,1235.5819001464406,1233.8274728309566,1230.9083633054038,1228.5908293159343,1225.1490637689274,1222.5267926222955,1221.2939927275877,1219.7781554645733,1219.8625555803862,1219.9032763053779,1220.4210009841483,1221.3057968595604,1222.1532436000928,1223.0856645884546
D231,1436.1507166811346,1424.4129899598706,1413.8319346108665,1406.1499128484459,1400.7428385670023,1397.84846099656,1396.6393138481744,1397.827992519803,1399.4404586316298,1400.708964362611,1401.3682517496736,1401.4054324003105,1402.271541373946,1403.7256579513005
D241,1412.7771574258804,1413.337148949504,1414.2193420231342,1416.1632001399994,1418.6673308163881,1421.4383203536272,1425.0523717701435,1427.7134884893894,1430.8062152564526,1430.7404406368732,1431.6091898083687,1431.1468002200127,1430.789243131876,1430.5843923985958
D249,1199.0468148421496,1198.9556864183396,1199.1328102257103,1200.0982175115496,1200.5911589693278,1199.8339450825006,1200.0847856793553,1200.2724073454738,1199.7308094147593,1198.718028916046,1199.120384650305,1200.338254980743,1201.0182584449649,1201.314346678555
D252,1153.1901287738497,1153.0771814372313,1152.523986732204,1152.233609312478,1152.2577478655887,1152.3962164491368,1154.4246634347865,1157.5404467783746,1159.4578564197152,1159.6215767420756,1159.1742635738972,1158.4566220463676,1156.622537284236,1156.8647313396946
D257,1131.9280988528112,1133.3720051462008,1133.0378472672685,1132.4796142306554,1132.3717539400934,1130.3303096956631,1129.2330774064474,1128.5088294269306,1127.8429690457485,1126.6785916480314,1126.4851016696377,1126.8925808738024,1127.5615073279184,1128.4444796703444
D258,1118.6581907624004,1118.9380569738148,1118.2902962893245,1117.6697518783806,1116.0827555876967,1114.388117932081,1113.8383625805377,1113.5026461684702,1113.5997688114642,1112.2437096232175,1111.874397496581,1111.5495408457516,1113.1095081001517,1114.301420392394
D260,1081.9510755711794,1082.5513728141784,1084.3354653596878,1085.8236594158411,1087.930508134365,1089.3299265158178,1091.034960475564,1091.7480109667779,1092.0112302732468,1093.231827955842,1093.8738474023341,1094.9340605926513,1094.88662193954,1093.7712664580345
D269,1014.2624605625867,1018.1401842355727,1021.4322235044837,1025.2592667531967,1028.6111438548564,1030.9293481618165,1032.232269551754,1034.2101889479159,1035.9039515340328,1036.8061814510822,1037.2726954060793,1036.8533195865155,1036.4912959349156,1036.118099783063
D274,1144.3704792949677,1147.413603099444,1146.709188933605,1146.8616069935138,1147.531222183889,1147.8887268619203,1148.167359816627,1147.9827707495767,1148.487131220215,1149.3735261812378,1150.5683196492319,1152.3722981707963,1152.9684317649712,1154.5173559144973
D281,1098.323133185739,1100.9436611093145,1101.7376347507468,1102.3447129639756,1103.2540059876442,1104.4838712364472,1105.6551299479067,1106.4826979854918,1107.780688494947,1109.6921609058152,1111.1875265398974,1111.8704360313789,1112.4499383958914,1114.3075364967847
D285,1019.3548275238293,1019.8201509794516,1021.5072767109681,1022.9885932493787,1024.2353244900708,1025.2715250442295,1026.6380723347972,1028.3043455152063,1028.9627910681086,1030.3788256094024,1031.5268793050002,1032.1501063993028,1030.8146203441047,1030.0276118020245
D291,10079.811707544326,10078.460312008858,10087.760572676658,10090.525672450065,10092.801368684768,10091.920475282668,10087.552217650413,10088.035192513466,10091.465852527617,10097.210725884437,10100.684903087616,10095.02948173046,10097.071163182258,10100.397535791397
D295,8419.112952249647,8448.841065127552,8473.387172331213,8489.44165106058,8499.179254742265,8512.024715987443,8531.040932394862,8560.465232747792,8586.847784432768,8612.085779646635,8624.077888929249,8635.89644387424,8633.66996430397,8625.036985545754
D303,9869.594980367001,9873.274343327284,9877.56647571781,9879.214956919004,9878.307147933832,9878.187615064504,9892.810513005721,9908.125759973447,9921.48113869198,9922.8368035973,9939.419569787713,9948.28331131029,9951.618592236435,9959.021260218375
D348,7735.453390648239,7738.972468888356,7730.473315136505,7719.533030918576,7702.8010348408925,7690.419972972919,7684.2180793028765,7686.029377197817,7683.100729189363,7675.3217050366175,7671.315541297322,7670.408509811625,7680.705827345257,7694.2841673180055
D359,7094.381045024579,7085.285723876921,7092.114074119904,7111.415379046259,7103.837848716005,7096.403154349146,7092.3860849430075,7100.306367173398,7106.337018914641,7114.750975776251,7122.947392329003,7131.602741852862,7143.657894423432,7141.12142712859
D360,7041.501701562961,7043.157095841039,7050.484264622866,7060.786982135041,7061.4104343951185,7056.160863796414,7064.042957323698,7075.323744647932,7087.567447028955,7097.150414977552,7111.737634692846,7125.868841373946,7134.026205221216,7126.821937180579
D369,6892.636076403721,6920.770487415936,6936.453083801582,6950.859157461501,6960.122580950886,6968.354640307566,6976.762516505853,6985.3906849523155,6994.4875371669505,7003.404372756343,7012.305134353685,7020.544173206914,7027.562464878255,7032.872894894371
D372,8142.240467754933,8142.53565133102,8132.183419063332,8126.334208093695,8123.675666411269,8129.86282193894,8136.94102416877,8138.174344498518,8147.628261258409,8161.078917850597,8170.747687544475,8172.5612508486465,8174.474352978797,8177.549113098841
D376,7671.763139802988,7618.428781217917,7577.727135342642,7561.825030340834,7553.211088995087,7544.533647313148,7530.609910146415,7534.623574605945,7547.5243610249845,7561.8405339069395,7567.239640197922,7587.546256252367,7614.559568611007,7635.119533058439
D377,7373.139764485729,7354.936953083294,7342.6906792464415,7329.438109025303,7323.017438365288,7325.270403220662,7320.972181793979,7321.884814025976,7321.837353799779,7330.344040990071,7334.433018654784,7346.59344531778,7360.024549742761,7372.340338852103
D390,6828.227218091488,6873.28558331728,6888.4970228374,6901.406170457602,6908.661949515343,6911.7872210145,6916.101269364357,6922.846516937017,6931.322687149048,6938.72446501255,6944.486487984657,6948.775837659836,6951.722527861595,6953.137188911438
D396,7859.941225419928,7866.479913916201,7872.223076827476,7878.5336205380445,7880.775593658966,7881.847716526964,7882.580534848845,7882.1065638852115,7877.0322784471955,7881.123259173499,7895.3984476903925,7913.744948098053,7915.729375978758,7917.561661647309
D401,6757.655965720178,6832.277095804156,6889.316745073712,6914.935245189434,6920.895534120955,6927.78505065307,6936.350696194745,6948.073768649423,6960.07891380306,6971.0631969104825,6980.896388332543,6989.499146465314,6996.634662451455,7001.121202333203
D402,6796.256193474361,6861.996192562582,6903.542060671679,6913.208352595767,6911.644336827445,6911.62281260393,6913.618337464021,6918.932858555732,6924.879078422273,6930.049873371087,6934.496924752486,6938.020120709241,6940.380145186679,6940.607734072843
D414,6986.232753649776,6959.6101875839995,6942.785195040836,6932.0031718421415,6917.563943948064,6901.860920492791,6894.610609506431,6893.0903842931575,6895.992514567004,6898.708575895108,6900.8016799052775,6902.5080889359215,6902.571201737486,6903.754361252678
D423,4585.3492479056185,4624.710225573375,4656.429161769949,4694.144940866487,4723.667302907324,4751.91438268813,4777.904321454681,4790.134242133051,4801.323426314255,4813.642870118163,4818.875991475458,4826.242465805495,4805.092325769209,4779.880586678836
D425,1455.5118737486132,1460.8394130246593,1466.238172694406,1472.3336023241707,1479.377629641462,1483.0084400425474,1484.6088466152798,1482.5801507881258,1478.9004376391852,1474.8444526643643,1470.7272517290498,1466.7585698082453,1463.3029691054737,1459.9450274414376
D439,1776.1881964026816,1775.0226276624858,1772.8557143925827,1770.5397308743638,1768.412738651465,1766.7783898371167,1764.9787869227177,1764.0652442299033,1764.0845016911892,1765.7858895804586,1766.5647453079334,1767.564027419357,1768.7332632671119,1770.9818260164118
D443,5020.676320889739,5044.622318690635,5073.06560422071,5101.176101659894,5112.8859312820305,5111.608304275744,5112.119040084939,5118.735862616708,5122.937720697705,5124.422138467258,5127.166717568766,5130.813587980632,5134.516146390472,5137.180543237404
D445,4980.202984010292,4982.6433567121585,4983.654174338344,4984.390766250556,4984.780044101016,4986.28603443394,4986.139365046124,4985.152315573947,4983.764554393091,4987.9190374326,4986.312928635365,4987.036336782381,4988.723535929209,4989.512726987104
D449,12251.197782685666,12219.1048474065,12108.446677120555,11981.90845935258,11934.311920631088,11901.826807701811,11868.094987934475,11874.144105510426,11915.253852978978,11969.174239506894,12018.565682399694,12028.837435193102,12072.478490162637,12122.022139918643
D452,5534.9697197353835,5732.611418734938,5907.8020389902595,6049.16027916342,6156.375436694621,6234.195488744974,6308.332509538531,6382.596768294572,6453.943066312372,6520.352172968984,6583.6166202640525,6643.714604509174,6698.443803834914,6745.188223653436
D453,938.1821855592727,939.9665820050238,943.7764364266395,943.9768919187784,946.8862567180395,949.1228835469484,950.8913299584387,950.8990758711099,952.2214668101071,953.3090147686004,954.138111077547,953.1153887712954,952.4771692061423,952.2097715729474
D454,2484.0366395208644,2500.5312994652872,2517.9748882080594,2539.47154163434,2558.0381559789985,2571.105032056105,2586.3999929517354,2602.4285390704094,2611.009132836601,2618.8007239379253,2626.9815023704127,2632.394698331555,2634.5878625702994,2633.716113314216
D458,2908.6458328589756,2934.2973388192963,2952.2201771169402,2968.852530363893,2986.275350212649,3004.3314589412275,3012.625762936726,3020.6855720136714,3024.525998553964,3031.8304389670243,3033.7918541642916,3032.4759358252536,3029.5546683257962,3022.1647720638925
D460,10145.526997747475,10119.75490580278,10101.13862965046,10091.250439555239,10073.107335768455,10061.951144615581,10060.502564451925,10063.52090581742,10062.846983714813,10071.086465618526,10084.473563607453,10109.673988515144,10133.39093058337,10152.272885762697
D467,9321.228374550712,9317.893701529121,9311.157655521925,9307.151515992817,9291.851661146457,9293.20031979662,9298.991579984764,9301.768149169773,9302.32808075307,9302.309424215471,9310.821746337475,9323.390621373526,9331.961050939792,9342.765723954675
D468,10344.132442191247,10462.53503597554,10575.281437680467,10631.267707888495,10652.732294586114,10665.659456610701,10658.390568522034,10664.31337912816,10655.062415840817,10670.045297549677,10667.56838472922,10667.874525602989,10669.496624758682,10651.38454589589
D471,9576.840971908923,9561.570363106082,9549.911418600082,9541.659305434116,9521.3875681355,9525.562933078305,9537.244545100406,9552.789689817375,9554.036970041756,9557.028930867531,9563.450568410024,9576.268655730704,9584.23062418803,9600.551490706535
D481,12069.521730669218,12061.735139555276,12045.883628604208,12040.99002086695,12018.921726684248,12019.464622034977,12021.708068229464,12027.894107815659,12026.614001768095,12025.642352021145,12034.832789261342,12054.380519892034,12063.587457263857,12077.662865198085
D485,4668.587071332723,4697.204265800761,4737.968448260764,4773.752659357423,4787.827889030591,4801.752536348625,4812.936937022867,4824.435964103564,4826.477283745236,4832.82906987934,4846.098340908336,4845.842594129459,4836.916076604339,4823.962306778373
D496,6807.521758085778,6803.234994666552,6798.6942852609545,6806.4325718856735,6808.596074348341,6810.439051904003,6814.09703928582,6814.9509393414455,6821.157628952868,6827.272559302524,6834.282348911205,6844.176067574359,6846.358812161024,6852.446321378561
D510,2755.272405548809,2756.991899351989,2762.0981992402826,2763.3529065474077,2763.6444116072175,2764.132562309409,2769.897669579983,2773.8701177032854,2776.953054255128,2776.53661727392,2775.874586549139,2775.579087075163,2775.7432212239964,2776.9785891984207
D511,1452.7982983185482,1453.9699220520333,1456.9788402421557,1457.733471169647,1458.1329143394426,1458.4036697818563,1461.6354527547312,1463.6513665657744,1465.4415435358424,1465.1311805131004,1464.9028068615185,1464.4182558138436,1464.4202495752627,1464.774009739627
D516,1080.3564614020302,1076.5112713627736,1074.3314844873164,1072.2613179315806,1070.683255926923,1071.5231943165124,1073.632384218472,1076.656624314913,1079.3174592839466,1080.975266589386,1083.3324692414865,1084.7997069398114,1083.3480788730053,1084.3632780638811
D529,15648.37530954838,15626.308229575616,15606.558544048166,15600.082777517202,15624.277423718848,15675.478450157332,15734.853899748694,15789.43668041318,15817.851613258681,15835.186045684439,15856.872465328557,15886.855131439983,15898.740492249997,15904.932100084623
D552,1557.0974454442412,1550.4235201228926,1546.3252958701048,1542.7990783466705,1540.1556367061012,1540.8830024401657,1543.2859822925645,1547.8966030940403,1551.3057300355817,1553.1842621958892,1556.214801473898,1559.268230782119,1558.1374544214118,1560.3188137271868
D557,1885.9531567913418,1884.398230909669,1883.6750421502677,1884.5368423114162,1886.1636783760757,1885.058578357047,1883.0213098164372,1881.3152149134735,1879.3103966276942,1878.7516844250358,1878.6206333004834,1881.0058844580135,1882.6131981847066,1884.9543369943667
D559,2128.0765130267187,2134.4167410000455,2139.6647811889675,2144.730559917241,2149.290503120902,2150.863255695724,2152.192052483834,2151.9667477929515,2150.9843717477365,2149.9289523492266,2148.6379642252123,2149.1553583889704,2147.08014625261,2146.3575039020106
D595,1743.1645185648338,1748.594154272773,1755.1973661110746,1763.1815992142276,1771.777549898161,1782.0631073526597,1789.8088469795262,1795.6661057595536,1799.5731531607482,1803.967018088276,1807.2031425537405,1813.7788828125356,1819.864069234243,1827.406362488844
D596,741.6218219794184,741.5494184061181,743.4284973750988,744.4975948158489,746.6317171844308,750.1603517596635,753.2604235321021,754.3848383697281,755.164723415256,756.0577579204133,756.5024579157996,757.5258084002372,758.5419225893116,759.4249752784689
D605,1204.9042838486519,1200.2372791339872,1198.8239695960272,1197.1438992108078,1197.691357324919,1200.1430699196221,1202.479898103079,1202.6672018468753,1202.8717735314715,1203.20012998449,1203.4830725344789,1205.0666242511518,1206.4462259686024,1207.416945446816
D606,1304.111699363249,1304.689275104146,1307.6232176669262,1310.7597207884705,1317.1282085768974,1323.7050452596225,1327.7448073854773,1329.6002581175508,1330.0639830184493,1328.9057302407064,1326.7207210284978,1326.1244850630571,1325.2077961708437,1324.197399866999
D613,755.6160269958472,832.7733148682682,880.6101450494544,913.4803419958375,943.0182801937443,970.6588425164442,998.1118986748925,1025.6695319835628,1053.2290525656447,1078.7627516644445,1103.5394320930063,1128.2275216873038,1152.1383876842501,1173.6924932543775
D615,1264.707400841926,1261.335397334877,1263.2855596796242,1262.3498001693051,1266.6388478686547,1273.816110159425,1278.8388261559792,1281.1660254395401,1280.4528917972398,1280.6433625146487,1279.822371011809,1278.4750921277875,1280.4487575776093,1282.5550410132246
D618,1247.390788768601,1250.8844820370314,1255.4638259387232,1257.3346222433117,1263.1863577114016,1271.3114896162924,1276.0839258411208,1278.709837039772,1280.314765598063,1279.9710569597394,1279.0387323994776,1279.216288299482,1278.2477954130493,1276.4321535324307
D625,1215.2355186225768,1218.4254917806704,1223.1718685798926,1225.0544635914032,1230.5041840163176,1238.5705370634914,1243.3897934958277,1245.736840016006,1247.3221084457425,1247.2011397272938,1246.1594352855082,1246.2568333563206,1245.5144607599702,1243.6977501753913
D627,1032.0838639463013,1030.7347142350043,1031.0639226182816,1029.9658079330736,1031.995858891946,1036.5535768255281,1040.6843765084745,1041.7967163079982,1042.3645033943158,1042.8710089048993,1042.087195810332,1042.202054177928,1042.9347298921648,1043.9490289331704
D640,1536.3659565700216,1540.3104414096726,1544.571864570779,1545.5505553537903,1546.2954888511756,1544.8131679641808,1543.2921969489441,1543.4609001768035,1544.1054712778714,1543.9303321405914,1545.513290814357,1546.5446449758917,1548.3947776528803,1548.7067218496516
D643,1158.9877396838224,1156.7541984555937,1155.3427913191495,1153.3772253109016,1150.807549659295,1147.4227503071688,1144.4491349956702,1143.140462059949,1142.7569355986352,1142.795164794921,1144.3981993143327,1146.5563273900677,1149.277314502604,1151.7114593863525
D683,8616.276302325727,8590.947858130932,8584.548908519746,8576.31079415083,8567.714541327954,8561.246544575692,8551.761513233185,8538.731132054329,8523.809277677536,8511.995939540864,8510.035186719895,8519.852202296257,8529.924715542793,8547.997514116765
D685,18491.847346162234,18440.387067749638,18383.969882449506,18319.42679072351,18313.025399600465,18330.260203998325,18355.28922463878,18353.526130014598,18342.096731580557,18356.413064819215,18368.302257655585,18356.293323693804,18384.72946321572,18451.930090266564
D689,17476.607572362143,17445.899786945276,17422.140215377996,17417.690903863797,17481.77050385869,17551.710618187288,17586.067090448443,17631.417130230886,17672.476972507688,17724.324953539694,17778.022527402594,17820.880318486306,17879.46330428745,17962.327344741556
D692,17194.884492148984,17165.021832000763,17142.032046401968,17137.34339931638,17200.173965972725,17268.819936238793,17302.358564257607,17346.845324959297,17387.14000873056,17437.980061532962,17490.687052138637,17532.761936529518,17590.30816313802,17671.766484247215
D705,4544.333335503735,4594.369525762003,4641.35548931941,4674.3834100665,4697.307798774086,4714.238116009385,4732.830192349302,4739.528585561296,4740.789578259336,4731.115242279966,4723.532778550945,4702.404043445369,4681.99797179147,4669.275243282435
D727,6466.769183198119,6458.978058728519,6468.605168041009,6479.963482424466,6491.3671701913,6509.834604993163,6528.551359520188,6538.426853024163,6540.624889400404,6545.676771261095,6546.835897488021,6549.162101978134,6544.490514557511,6549.202797693123
D744,1070.8304401797056,1077.038327382207,1082.018756442666,1087.2439541143178,1093.6051414293051,1099.8917761200667,1105.3092554455995,1108.0717609876394,1108.2767977565527,1107.575539266467,1107.8788654512166,1108.1875119513272,1106.1440333884955,1102.4552473002673
D754,927.7684954350523,931.3390006194945,937.1081018901465,942.7344522980453,947.9418125782449,952.7179731236432,957.1908252345969,961.1362867101708,963.3554632902993,963.7664292543046,963.9474930221028,962.0181522065128,959.2666813354138,957.2997953588359
D759,1093.169542953968,1099.9643119513987,1105.8107533967493,1110.7691911828517,1117.0460222542285,1123.417111414671,1128.9030541944503,1133.344902433157,1136.665509608984,1139.757020829916,1139.441082868576,1137.9534038531779,1136.2191962730883,1132.6330869185924
D760,908.4767079465104,909.8364575214956,913.3918121994076,916.1946747017807,918.9924621671765,922.2094926917605,926.0772407761107,929.3332416553666,931.0259470023183,932.5350912707038,933.8099528743286,932.6446690246935,931.3009089416012,930.4148573479414
D769,10610.830997436644,10576.000014143932,10556.377652076399,10528.133053534224,10516.33722926986,10515.336052743003,10511.128725584189,10492.133371729897,10485.403739442154,10482.549230723884,10493.0169570264,10505.78438980432,10524.4038024274,10551.730457171554
D774,5381.906359280554,5367.894350956782,5362.878426296711,5352.087598193501,5341.1179019490055,5327.871035080076,5301.292444944408,5278.693687094377,5266.166421046012,5256.512062259453,5254.643202326321,5257.028119258154,5282.153061852453,5306.495195912386
D787,11562.844098114967,11526.603903794288,11531.727189445495,11555.455800318718,11583.342034006118,11608.902048969268,11632.295498514175,11639.915717625618,11641.064262771606,11636.97853925228,11667.3377399683,11708.947521114349,11730.879387044906,11750.208129787445
D789,1655.422490189394,1707.5217447160385,1761.902214860046,1801.8574168912467,1813.142561552992,1806.3803422141955,1798.7167718249943,1790.1226399346817,1779.4869061859881,1775.453255912391,1777.252828322052,1775.6222592343415,1768.9445415565203,1759.8423564699726
D790,11522.766800558566,11479.205301368236,11455.431909763813,11449.917256271838,11461.487915432452,11493.537501096725,11504.42304239273,11522.527108454704,11544.584235191345,11561.050363898277,11557.060866057873,11562.839503097533,11573.651674318313,11590.43334392309
D801,12332.575928765535,12281.870402109624,12236.64066248536,12232.663838475943,12237.14018075466,12252.705121040344,12250.086698251962,12257.718537306786,12250.604586166144,12259.411674278974,12271.492505252361,12286.905725878478,12304.468603169918,12325.338969039916
D808,17010.582568020694,16986.455456125954,16957.406981377033,16931.32907707475,16903.83721248702,16892.57438920575,16897.204582888062,16891.237588566863,16901.776500278054,16940.717291372253,16966.89416077098,16995.47967520149,17044.39198119682,17078.388005132423
D823,11033.680715459586,10975.249746990205,10940.372497993709,10944.60231922865,10927.857738423349,10902.294921404124,10878.900236725807,10876.720037192106,10897.017595791818,10932.657239222528,10964.850708520413,11007.718060112,11057.781420969965,11079.977491199972
D833,-5782.176855602007,-5258.4748862076685,-4827.853555859458,-4525.143364604002,-4319.321321381623,-4143.001105873598,-3950.9109383719,-3755.9887584031453,-3574.5089434816587,-3418.703566021128,-3266.45611371502,-3119.417224602554,-2990.5471840966097,-2892.978800996603
D848,1282.829292574679,1296.1891606874053,1309.4779662424028,1320.57966585734,1330.0123605802419,1334.489666595649,1339.1986722997235,1340.8681294320395,1340.9685633852064,1338.812463897661,1336.7052477118,1334.278679548127,1331.9404571726336,1329.3587483941535
D857,1379.755219657126,1409.330677717763,1436.4882020187065,1455.355201917644,1473.4308728856129,1485.0995013893853,1497.0410263804588,1502.7208174265486,1505.9516283073767,1504.996986777254,1503.5671509482047,1499.1942859885721,1493.358128799369,1489.745829893955
D890,17555.24189865557,17822.026780726563,18004.56027405677,18156.46097358664,18282.91038884255,18352.5032613307,18405.88943838433,18421.830617206502,18412.76409604298,18398.674561157728,18310.131758667678,18231.062864529187,18156.619654343427,18073.19953136961
D894,1622.7920456775066,1651.9638640473725,1678.5273171112387,1690.8667601077207,1698.5180863028236,1705.775470894788,1714.303257398673,1721.5138252630652,1727.831395238457,1735.3273446830806,1743.1330126740374,1749.4226008047574,1754.5573788887489,1759.5706445843455
D898,1376.1713594408386,1381.5530618369364,1387.5541922078094,1394.0138504303645,1399.7649481251945,1404.9959040094093,1409.1670767235933,1413.4676502897305,1417.8271840300522,1420.3027036721871,1422.702878903867,1422.5202869750076,1420.722001662377,1421.0882239576058
D907,1157.56477393613,1161.6244961672355,1166.4592570620441,1171.1324078953799,1175.5248907927275,1178.7942923417,1180.518560294397,1181.437945370996,1180.577822854774,1180.3728904421066,1180.7733916236289,1181.1324130375742,1181.9984251221379,1181.4549142798664
D918,11219.987474322317,11218.339122152327,11219.713258099555,11207.585569453238,11207.244146895408,11211.136004662512,11210.243274521827,11192.341052246093,11168.375165343283,11151.542134761808,11142.245018815993,11132.038820385931,11141.358578038215,11164.245210266112
D924,13477.587650944912,13542.589786452332,13602.264008228927,13654.561190128012,13689.175436035235,13723.514875933164,13738.379929473698,13745.417294303441,13747.153369491887,13747.130603664877,13754.077776811473,13754.694195521626,13756.036481850942,13756.606256807241
D925,12212.693058251725,12232.035695348011,12252.081478859664,12266.609667049803,12280.897530287448,12290.62721412457,12285.520394250796,12276.452398247548,12257.852917820734,12251.269856167166,12250.736024159985,12249.715959895506,12258.910671989956,12267.138930459723
D935,13671.687481804543,13744.216241971191,13813.36353743367,13871.709268580888,13911.333003860322,13951.974299413863,13972.396777676733,13979.430953619913,13988.400064454027,13994.629077691525,14000.069128880376,14007.041881474233,14014.801210744054,14021.449950201339
D952,12139.277328658016,12091.223475612078,12086.26752609272,12060.463953831011,12057.305715034128,12072.836054839294,12142.940055740743,12199.424221802243,12225.358501040037,12252.79605044604,12249.304746763628,12247.397320549453,12233.070772401978,12253.818755565131
D966,9962.174487183627,9977.560626978651,9999.047848918619,10019.729924574254,10040.545704244127,10068.03404253797,10084.224554773196,10090.727382318611,10096.283034650949,10100.644375568754,10110.009406181502,10109.641903965448,10097.455747070031,10096.694073855211
D975,11856.657218670218,11855.339728209357,11852.798030235084,11836.175406312132,11826.931532210847,11842.667060187156,11863.649295003823,11864.563762517262,11868.21722372804,11878.967819915548,11894.867209889044,11898.205071423628,11895.834767219954,11908.32042681936
D977,11284.289061703936,11318.844024967584,11352.497043797195,11376.222188844507,11390.126641657786,11422.38204690412,11449.24162418212,11460.629066603226,11467.528649512828,11478.015956085474,11498.00414374778,11497.940457841916,11485.311959595041,11475.196321978992
D982,1145.0918313659386,1147.896148171491,1148.507033172696,1149.8436431915768,1153.7676818616942,1157.449779309052,1157.0448714592287,1153.0376743581312,1149.9713559546547,1149.4490975307287,1151.9189026124425,1152.6633651796144,1151.7921905711332,1151.422765543373
D984,1158.1504691978992,1160.9981704715628,1164.0124108558814,1167.3658406726145,1170.925503002719,1174.7845721880105,1176.8094750835655,1177.5085331137434,1177.5019444086408,1177.1708585144183,1177.4749283764709,1176.7006733499225,1174.6514185749684,1173.965310997224
