V1,0,1,2,3,4,5
Y519,8467.14130068282,8624.444424793506,8776.699537887205,8924.092805452423,9066.908178205646,9206.04708170222
Y528,5068.457718160073,5129.602799569833,5181.808017135792,5227.952726751143,5270.689373101384,5312.713550200551
Y538,2446.467216888201,2194.9582117695572,2011.6269314785131,1882.7140804412024,1844.9869705367314,1876.1379173681094
Y549,6771.906260595321,6372.16431283657,6052.79976397363,5854.986735063864,5755.524388216544,5741.584967126824
Y553,3441.1072644336537,3611.866601097355,3734.9794521934473,3794.916511726363,3799.659723625681,3830.338422074412
Y573,2432.5384093926964,2370.9108735484565,2335.927839389274,2289.907906641358,2290.0034719408927,2328.8398974160123
Y584,7768.500364252428,7810.919329380519,7856.3040167072195,7903.742841429156,7953.486179868238,8004.751130166205
Y594,2616.033642478625,2657.1084219941063,2699.6419888317005,2737.7407680380716,2762.517066922988,2785.484191687394
Y614,3143.9115922971805,3128.5372482383996,3131.8125314476015,3144.6354715801654,3162.4521974813874,3191.4332849189022
Y617,1756.687824842104,1866.5691046752013,1967.7227250148424,2078.0840216543875,2200.2745970544706,2301.4371387442447
Y622,4349.050149842842,4273.4434062687,4251.723014995201,4221.003384396179,4237.557908698662,4215.376963004215
Y625,897.8689265475982,1019.6095758865379,1132.2645556012512,1166.2947762017347,1205.9930554318703,1183.952343911835
Y627,7592.927032784768,7875.7420895023115,8019.006405501014,8220.824321810996,8479.330399613335,8711.288815395934
Y640,1955.8904225600618,1982.4702246845325,2007.2954309307195,2027.2398080266132,2043.8127478283761,2061.3188142942954
Y642,1359.7300902901661,1382.352143378891,1408.1354251243847,1434.6871030090233,1462.0066589492344,1489.6154521502644
Y650,6546.518731307245,6760.652257625312,6951.1734431906925,7113.462478337515,7241.141091102833,7351.267735259481
Y662,1200.7271182217426,1250.4770771366066,1290.2150091753697,1319.6375062070324,1341.287743824585,1369.2737614665864
Y669,5933.6164870424,5824.271915349927,5735.16993364097,5666.417226231569,5619.681940618786,5599.910010696048
Y674,3368.4619098538933,4048.924348151165,4277.913790976482,4856.27999970861,5212.171708023029,5435.402602040249
Y682,437.8746493697167,437.51731389760977,438.632549405098,440.6174184083939,440.82807238101964,440.78420510292057
Y697,2142.2951323916973,2151.9661409764253,2160.726407631832,2169.2615366644745,2176.294357358313,2182.4257411035965
Y705,3803.9177717764455,3861.771810953689,3928.242137825205,4018.3240459983144,4121.395880622226,4207.002976709873
Y709,6128.441652894013,6437.489019632334,6608.588710546489,6647.941717147823,6590.661530733104,6615.51129031182
Y733,1229.0813682476683,1224.905584851901,1231.6291021505995,1241.2667590777082,1253.0905420581503,1266.709718058507
Y737,1940.5656989368704,1971.137979942368,2004.3929985186458,2045.9850333150164,2088.569577813779,2133.7899630614534
Y778,1618.6260512342762,1597.281967314155,1580.776881823511,1571.7316988727164,1564.0774082636547,1563.1315349659037
Y799,12011.655268491495,12039.519635237408,12129.333017205718,12305.808341830187,12552.020690271216,12815.527481906214
Y803,2927.371695233291,2872.8315734196353,2828.5683100559204,2797.429839598884,2800.4849784623902,2819.1657132355394
Y806,1775.4378439486027,1806.2193764448166,1831.109771311283,1844.4164301753044,1850.414751291275,1858.9446732401848
Y807,905.7567202948425,944.0406072778887,971.0988327112808,1003.3994272739607,1034.8637752670993,1070.0321013047012
Y815,2021.7409680813457,2089.0553293744506,2146.284675604465,2198.918897006357,2244.024278317458,2282.9598629571733
Y816,2352.0490341424784,2424.2421476813543,2482.6618888078983,2517.4978548466456,2542.7466948191272,2568.9999876056095
Y817,1564.795931337659,1619.7212922239387,1665.8576584103957,1700.044545761842,1727.4525581198727,1751.3619179004716
Y818,1301.5784439444542,1333.0917757749557,1333.860486149788,1301.1167883872986,1240.568401813507,1199.3252897262573
Y830,5177.676683504172,5377.38800797297,5549.712265890971,5641.258333514398,5622.9262045066625,5550.555569500248
Y838,2899.5782406370795,2890.752825931281,2884.553244754125,2884.5787327705457,2889.8444520510548,2897.7133072504853
Y844,2192.604182618791,2141.2917338400393,2110.986633152217,2101.4183037319817,2109.484892100052,2128.1105979160675
Y848,1560.449422000713,1664.9101316910278,1723.9063060260935,1753.0086064313916,1750.6708407377437,1773.8948023293012
Y853,4058.941925550285,4106.82824507686,4162.431745452208,4220.783001176471,4279.612579704748,4337.721109818258
Y880,1206.6359425723554,1184.5137742757797,1171.4714836835863,1160.6154713094236,1153.8797959148885,1153.4716675162317
Y890,1602.2512622445236,1667.469507090813,1709.0981562424263,1734.5728769982643,1749.2187783811823,1775.7088738014859
Y894,2582.036317395384,2624.566943501186,2661.3165383352944,2691.1793470000016,2716.1625683521133,2738.9101533896096
Y910,8800.526000722322,9602.186096886375,9904.57699505457,10408.383982805855,10315.975646667124,10110.148793709026
Y932,13730.343149992344,12132.468049854668,10842.004917011183,10247.8609895925,9963.529799740274,10195.859982208138
Y955,6786.112240003519,7315.668348841448,7733.166082711869,8028.507842542609,8264.47494139574,8541.96843460779
Y963,2616.7056730784357,2624.5041343841126,2643.767034409661,2659.5188318084056,2657.918563966562,2640.4408959087414
Y964,1746.4755670558377,1844.7677833078722,1926.8145661419994,1989.7196765286917,2033.7449100398233,2088.7616213981278
Y988,2148.105926340304,2179.584041819977,2210.251844928244,2239.740666952538,2268.208522535939,2296.209244852821
Y1011,9210.61489596963,10566.729413419962,11527.265945076942,11858.026803731918,11842.276943027973,12171.620104908943
Y1018,7103.099545783227,7665.872387907331,8040.627897850101,7974.060438892668,8068.959544173305,7885.549372008865
Y1036,1849.5200323363115,1932.5715924104024,2042.796253134804,2134.227489968138,2144.7601916392614,2151.055551489191
Y1038,1463.4202966708763,1467.4962223190887,1471.3343733567817,1474.8630191106422,1477.2702448386772,1477.3699609059913
Y1051,4316.684142736334,4364.935698480033,4412.537077128512,4459.058583759906,4504.33040823315,4548.265501150488
Y1063,4285.055623177757,5102.821054677794,5678.413714613736,6035.056378423554,6273.892892895636,6628.590681201166
Y1069,6850.152754966816,6831.0075739709555,6851.073219133609,6884.125583904578,6925.419646821414,6972.367895748611
Y1076,10654.884153957335,10588.601894005538,10550.710680252037,10530.04927843292,10524.79987702197,10519.142634726615
Y1095,8310.020964752528,9208.416123792915,10024.535748755201,10826.618985281948,11634.12059834379,12459.148177542436
Y1096,3471.1333919631134,3803.1209929083907,4117.913676515917,4440.333524550576,4767.9143323956905,5103.552245224021
Y1097,3504.6297288606884,3919.658756913792,4294.619613364411,4639.436879686073,4974.169251858118,5301.122802364138
Y1099,11303.100939899825,11314.880693237614,11403.848453770213,11496.016473982614,11700.612838049912,11983.36758492716
Y1101,6509.181436558962,6858.249795451165,7156.27587013483,7455.162185566416,7767.6376566064255,8088.011158165921
Y1105,8540.907776546683,9003.83340410915,9466.845688989752,9954.905186070853,10463.072555562805,10984.313655496384
Y1106,8176.844995156215,8349.355560406068,8538.334099004305,8779.159317387886,9073.199886451637,9380.313340858655
Y1107,2951.9559891408067,3539.388605260526,3934.5184823052005,4137.10412980278,4258.1299721472815,4466.796445777966
Y1113,9562.803545559853,9468.363040100772,9437.895059970871,9421.313784422251,9423.256324674086,9418.38848776845
Y1135,7720.469874570306,8574.774735000234,9021.752308236024,9828.896629987486,10163.361266563914,10473.295466940543
Y1137,9923.150909197348,10061.657797719688,10241.51129839648,10333.056315836478,10493.542460677425,10580.386467356573
Y1149,5655.853676660933,5672.136475858598,5712.307207962209,5803.396825874863,5920.596497589065,6050.768297159068
Y1169,4117.671609154275,4222.048973308674,4290.973606709047,4343.5808923094255,4375.245303881607,4424.1939512469025
Y1181,9579.611769942127,10154.25976726177,10639.653369536596,10993.072780494113,11183.621366133415,11333.873991370474
Y1183,2689.4840455406757,2466.4985058374027,2345.3485649917943,2266.2946564948998,2222.3042644993266,2229.1146489273947
Y1186,3253.5960711883195,3412.9786829839054,3565.729750056091,3689.8704412352345,3789.963992307726,3904.5784243004305
Y1191,6187.352993949786,6198.419200577021,6202.753058774061,6209.336852491484,6210.137555308047,6205.319810246592
Y1195,15351.178875381502,14246.15845129117,13393.266239096713,12707.75895069971,12315.628573443788,12367.778651783912
Y1197,7334.234711344796,7304.634827188368,7178.2514674781805,7091.193877305837,7039.884823823376,6989.457667931814
Y1210,2872.646870052351,3211.1249446153142,3366.552999447641,3355.9244205655427,3231.2033590933856,3057.3035261501473
Y1211,3289.23864144387,3120.5849628964675,2998.7623973879017,2930.89961635539,2880.5744890614983,2854.6670600716307
Y1213,3878.926997064714,3968.0849432852137,4037.2802028472092,4151.52566289708,4160.631325312038,4207.0079923251515
Y1221,8718.931878224323,8672.31694728052,8658.66934903584,8657.638783926228,8689.617966261274,8726.065327366941
Y1225,7073.215336675934,7526.511631136248,7775.750021672365,7650.366316320177,7255.196160765717,7008.937533654786
Y1245,12393.734118715825,12417.901629729871,12624.123415654605,12869.533005434183,13171.531241954772,13465.337970486195
Y1263,9247.67260729754,9122.250943621584,9027.14244409223,8962.197516625278,8935.011465419802,8946.615612804786
Y1278,6551.623859108016,6446.4859143744425,6491.117440159685,6584.048672198348,6722.393803211668,6864.93388694539
Y1297,3820.9345910557695,3689.6829184165445,3618.819701450059,3579.2563864612157,3609.018057010253,3693.0506708364496
Y1305,16371.702659459796,16636.81302777529,17034.547874156055,17604.226681710763,18208.88176359947,18960.816840422576
Y1318,4009.909196040215,4003.8300804043474,4055.0799664677297,4122.442853112158,4217.45121172904,4299.7853346215
Y1325,1701.2854405878693,1786.1102191551406,1884.1480210675795,1992.7313750340616,2110.842188570561,2225.1969815380053
Y1351,3623.6447991779446,3726.6520517455865,3794.3758046475696,3867.3740903639296,3940.5433479258845,4004.065499974939
Y1354,7182.625724491643,7203.661053798923,7310.320505225543,7436.735696815634,7583.68187087079,7727.6390581334745
Y1357,10276.901550094917,10716.399738689957,11131.427395592918,11579.572646072353,12052.491340290382,12544.582027446113
Y1369,6293.127792775629,6658.070158908762,7041.64172892769,7442.298847188551,7863.0083083609725,8295.50151363015
Y1373,1446.3760541015204,1367.956880443626,1315.9900341563755,1267.1357591085964,1247.76514675551,1243.918231540256
Y1375,6583.674748389538,6923.685085027233,7335.608379020225,7775.4752651592225,8249.694489612237,8709.318701698496
Y1377,3892.476869552334,4158.550459451492,4402.237702990621,4604.326167119674,4774.360685389493,4930.1238648786075
Y1419,2219.157366904672,2351.5134692975353,2424.547582554769,2517.948562870017,2575.305414070515,2653.976299532323
Y1422,4209.054917915207,4434.516283226182,4650.772082250366,4884.137534221575,5124.576947881481,5364.275334025977
Y1430,2287.0678551530877,2383.6547521013367,2468.0467368000113,2551.3840669864485,2633.3050399492386,2715.3027166729194
Y1432,3753.779543442035,3819.7355386393087,3884.8322051807118,3972.7670491430163,4029.294202215414,4067.0460833660445
Y1433,3969.830549956626,3945.7942169920307,3924.2801067251385,3915.7265943308175,3916.087351443316,3928.4229946154255
Y1444,1415.31891283194,1357.3003563563009,1326.1717405001305,1299.0368137439075,1279.2156004786475,1255.3487435062711
Y1447,5374.315898796756,5742.4205911189965,5990.859281765384,6265.123604546496,6489.833258067311,6587.757745197173
Y1450,6984.609910964966,7753.595479488373,8663.117635965347,9437.098016262054,10315.091001033783,11169.448032736778
Y1456,5323.460312502581,5648.835066826783,6053.259719686134,6504.319089309656,6995.158687145721,7466.96800404897
Y1460,8980.620973724539,9334.957435618806,9662.176274884287,9960.115066519518,10204.963614000659,10427.491502201994
Y1465,4207.365714975353,4382.352038938035,4549.905454231542,4670.693099928771,4814.061387601187,4965.123728759655
Y1492,1651.7005599506197,1764.771749558051,1861.9484279533224,1959.532271637767,2060.835341050724,2166.949547252059
Y1496,3187.4560199313605,3093.773847632929,3117.5685773425544,3039.780698829218,3004.6087441974128,2950.114967637583
Y1500,9492.384380499527,9356.737839380905,9307.140297094986,9210.296667615577,9376.982173124954,9499.072940746948
Y1512,2535.524176955223,2511.584154367447,2411.7686408758163,2402.862008213997,2355.288968682289,2300.4126638174057
Y1521,4150.7431631082545,4046.9449582834427,3971.7257158430025,3924.461983907644,3895.5934335752145,3878.279256194521
Y1550,2332.9850710257997,2405.8211679235515,2489.217566624357,2575.3358064145896,2672.1637297274065,2774.879415981634
Y1551,4042.701531114389,4356.057150594726,4559.183499616833,4821.401170762954,5128.329978727006,5416.40638263308
Y1562,11224.48802106454,11224.736172225432,11369.167235101411,11619.855608686634,11908.759810214056,12250.575389092359
Y1574,5601.62515367738,6253.284700030938,6704.413081579278,7040.555758705555,7284.7748810934145,7594.232797172322
Y1580,1678.4514003329823,2118.0371814303944,2387.972217135961,2639.261394076879,2831.5539889865468,2900.7499270968983
Y1597,2020.0065885452204,2115.6524981792422,2217.428471347037,2322.2605957856977,2429.393735184171,2539.3545281695187
Y1598,1204.7221176407556,1218.1776009581308,1209.8152898333292,1228.788047292016,1249.0949489257555,1258.1052593968134
Y1599,2861.6253222562045,2922.5732138288186,3004.1153386227656,3090.972663555687,3188.7641781325974,3285.2068442374293
Y1600,6085.47593378185,6477.531713052789,6945.7021199293695,7431.1055548043605,7936.41418907868,8447.544958253875
Y1601,5776.862382145558,5951.440861374697,6130.975782283288,6340.024054100229,6502.2950470010765,6719.164798585522
Y1607,4396.600338457656,4699.855551821265,4840.110932927236,4963.912834802813,5095.153723799367,5224.553623876791
Y1610,4310.806364259622,4586.01842345905,4902.844446407339,5249.892553815079,5612.739547946774,5977.624554638791
Y1625,4024.6524636370145,4979.209308054817,5860.610744486512,6536.130803821947,6944.6126617112905,7204.189516071299
Y1626,9504.183271697442,9537.566529196925,9608.748294413665,9696.922740779246,9836.288244129633,10023.645915775389
Y1638,1561.15217784369,1609.8373228553812,1664.5815136463243,1731.5147633961024,1802.0603896167158,1878.4387168047272
Y1646,9517.861012698006,9570.575735310256,9653.940745739335,9795.243632790693,9959.583101945918,10142.73094892223
Y1647,9602.451667974794,9602.536418314345,9627.885074539547,9694.488066404738,9781.207260358311,9886.734259503784
Y1656,8374.307766463036,8477.122039750186,8576.276806105356,8702.195149235062,8844.638843868805,8980.551322939797
Y1665,7841.108180840263,8183.659431298027,8503.673860390434,8675.10954554821,8649.505068619499,8617.657615502128
Y1679,7841.461450662528,8237.487604267493,8516.78018937675,8724.254123175673,8894.543992216368,9008.452540611983
Y1702,1755.6534699359358,1762.3468156927997,1771.8720091292787,1783.130951043445,1801.4216085831463,1822.207923656254
Y1723,11157.744074755818,11609.044467327756,12085.17874573512,12699.974730932832,13446.376943999445,14193.34862436869
Y1731,11847.618357838342,12354.16363448007,13065.927583427188,13901.669076085996,14819.224223346399,15748.563651592394
Y1736,4983.493935553236,4947.490816895171,4954.18445345561,4873.226129118605,4810.002014533682,4763.287053541346
Y1742,2767.0248567422195,2684.1624162824914,2611.9003555210397,2565.066550253229,2536.1098486431406,2502.7361430950923
Y1768,4221.419118754072,4183.013608805341,4131.08003031413,4029.104867808027,3935.007860056562,3888.933174006147
Y1769,15287.958378042422,15642.86613884451,15992.96042916389,16521.45921040058,16943.731767706813,17375.64193057592
Y1787,5983.086028612371,6118.587468649386,6210.278333481317,6357.67598721671,6537.767720077041,6726.901049952028
Y1794,3787.4400838663432,3970.5087121208003,4154.916314405485,4358.107061830426,4516.0527464154975,4648.487976262673
Y1815,1718.8130358236072,1912.6550412359038,2080.7300485125343,2198.74418259034,2280.9449739815554,2383.463593581256
Y1839,1746.4696058631052,1743.7139963387322,1773.4577965793692,1827.4110884603576,1892.587389316728,1954.5443402672581
Y1849,5926.1367766499625,6354.980345654509,6770.392082464726,7175.471091842683,7605.744251430077,8009.272595310264
Y1851,4215.487482558203,4623.747545450749,4948.982502442473,5180.425053105205,5369.3928635440325,5605.4792944465025
Y1855,9039.910457630414,9981.902092432205,10695.271598008192,11206.997428868523,11605.56358109722,12095.25721424932
Y1862,6695.757429408179,7059.140185247438,7249.863276713955,7479.025984522376,7547.406585841609,7630.116151568452
Y1881,6556.3787042097365,6550.890608154852,6378.060313956505,6563.8777359667365,6244.241643533509,6107.75406524025
Y1905,8561.336318424821,8531.687474135042,8578.956073979021,8668.657746419789,8774.047283021093,8891.549342385411
Y1923,3601.7839535909634,3832.0671809954697,4032.362481999091,4215.018441527405,4408.732468795177,4567.562300980109
Y1930,2425.714008904349,2530.0344291639035,2641.6301406463313,2763.9527523007396,2895.3100394886405,3025.137319597551
Y1956,1496.4942599642068,1528.8123293881306,1560.690582191844,1626.0361052282756,1677.8491579378542,1757.2348703559674
Y1957,3960.7555152979767,3470.0521566320062,3871.7662856725165,3773.001127780069,3875.4439184919497,3902.012815242969
Y1967,13929.010482547375,14071.50228948809,14212.068807242344,14506.42327069126,14995.909840352715,15560.704455834655
Y1995,5698.57094610323,5953.7968461630635,6214.7940913614475,6481.294462704249,6752.326602607452,7030.873199021198
Y2008,2495.6589662660645,2708.3556957284386,2864.4950933860637,2976.3390404164884,3056.161073590065,3160.5913721665092
Y2020,10337.816020822109,10476.033831730649,10677.57390443757,10772.819829366936,10916.122442402359,11064.082531195421
Y2032,6696.496364034545,6785.343061269653,6859.136762513053,6790.1648881567835,6747.289478935134,6726.553631008995
Y2035,2363.133169391419,2310.1480962802634,2280.1739353490225,2308.424951825,2334.678614508789,2404.3055755991363
Y2046,4268.603337858124,4225.111718599005,4238.294698677464,4195.6082812647055,4174.089302725597,4197.50004020731
Y2047,6474.669756799935,6498.609615898132,6586.892145001888,6675.488627731799,6823.850560778379,6969.904318681349
Y2048,4583.456059366972,4701.673186793518,4814.953712998511,4864.101750833514,4936.930720147282,5019.77406617587
Y2053,11022.01399786826,11162.685035595425,11373.529280009563,11504.03130086888,11719.814324666848,11914.081209285445
Y2058,8988.418741822243,9672.065278291702,10381.523550748825,11131.029526591301,11915.058752894402,12686.054828763008
Y2073,11506.40627475996,11708.180108858922,12102.164024252168,12191.54208698173,12303.21551761521,12652.63016493082
Y2079,7754.8149573829405,7671.882145157122,7682.495551219248,7579.231136640572,7483.101072251462,7433.735257249736
Y2091,4933.024260808134,5700.0588746886,6336.013037228107,6701.357741253297,6889.664921336761,7178.266917199236
Y2121,8054.862579410246,8739.875325570447,9293.21468801787,9746.747864504532,10115.445466364272,10544.971720605909
Y2124,10857.214792727138,11437.130043027313,11969.848098035869,12489.749407405576,12988.558407419649,13490.767608039012
Y2127,2970.001067819681,3274.9532218152835,3593.3199286713334,3855.129950595844,4143.589740194808,4434.807647723829
Y2137,5149.989481068717,5363.134793384576,5610.943399658155,5896.641149309291,6213.151499438965,6527.9391268445615
Y2144,42.28120993556786,955.4850275410517,1599.3472416291474,1904.3428362496888,1979.4534129984968,2174.0199215299626
Y2151,4110.505996373586,4487.692841272029,4820.7992374303085,5135.580433397649,5453.649341297571,5706.6831780691455
Y2154,1996.5355975964599,2169.8594408137064,2320.1554518939643,2467.2283539585783,2593.6191940412764,2721.1067216933548
Y2161,9073.444071292877,9744.893361449242,10519.922594368458,11339.098422467709,12200.694069474936,13038.967325150967
Y2162,12323.809233444408,13089.084886847988,13769.123073153238,14400.77278915447,15001.905347076556,15598.588519498786
Y2182,1736.6194973616134,1820.1239901070226,1911.2429247487946,2006.003445858103,2103.688275754102,2201.272887925401
Y2185,8045.58365708427,8412.924348445744,9220.738162643824,9711.391233644074,9899.006628887502,9861.173082636053
Y2216,2963.4399784670877,3082.460164428222,3215.517036212853,3361.88561042324,3525.5462885707193,3676.1625946741724
Y2220,8922.169754468072,8890.538004408943,8894.58830450641,8865.46232153045,8866.280386315453,8843.316536460985
Y2226,1439.1986353910172,1530.0312714405406,1610.0504321771189,1682.3714104661985,1739.4236171322932,1801.1647626152678
Y2232,2799.492747905754,2677.3503603712365,2571.6002072751808,2471.7724618241145,2415.187922184891,2452.3251011729126
Y2245,3533.127053976059,3677.9716902971268,3789.9222427606583,3905.9764909744263,4024.4911831617355,4132.651659846306
Y2257,2740.571232166445,3107.0366605086815,3311.123942120401,3469.3831429909847,3575.6419302609934,3658.2233372008145
Y2265,8690.202184299918,10134.362601005143,11204.962758988171,11830.732496916078,12204.987103781677,12810.47822959224
Y2273,4684.332500592661,4883.894623287438,5071.731583356856,5255.715692869875,5438.68082104534,5596.387668943445
Y2286,2220.1827185869215,2341.4489147782324,2481.039688748121,2626.7653927922247,2778.5545923829077,2927.637732249498
Y2287,9483.87749448019,9561.974962653683,9706.98092348769,9874.415240695016,10074.023741285917,10265.312210078931
Y2298,7009.363729486723,7540.363165599492,8042.380114742623,8377.520189257242,8579.681408169798,8856.248999196117
Y2304,2439.5224204070387,2527.850662111035,2621.653573875942,2720.339976144003,2820.6471343675757,2921.841456365396
Y2308,944.6732801528306,904.1202578753164,870.5858147052521,843.1794947883913,820.4801437405808,800.0369743798759
Y2317,10171.155444145203,10522.381149709225,10913.78546154499,11318.12672072649,11737.586175531149,12169.377552002668
Y2328,8885.845777890829,9008.174455537559,9155.593606749097,9320.101560654552,9501.514853650891,9674.13603374287
Y2343,1239.9450048820815,1327.5758906309973,1397.1642224155416,1458.9978901653894,1522.7808427696418,1559.434967756239
Y2347,1770.7731463494924,1791.8572925996434,1834.7885852409481,1898.6216852579219,1980.6744219187726,2054.124982502625
Y2360,2831.800217986107,2847.555172562599,2880.207961678505,2902.2312047481537,2915.340662240982,2911.65274143219
Y2364,1407.5801165141124,1420.5667233237523,1422.837023292891,1437.2705893758555,1453.8592135283636,1464.371100313682
Y2372,9561.564161874454,9258.160820290248,9101.543046060007,9009.076712624232,8962.673331072132,8883.585826100509
Y2376,2566.1204338848593,2572.357495415211,2576.2902304410936,2576.7686545133593,2577.444830644131,2576.812121498585
Y2378,1700.1076534986496,1722.4034312963486,1740.561343550682,1752.7560816407204,1763.0998203754425,1771.7608679533005
Y2383,1381.8759006261826,1477.6546663045883,1534.7932454943657,1570.737424492836,1573.4192156791687,1565.6650400161743
Y2386,3214.850848118468,3325.5214283863743,3393.947584728404,3426.029767791434,3435.8634994427402,3457.049137155219
Y2392,11070.955633439798,11346.145339228888,11584.658120193262,11718.176428296347,11730.289994694967,11749.010582186957
Y2424,973.2247601509093,1082.596876001358,1227.3125685214995,1349.185352897644,1487.1049464702605,1620.7080291271209
Y2428,1656.961886158393,2015.1977277215485,2181.5268593156493,2208.780524614677,2187.6253090838927,2209.6395075567993
Y2430,4326.905547082424,4527.861366271973,4622.1347588300705,4623.634076118469,4652.182523608208,4613.509680628777
Y2431,3668.9896778426414,3665.3412312217156,3659.832591939317,3639.036171631935,3590.1761037016986,3514.182497038527
Y2461,5955.749564612426,5493.63197125515,5081.40742466291,4734.511107466283,4479.940599914559,4254.748340417742
Y2487,4203.5919627380745,3671.6604802263414,3204.207636092928,2868.211536159068,2661.1301661084262,2559.278792688677
