V1,0,1,2,3,4,5,6,7,8,9,10,11,12,13
D291,10082.134712238312,10082.758788290024,10088.301405620574,10089.502194318771,10090.596113152504,10090.591113071441,10088.598333511352,10089.468897075652,10089.893574290276,10092.907744035721,10095.02986635208,10091.730362310409,10092.570815496445,10094.002926626204
D295,8456.46751006961,8510.388114112615,8551.334736484885,8579.197306614817,8598.701908034087,8612.724832303524,8626.555271723866,8644.006984884143,8659.00275996983,8676.683709792494,8684.596663588882,8692.4206587708,8693.908034973145,8686.557746261955
D303,9924.624696219396,9972.248278421319,10010.09645210713,10041.792475640892,10070.979682108165,10093.550927350007,10118.189084225665,10138.416949030885,10157.489765365743,10163.28122443069,10175.889457325944,10184.479999544334,10189.1612676599,10195.182376307497
D348,7709.818712473635,7694.158615565246,7676.6333881796945,7661.819836709562,7647.367905394487,7636.902782283526,7630.100694205591,7629.245421494775,7626.076989512538,7621.487999501829,7618.78824797862,7616.276867288871,7619.382048147212,7623.835290185735
D359,7102.597870927985,7090.18118358145,7092.745465571868,7109.13175914731,7106.911189629165,7105.842998052407,7103.089110197856,7106.106590962649,7108.46377095943,7111.745139200163,7114.416996820468,7120.397918856148,7125.481521150841,7121.674497322705
D360,7056.017062147552,7064.93171699379,7076.653593938825,7090.190492331886,7096.862382184203,7097.513795782767,7102.207712015477,7108.385417887543,7115.455062969495,7121.265463706483,7127.248569072794,7133.388106095953,7137.414394715477,7133.484263172675
D369,6914.940885585195,6975.927514918876,7021.583604549914,7058.462388093972,7087.932964802412,7109.359445132627,7128.024733900062,7144.938350319654,7159.714639439308,7172.682846167594,7182.517772588578,7189.102731188548,7193.932421942456,7195.209397882243
D372,8151.880427921087,8163.263416111037,8162.330934787509,8164.52705318953,8168.009241991367,8177.411380875803,8186.631321246924,8189.655779548497,8194.978709120185,8201.758220298736,8206.84370363628,8207.40491980852,8207.595673359632,8208.354405115206
D376,7574.703310270911,7454.667176290539,7365.358226059518,7306.740489185499,7264.841577152842,7227.50583448128,7194.287232222934,7176.1024627452825,7166.408910616075,7157.412400487713,7143.909124651791,7141.08037948664,7144.913245403071,7146.149361401497
D377,7323.280005087281,7269.751430614868,7231.732718474886,7197.57056848015,7174.712606832246,7160.42261190199,7146.8073897171425,7136.593251094945,7127.79049584652,7124.913010249948,7119.746545861652,7118.978946497358,7119.924521709892,7121.648723809866
D390,6841.405166327953,6889.18216407299,6918.550251632929,6942.377221167088,6962.848648518324,6980.152480721474,6991.8279394209385,7004.931021034718,7015.604088962078,7024.37697917223,7029.551608383656,7032.219223320484,7033.640088677406,7033.315567851067
D396,7888.963003447548,7917.548983129629,7940.845999229741,7958.0071610331515,7964.976507935364,7969.2223721749415,7970.572188846387,7970.7516755372135,7969.2190826135975,7975.190801505745,7984.895144535295,7998.582118364383,8002.368677601319,8005.268631523548
D401,6785.989674348936,6865.808135676528,6926.71637226586,6971.62193546566,7000.538092026671,7026.445305367205,7048.542373188486,7071.521283756523,7089.646433125089,7105.6912516020175,7115.810498396379,7124.112123211614,7128.231016581924,7129.1095500845295
D402,6819.546384186477,6890.494030168281,6939.233595699743,6972.306156849636,6993.082601598756,7010.736817991467,7026.888126118609,7042.072627662691,7052.463308024588,7061.753202724368,7066.909884161848,7070.754145446628,7071.673569092501,7070.1003558033
D414,6953.667451107105,6906.584231366169,6874.95790729482,6852.058700195403,6832.1547331254,6813.851337104477,6803.86892418211,6795.455768962764,6791.2473235827265,6793.128043160289,6789.643369652342,6787.126721533458,6786.452408591233,6789.749081766519
D423,4469.301940473894,4408.641215390246,4363.1639502210655,4327.3561478189595,4297.3801375948,4274.624372552223,4258.041359731758,4237.070024644325,4222.5769303960715,4210.540775404515,4199.236731364129,4194.462325536885,4178.803017634378,4164.814003734507
D425,1464.8445643079303,1477.4199096871541,1486.770390907965,1494.251689166752,1499.2398300993573,1500.2768868733497,1500.7058843815341,1499.1472556378808,1496.6195537952894,1493.9150511118712,1490.4377922075334,1486.9275334584656,1483.6761874697336,1479.7733738172738
D439,1775.2419543100102,1773.3926603330349,1771.2719286464117,1769.4892734518444,1768.5354456389641,1768.1952274951018,1767.2208623642284,1767.265242708322,1767.604042482093,1768.55529116662,1769.0181526208605,1769.3890988589317,1769.7378054470996,1770.5923502332216
D443,5009.0875462560225,5046.524584500708,5080.514914132916,5107.58158483084,5124.811825164775,5133.680520830327,5142.141170859393,5152.555766759126,5161.59884883792,5168.216976006196,5173.04594112221,5178.000574468351,5181.788698227549,5183.597888213231
D445,4983.951853902645,4991.734344327275,4995.314416153758,4998.325615307751,5000.953075151819,5002.288169229439,5003.211083761385,5003.936190847216,5002.542823168274,5007.746417914836,5006.471245409187,5007.876590606767,5009.748719243503,5010.843957139358
D449,11802.476160855427,11430.969499387878,11099.971368786866,10814.268350002145,10625.377106506496,10482.155500737954,10363.377938262332,10277.752420033612,10216.494525884336,10190.736829996094,10163.766531712172,10116.689769954877,10100.363215511788,10097.874854345653
D452,5774.768178238272,6136.628463333845,6424.081869656741,6660.073792448639,6856.058485799432,7013.786815756261,7152.733358915149,7275.160173278153,7379.008303694129,7462.957282951474,7529.577108815908,7577.771623253822,7614.3393955188985,7630.056270692348
D453,936.7352708917855,937.3543111407756,938.9532857108115,938.547159872651,939.3261586731671,940.0192323917149,940.5112396728991,940.130729895234,940.3336073487997,940.6280611276626,940.9845476663112,940.3714641332625,940.0344842028617,939.9757025444507
D454,2464.8136194954277,2463.3089979927654,2462.2510056445262,2464.8591680777486,2467.5055407105847,2467.0219665949458,2468.4418171249554,2471.5112854780155,2471.004684023537,2470.8870168525414,2471.615035026635,2471.9447561531015,2471.4986330940374,2469.932521005242
D458,2568.399301362049,2321.6190872062753,2125.4653595011314,1967.0592096938126,1847.87169918227,1756.9156474008978,1681.094436848647,1618.4624209670258,1565.1333932967173,1525.7428249717204,1492.033544597522,1461.8803465999044,1440.5636903053287,1425.070239710524
D460,10141.090493465465,10111.928300828597,10092.0344862758,10080.895674120227,10068.420435441583,10059.771414943016,10057.98712134446,10058.161590865151,10056.569302992488,10058.461961281804,10061.594180620874,10070.512689140143,10078.525798785447,10084.482231108641
D467,9314.410484506774,9304.435782631297,9295.65842802433,9291.418074034644,9280.905435631441,9279.743745553842,9280.87113083887,9281.135273192862,9280.591731949635,9278.260513217265,9280.796454870804,9284.974804667034,9286.583221616804,9289.698179153078
D468,10413.55533402256,10577.495435152388,10726.696730231288,10825.274678968419,10896.48185629831,10946.635335945235,10964.087073513105,10990.914941175954,10993.262786197378,11020.45134318336,11025.356031271876,11028.57835199468,11036.604848546549,11021.028031944226
D471,9585.051118141146,9572.9536166778,9568.059174065478,9564.342974970721,9555.812998742242,9556.143161535512,9561.802223342413,9568.569485321806,9568.395545491718,9567.535813798762,9569.513598033096,9574.062613401233,9574.818393261257,9580.18471217328
D481,12058.385451014292,12041.012700703603,12022.372621261487,12017.134374425463,12001.340325007333,11999.168826882293,11995.977854318528,11999.257057472649,11996.748393394253,11993.037075721884,11994.512761928576,12002.926548043713,12002.869163368412,12006.861164781249
D485,4544.525437787124,4466.238712094271,4413.161409300286,4372.0315685201895,4332.727627770447,4302.190499437883,4277.132532590485,4259.013845054305,4238.140715813999,4223.574871889585,4217.215816212271,4206.705991859059,4195.841151926173,4186.363816144124
D496,6797.429486853594,6787.100883378674,6775.639484460963,6775.13180858781,6771.015886692073,6768.671831470582,6767.443405876425,6764.783157892292,6765.873473919122,6765.677235348097,6766.736044337205,6769.775812056183,6768.522395244274,6769.97132403306
D510,2756.9637965112815,2758.665395713271,2763.2599718098986,2764.3416043321945,2766.1319297247082,2766.254350736315,2770.1030782517364,2771.819317749236,2774.2745105676263,2774.156860051512,2774.776414257539,2775.0747514783375,2775.8512630390355,2776.64544622272
D511,1453.5851783273629,1454.599637498525,1457.2438389189565,1457.797016853699,1458.8695693489346,1458.8316882670147,1460.9376375439379,1461.6987883942531,1463.0814077111404,1462.8679002165607,1463.285815610664,1463.1954202085788,1463.5886257279974,1463.7870917558555
D516,1074.9535399137621,1067.1849700129962,1062.0279959895659,1057.5448973767145,1054.202984186225,1052.1941844341738,1051.0633056849545,1051.0291468130945,1050.8824802889708,1049.9229622279474,1050.1430870791335,1050.0332744159655,1048.4121993520862,1048.448969987226
D529,15682.752003237065,15685.904976383918,15687.716275238234,15693.660739974684,15713.139032951874,15737.207361722025,15762.351667209867,15785.989786070604,15798.28253986638,15802.842775366904,15810.590088905927,15824.538896549238,15829.33435256639,15832.575677143033
D552,1553.3998110414038,1544.3988572272885,1538.6999227418082,1533.7198440284226,1530.1858002403878,1528.2431408699506,1527.2712870128594,1527.7973668206446,1528.179755744156,1527.1242239904348,1527.5928876409089,1528.2031229588677,1526.4957497881842,1526.9280134145902
D557,1882.522935695814,1878.6236480479467,1875.2569034730109,1873.2931080657129,1873.161232337974,1871.6001114983796,1869.878440633749,1868.5232820839067,1867.5703615449002,1866.9550062018598,1866.3438756043377,1867.100692167209,1867.4780376668361,1868.2620065264584
D559,2129.013342446504,2136.0784171645864,2141.1050658980143,2147.1116941613623,2152.284205996227,2154.501003849627,2156.1866500204756,2156.8171166800967,2157.713189399052,2157.8524855394444,2157.9062117241147,2158.939492171931,2158.532627880805,2158.6676956597144
D595,1750.6368330512794,1762.2952406224372,1771.998677801571,1781.3940609776457,1789.794460646084,1798.003131453253,1805.1969586830069,1810.9415261330014,1816.0971330524414,1821.1935251178438,1825.5777633109738,1831.4877130502532,1836.8088749112821,1842.719706273021
D596,739.8334257502685,738.0585520980386,737.9625718026116,737.3092046724291,737.1665587754125,738.0700383808999,739.0449608133581,738.9748898879948,738.9798629549294,739.1765301525872,739.1496276854625,739.4618479041477,739.8336234638376,740.2443570420251
D605,1214.4822834739402,1217.2122075908626,1221.3610354650903,1225.0471471079563,1228.4899521126736,1231.3737151262355,1233.2949681205798,1233.2151734427334,1232.9365216463802,1232.4877964297038,1231.7559147522668,1231.4362279586853,1230.8067003710587,1229.9269020742058
D606,1324.0167734494457,1339.3476058368333,1352.0969625004961,1361.817813747576,1370.3704810147342,1377.481578815827,1383.4601865815578,1388.1840470736415,1391.6288034889228,1392.84166040886,1392.53741517704,1392.595145213545,1391.8183803191878,1390.607338282568
D613,928.3856943528035,1131.7112063730442,1284.1609339550096,1398.2379524348005,1491.8260646612162,1561.0099554176632,1619.4414944675227,1669.7559815899567,1713.2940470037356,1749.275691709432,1778.7691124580406,1798.484458644805,1815.0460599446187,1821.1093143358362
D615,1261.5491028760675,1256.140302450593,1255.752949323831,1252.995219332401,1253.1867644193906,1255.4324411452264,1256.6615780121974,1257.5283549333024,1256.4227135515137,1256.6186326494005,1256.5315700462327,1255.451229756332,1256.7215092864553,1257.5680951062802
D618,1241.0768272411012,1238.8502515409705,1237.8864852889258,1234.7762846072837,1234.7558558051344,1236.576232910575,1236.414899836062,1235.9501469929723,1235.8007382347553,1234.4858926097395,1233.2307355444213,1233.2566160987076,1232.4918024314472,1231.508536748896
D625,1208.8574894630162,1206.2930016915802,1205.4917323064587,1202.3982774556127,1202.029857952556,1203.8732455658094,1203.8173981794034,1203.0943154650088,1202.917367012701,1201.8030627184646,1200.4067060152893,1200.3184946367298,1199.7416621919276,1198.7100524404627
D627,1022.6454125456053,1014.1889659794662,1008.7318489078289,1003.0863329004892,999.6976592781575,998.5716888324553,998.0754316715548,996.2075873392413,994.6966703429991,993.6656648347893,992.1561129855897,991.193368716513,990.7724605479507,990.7778243102111
D640,1535.309044719636,1537.638795644332,1540.6885896597844,1541.1625381461922,1542.2647103253457,1541.8367172838052,1541.3291337858905,1541.6835892849133,1542.20472031707,1542.1570587564065,1542.9164196917193,1543.270199310144,1544.2354717984306,1544.2067041783073
D643,1154.2982318927604,1148.5436021737878,1144.582658255931,1141.439873342967,1138.930983097031,1136.4902638721362,1134.3371718043654,1133.2432701028463,1132.5571068352415,1132.0306101841877,1132.2462210809672,1132.6152895540793,1133.3221385501738,1133.9472616315359
D683,8557.91019601822,8488.604535007476,8443.312748968601,8404.971592223645,8375.837418401243,8353.90611679554,8336.066381382943,8319.6596647501,8305.275076174737,8292.077075505258,8285.766585278512,8284.490956783295,8283.06061154604,8288.885098242761
D685,18523.991445196036,18516.685200569547,18512.167635291342,18497.160745262794,18504.256025578932,18518.870175685963,18543.171087743693,18553.322344755252,18552.2196120838,18563.9870622139,18576.69826985278,18571.7229117532,18583.258614747934,18612.760925243812
D689,17479.89061424619,17463.31774879262,17457.471878679004,17459.2002886944,17511.462177960322,17565.10996090641,17593.291248111225,17631.966981266665,17667.578197159717,17710.365050231045,17757.041666121986,17792.64260722095,17833.859769791674,17888.911944657037
D692,17197.579128776888,17181.1587045705,17175.440800927074,17176.71855051372,17227.87756278269,17280.4828477151,17307.94523045005,17345.849717365065,17380.763770791586,17422.68656980124,17468.483134803275,17503.40252524121,17543.842200418952,17597.915318409752
D705,3835.9562432810144,3319.00426222011,2912.618872180238,2584.06103437786,2328.82785852397,2129.7991906643656,1973.122452832566,1840.6448526903728,1729.6114650996656,1636.950053305217,1566.1061079008746,1497.460416676317,1447.581048055406,1418.5452009189135
D727,6186.439790981477,5957.6091888993615,5786.830322598666,5649.847610412322,5545.122567207014,5466.487219444308,5407.142576120023,5354.380815520322,5308.659413613703,5272.9692715684305,5244.309665112621,5220.0554867460705,5198.818872257605,5190.0786488717695
D744,1072.6873496067524,1079.7889048454165,1085.9077705532313,1091.7197376209497,1098.1089418530464,1102.5561627691984,1105.0904233717918,1106.4521342152357,1106.6522769761086,1106.3866534107924,1106.6265280139446,1107.2311511605978,1106.764293487668,1105.5181801372767
D754,933.3056265537303,940.0518059667781,946.6800623692433,952.0092958270293,956.6535282242863,961.109267072547,964.9075693485236,968.0648053367892,969.807708176181,970.500262847595,971.1809298690919,970.9268561180535,970.2846753631628,969.9830510124566
D759,1093.8157052695751,1098.455476232767,1101.7711072492598,1103.8879333257673,1106.2683353257178,1108.476241170168,1110.3065367817878,1111.3706643772125,1112.017179839611,1113.1674431478975,1112.5569165539741,1111.7745037853717,1111.2378169751166,1109.8072835314274
D760,910.4314771106249,912.7446695704125,915.4812136591867,917.4773272813808,918.8578980167604,920.0553532460452,921.5698868991554,922.9664538167439,923.3063396933738,923.7493742663453,924.3954369483257,923.8380995743388,923.2420518712682,922.9434804636675
D769,10571.98994483023,10514.706147841967,10478.833887421373,10443.851539058767,10418.861484093772,10408.892698525848,10399.17821727381,10382.89462068016,10375.883719452188,10368.87140644367,10368.969413919,10370.797178887962,10372.502693771476,10379.878310876913
D774,4988.066616785376,4667.60716208997,4417.302308717547,4213.519989205338,4059.0262066568594,3940.484515157158,3837.4863447217967,3753.8464107611753,3687.8964583224506,3636.770316814146,3597.022170219838,3561.6600018859617,3548.045836340032,3542.5709192283043
D787,11579.859527134895,11557.944990777969,11555.788749361038,11564.662965917587,11574.155885124206,11582.668392920494,11589.464535498619,11591.811402225494,11591.762731933593,11583.082459115982,11592.853388929367,11608.688932085037,11613.407738113403,11618.388331317901
D789,1311.5815803741593,1088.8699578746018,915.2571224791161,773.5577477120057,656.2475344401221,557.4202338534376,478.6104378444809,413.34542350557444,357.44913961592215,315.3636611438351,284.781884098609,257.51444997830686,236.46310409160856,221.63462743599985
D790,11424.586485671996,11289.261826586722,11191.451584410666,11113.13795249462,11060.2718388319,11030.829369556903,10999.22669688463,10974.515110230444,10959.382284343243,10946.483775544166,10927.067723643779,10913.459061920643,10906.050667297839,10906.37761030197
D801,12289.47870080471,12203.69191492796,12135.316286683083,12093.88593390584,12067.8300213933,12051.417219942809,12032.071670669317,12021.87910311818,12005.048154121638,11997.981827986241,11994.22979400158,11991.38086618781,11991.14287723303,11994.98172479868
D808,17048.576660290106,17072.71022816891,17083.74350564843,17084.06019861214,17095.454206627317,17116.35385264579,17142.20602455205,17155.827909766835,17171.369682280743,17198.322854857433,17211.606158530503,17223.19435445993,17244.08604793863,17256.288045022215
D823,11028.319459819795,10964.937880480291,10922.2358674407,10906.33977238536,10887.952972716093,10868.918687105179,10851.919434499741,10839.995246946812,10843.96733455658,10851.309771102668,10850.121602880956,10876.362704199553,10892.616852676869,10891.816455590726
D833,-5934.203642281331,-5024.823999196413,-4267.304041567855,-3647.2586051179474,-3131.1560444387264,-2718.1209265744924,-2356.9611264231003,-2040.6123863836833,-1770.4312331984097,-1551.753404443,-1377.786079311411,-1252.8876914716097,-1157.3800591468298,-1112.3793876176478
D848,1291.8084001424863,1311.122680538522,1327.2557467954816,1338.5045966677894,1347.8892550887874,1353.140911975655,1358.0663084290752,1361.544545506928,1364.4823047433206,1365.893653904093,1367.1902787016038,1367.247926366392,1366.5403801093762,1365.9930513522972
D857,1403.6387658147048,1448.374013597048,1484.997856308141,1510.7239853715366,1534.0922887846498,1553.0070632894162,1570.9938479729497,1582.9474229387872,1591.722498090713,1596.322894926771,1599.3905349728543,1600.7965543811936,1600.8884177182176,1601.5097711228104
D890,18303.349345957897,19152.0330209501,19769.12830433415,20228.88897532482,20575.38425988159,20789.93722752794,20956.944571565637,21072.460567222628,21142.257086534446,21197.17063769614,21168.598799611653,21111.516301783024,21014.017597432176,20876.42899877033
D894,1655.1397740422128,1706.2805507887585,1748.3644411236908,1777.8858808618425,1800.4716996117534,1818.3539241163733,1835.3139816605453,1848.4397233007357,1859.4230543231395,1869.7697413490798,1878.3424415705026,1883.6944606062114,1886.7063280843558,1888.0860459511746
D898,1387.7693795362914,1399.679853940339,1409.5792787241305,1419.040886715469,1427.3072531326816,1434.2809956137096,1439.3907427641066,1443.74554584466,1447.2238499757157,1448.9801362601602,1451.0289734675891,1451.6284403657814,1451.3400431928371,1451.9863551609294
D907,1154.7049613575623,1155.5009511973512,1156.7218576747641,1158.0689087711744,1159.354133075603,1159.9680028745947,1160.102181231459,1160.3061668322214,1159.4855198305547,1159.1396657820083,1159.000165728747,1159.0402884633015,1159.5270975648325,1159.1960403712471
D918,11163.561286973953,11120.380677604673,11088.790824985503,11056.40455932617,11035.371132802962,11022.184674835204,11012.828438878058,10998.5212164402,10981.455479431152,10970.946852493285,10965.674030327795,10956.85885927677,10957.733440113067,10966.131716251371
D924,13584.191537373774,13724.060199869493,13838.653933090827,13930.306472637661,13997.160943056342,14052.918431041566,14090.146068682921,14119.55386036854,14140.405412676319,14156.174859707793,14173.25858737602,14181.945820203702,14190.136276414973,14188.373657295266
D925,12220.788264860908,12247.532906748165,12275.752525807367,12295.630406023201,12311.61626443402,12322.003084749851,12324.863618232172,12326.900822577918,12322.199819289952,12324.186499636,12327.43904090677,12329.25026824945,12335.05028964943,12339.429954007788
D935,13789.83857392104,13945.579274674285,14071.944507138438,14173.56408110856,14248.495706794296,14310.862083161815,14353.795821352493,14385.972025234101,14406.78848756868,14424.035040748946,14442.227990581892,14451.647340529234,14459.349619633273,14457.894253833469
D952,12102.597368621855,12017.699542075117,11973.820062668854,11926.16407527904,11895.880920250216,11869.71545479776,11883.120056951178,11888.038221798648,11882.844368789629,11880.394242732564,11870.105616520807,11860.650492182245,11843.932594133974,11849.70889086298
D966,10012.978229665541,10060.15889310435,10100.864702875671,10136.815251142916,10161.615863990133,10187.027795527132,10206.702535280305,10221.732184176863,10235.91305067468,10244.811528348628,10255.293597876711,10259.375300471778,10256.075727868068,10258.29418955536
D975,11851.804735872414,11845.345432293609,11844.192703557806,11836.225189497374,11828.252899190387,11833.249955297366,11842.717394477771,11841.730364757059,11841.105411265553,11843.16121800378,11850.998120091119,11850.971850735068,11847.057165578104,11851.7871192816
D977,11326.219461213075,11381.087293986602,11426.952394491396,11463.068688949066,11484.16862394346,11513.716558820335,11539.451725866906,11556.672722090854,11567.362459440412,11576.156224461063,11589.005184240192,11591.925510102352,11588.548056490923,11586.529997004882
D982,1145.5964631981067,1148.3451366932075,1149.0952813809104,1150.1967510973925,1152.599134489616,1155.3126030303044,1155.5086997122478,1153.5799316668904,1152.1274206768824,1152.3529591370577,1154.391642120547,1155.0676293485305,1154.3802669275005,1153.8523152438413
D984,1161.9711089570762,1166.6887204483837,1170.5397647942732,1174.1590970067987,1177.3765048456728,1180.8995770696636,1183.0976447444214,1184.387417010074,1185.1490722451583,1185.3602601435475,1186.0963212271324,1186.2720342660905,1185.6696329441504,1185.7344289579864
