V1,0,1,2,3,4,5
Y234,8983.028830950909,8818.947585412065,8772.524601605934,8789.929503934427,8845.966837977649,8866.515001152124
Y251,2245.150644007026,2268.845468118918,2324.4192550464727,2401.290691111009,2482.808373101204,2609.0145650887184
Y260,7500.115932892092,7856.595830147639,8188.262062990778,8491.68936706805,8774.678664069243,9037.718885912584
Y263,7730.105497471125,7602.410465225067,7540.343179499774,7548.867552307907,7550.3141105010955,7650.8511570088895
Y264,2875.0437423001845,2930.6649808257266,2983.18951288872,2977.749355928992,2984.10130522761,3005.62359880697
Y269,11064.028292144916,10893.874007316135,10845.215541163185,10793.097173117932,10961.144222788053,11250.978331876882
Y274,3647.943122777964,3659.2627468718165,3674.593769824819,3673.9464136247243,3668.650040253399,3661.319083960811
Y279,2122.2083565070366,2109.24239398041,2118.245071343174,2145.7156387696946,2177.1389243617077,2227.0687014414098
Y290,4653.874065415324,4889.490670727873,5185.387425315606,5134.57536178974,5018.806836310562,5038.512410230172
Y293,2960.7926941980736,3039.1827210038628,3150.6905200131073,3272.9824526516563,3403.318018457909,3571.516007030856
Y300,3390.0949019992127,2939.008692978038,2583.0079368304705,2144.161060693306,1545.2821255319443,1271.1607570362842
Y302,10278.170137987889,9893.047457931087,9696.867330332821,9573.257391171373,9513.957168870284,9661.08425091774
Y304,4672.129199249413,5036.238701850379,5275.446826966216,5430.168985658096,5568.57456765703,5712.999947115584
Y312,664.2960978443587,791.4713541391668,888.0583961333018,941.165455180252,925.0843581213704,965.2615913156067
Y321,9307.324567382339,9138.844812013655,9055.70471546154,9053.199525714248,9047.36671120891,9166.971978861658
Y332,7154.896841673646,6522.893864264643,6047.888236995294,5651.447027993731,5434.800627973431,5525.974773148634
Y341,1450.7539794104173,1166.9307384320575,989.2428319626462,845.5330635169116,719.0712191096757,709.3811475555207
Y362,3400.64527619196,3400.8602189008443,3333.008773955783,3288.1876473583734,3250.600693003718,3243.6619196545607
Y365,2468.9297191945475,2502.8011338512474,2536.880843960173,2571.420450007063,2604.3121086316805,2635.9678208481637
Y369,16578.410916193985,16657.455966515132,16863.975575054,17143.153740821697,17462.87023946987,17991.851032149796
Y388,6469.961604621738,7142.545276879482,7646.284300611711,7869.650854209144,8170.182469083541,8288.962155154162
Y391,5861.835505026239,6268.1367931454015,6547.01853782413,6738.09587982534,6810.722068557369,6987.715694330868
Y423,5694.954033152922,5771.109812169157,5847.572502502901,5909.76695900897,6015.2780723101405,6127.874594756329
Y424,2143.532559349867,1931.457378916365,1736.7068898117066,1633.151456221547,1565.3096749767005,1609.4357408546352
Y444,8895.754833355182,8562.86542069768,8319.726265168614,8157.801006543864,7995.827319249158,7988.862644831284
Y465,5789.075707461455,5850.398874735168,5913.001260146343,5977.849103463601,6046.0086375302535,6116.900777150223
Y494,4147.62657556862,3762.8057734465287,3279.9645354568543,2983.7182362173544,3062.775071251338,3387.8183222897096
Y498,3137.9741269555693,2910.584398961301,2665.1444637381355,2519.4909770429167,2526.4441127002647,2612.387006432396
Y505,6434.123236417899,6802.91828613498,7080.139363157921,7356.819195331196,7652.00856672541,7720.792824903798
Y507,5156.314343872398,5503.584490218138,5750.781941898471,5992.231825239766,6244.646745430808,6305.813020785732
Y515,5230.240639672757,5199.518406107894,5267.0905574293065,5314.633846240931,5379.695003749326,5496.21710059853
Y519,8469.639854025148,8625.773590597035,8777.385269746163,8924.100390141206,9066.485612152102,9206.031891864994
Y528,5056.241472290897,5117.293393149212,5176.374114557751,5227.14215943856,5271.201193629127,5315.932845553987
Y538,2700.8016833878532,2416.6717822367846,2174.3647599572387,2012.0571466954073,1922.6411570980636,1969.2972438987551
Y549,7315.578233858197,6764.685875802623,6371.729166503695,6050.162187658897,5819.912877533676,5873.2284510877025
Y553,3329.7933400834954,3434.0115369968144,3643.03911477889,3778.132904299572,3796.69266843436,3843.825185603784
Y573,2421.9778970208176,2359.930225927269,2292.002795092759,2278.044260190586,2315.7168587482606,2372.790920111006
Y584,7773.662332067125,7814.772204096864,7859.633056042443,7907.352696032202,7955.910975006978,8008.639748411557
Y594,2620.293487497183,2665.402328146688,2708.5895967069305,2750.3190810912315,2786.1888543051114,2800.068113120475
Y614,3189.1402175343155,3161.7278818924024,3157.937044000351,3157.3826512967635,3168.2600666176177,3195.6007253034545
Y617,1761.4520716773288,1849.7010895074195,1954.9129758252711,2095.1513171044517,2205.810922016287,2310.9919147723995
Y622,4501.501682445152,4418.459213897331,4348.881232186897,4264.0758206096725,4263.064582749947,4239.324955865486
Y625,927.9784560395244,1066.2281711243297,1154.0237910760595,1190.1576952134528,1231.9849772173004,1227.0730452775115
Y627,7914.361279086419,8183.024116508461,8192.919580368645,8299.198758904731,8422.141007165863,8673.524259584052
Y640,1954.2521730523843,1985.7941883436606,2010.3929057895732,2027.5616846665903,2044.4513041838936,2061.326906391169
Y642,1363.7661861477864,1386.1735669094696,1413.3038561680096,1439.273677325048,1465.930917181351,1492.7300728358418
Y650,6423.745373038237,6625.098522726071,6850.727736196852,7070.7219735104845,7231.804291251301,7362.25454081774
Y662,1194.3531530404027,1237.9959706915513,1284.860744424352,1319.5641701422178,1340.7726032315388,1370.4184053395502
Y669,6057.250453566808,5902.269441983727,5789.005246974954,5693.795574856468,5628.129548837979,5624.7734749719675
Y674,3695.819528257328,3795.330614298063,4354.8635941857865,5039.16284633823,5218.405765091854,5498.517404543834
Y682,436.66358740329747,437.53335007429126,438.17044363021853,441.69569597244265,441.9269318580628,441.6076969146729
Y697,2138.3141025280574,2149.04522395573,2160.6331263290867,2169.945881862584,2177.0408392755503,2183.123806631327
Y705,3794.4669606284006,3853.6545308541126,3934.3013282790826,4042.7997064855763,4141.026902884919,4218.844867136636
Y709,6127.772501826279,6470.097138881678,6655.26013231277,6689.451832771298,6641.1822528839075,6680.370998859412
Y733,1249.457889358203,1240.6827658812208,1240.8405070702238,1245.7059119145079,1252.4056997398538,1264.939742634694
Y737,1952.046168266303,1980.4321257225604,2016.3181736707688,2052.933040461309,2092.7835663311125,2138.6267508831115
Y778,1650.7232257595372,1619.0624640753579,1598.7613933404994,1578.9009525498461,1566.4625622948718,1568.4186866005969
Y799,12017.171447185041,12049.430869685095,12176.606637871975,12382.961073709905,12633.8337121726,12892.880998605275
Y803,3014.1001604327616,2941.063842364018,2876.730818841645,2842.160484733929,2823.2571484472674,2851.3079905135455
Y806,1789.2669272571802,1816.4555599093437,1828.0882604420185,1847.027079463005,1849.0245934724808,1859.3160781860352
Y807,904.1004361484422,946.887984028777,971.2288840858241,1010.1720998361097,1040.8940308701676,1074.2795342748998
Y815,1994.2652320882646,2050.4781122434797,2109.685617882042,2169.77465941047,2230.717438510335,2283.5981463206044
Y816,2320.603761961347,2375.2404247929767,2444.3956096646625,2489.6917548746073,2525.501063090594,2558.286376020055
Y817,1537.599003596163,1580.319919328821,1623.99743410331,1661.0572779989516,1696.437442143167,1731.2027448884498
Y818,1308.2622016966343,1341.483701467514,1346.6753137111664,1310.5254483222961,1252.2936606407166,1214.7775709629059
Y830,5184.786015067287,5365.614949796929,5555.106456738845,5668.104129026598,5634.892688695696,5564.902476639072
Y838,2917.647342385314,2912.1788051583326,2907.3395641935626,2906.821451787901,2908.5942839166673,2914.434510773957
Y844,2226.6126351709067,2176.8528600285745,2146.8817713563676,2134.3365781775747,2134.2488204351043,2151.3660434985627
Y848,1575.0271797167895,1676.2476855497052,1744.0123105024998,1766.2850904439024,1770.5669045422305,1799.3182444544432
Y853,4052.285640919424,4105.606809708695,4165.327300650645,4224.886873058779,4285.59036678268,4343.784378003432
Y880,1224.9192357420923,1198.7486394882203,1180.9599140286446,1166.4586589187386,1158.4094128072263,1155.5033246695996
Y890,1608.2844089318728,1673.4238691170017,1716.0516409293048,1740.7137614963574,1764.1408322050518,1793.3226486792737
Y894,2563.8551355506665,2603.2800375339,2640.710337006735,2675.348533602443,2708.9633080385593,2737.888117712072
Y910,8692.172454460535,9306.904415467956,9545.718832889881,10325.443213610299,10230.457462362887,10144.683549058185
Y932,14713.615028950093,12857.067067057522,11411.79603730194,10934.667596838899,10454.783658544977,10557.49123556984
Y955,6648.189637238565,7198.827754174463,7690.515993107121,8029.216597073588,8327.668958295468,8625.774156180718
Y963,2547.560928056377,2553.3445835384896,2598.862300215382,2647.3319004367168,2656.839655523111,2645.998562329678
Y964,1713.8952175858258,1805.7638880738623,1910.395690145349,1985.9302077165787,2034.7472280048596,2092.4120590086386
Y988,2148.224506153915,2180.65555246246,2211.557167243426,2240.6351049410805,2268.635634530308,2296.5789515414294
Y1011,9412.269116342068,11003.941329717636,11827.49501645565,12085.326939225197,12199.203164577484,12593.726173639297
Y1018,7134.544587454622,7677.0839366529635,8071.582042745178,8305.29840396983,8628.416367939537,8238.421210220878
Y1036,1823.5498442252447,1925.5145229299833,2062.182229121523,2155.7508595784475,2188.5872761209775,2176.773418386774
Y1038,1460.238476039849,1464.44627058693,1468.051478268586,1475.211238505326,1477.6936626453025,1477.9763717670066
Y1051,4319.9863005253865,4369.636697619558,4417.639370384076,4463.806464641269,4506.998160002116,4550.446190794213
Y1063,4276.950672647585,5151.420397360232,5725.413770437653,6113.426344274709,6271.562649478445,6644.864509648
Y1069,6930.70610779961,6906.670306095284,6890.4677468073305,6902.292304771735,6920.2330741504775,6963.632700946327
Y1076,10737.746757834817,10641.907644491112,10577.290453003521,10545.302674052708,10513.58971988801,10522.821093471723
Y1095,8310.434916874518,9231.494534900587,10069.347033138507,10880.375996593117,11670.924072127968,12480.808530063987
Y1096,3508.0255710244423,3844.7192057046823,4142.46777743089,4444.462158547943,4771.612049840122,5104.544304195561
Y1097,3453.03778606232,3838.043856621044,4213.856558481767,4565.81239845653,4909.578165796116,5259.43024104264
Y1099,11434.289422411543,11430.960553185665,11436.818188692572,11557.305350517687,11761.943615187383,12074.946487873669
Y1101,6520.014746434688,6880.98020303011,7198.30403192997,7495.236652634134,7791.558787419786,8102.15294293045
Y1105,8640.111049575538,9112.123979930391,9541.446115301722,9982.088841807321,10471.847357166822,10974.385184570436
Y1106,8300.250931615488,8438.04856293737,8625.373821687961,8860.756051813047,9110.664063026543,9429.826657576783
Y1107,2988.7903181634792,3624.983599572328,4013.026383012736,4196.068453587712,4394.456489002553,4637.129554857345
Y1113,9708.295625354733,9623.92816204337,9536.36804532909,9467.08351583198,9413.91981067611,9404.979862312077
Y1135,7692.946707842604,8049.503215731962,9043.284505694233,9951.136875291646,10179.593972291943,10561.998559783184
Y1137,9813.273863627912,9866.273356176485,9966.770008545163,10216.116329685357,10409.501103577939,10534.424381277147
Y1149,5714.887286091765,5723.404870438611,5796.510246918355,5879.488339886197,5983.809711602577,6117.320823313525
Y1169,4099.620131702681,4170.56327162923,4243.096151761945,4302.789756915496,4353.62574395946,4411.724627677849
Y1181,9482.437917587504,10107.933472799332,10686.788114007104,11015.66806595043,11191.467278827118,11338.3530747998
Y1183,2813.603143488806,2570.375985613449,2414.304140564953,2302.158372533441,2250.9215857443905,2260.831464384629
Y1186,3220.777581140319,3357.665856367282,3536.899301062278,3684.2219198658936,3787.675303176165,3908.529266600107
Y1191,6184.160711410237,6201.40030869546,6204.990637565394,6211.787348682909,6219.700378794985,6211.24884847703
Y1195,16657.368411286203,14977.432928743581,13770.410716042537,12830.654080328639,12382.64168336073,12679.566389894899
Y1197,7521.887877586823,7510.233408377352,7311.208224173299,7183.880055889721,7056.057902946062,7006.475965636216
Y1210,2814.3513614288913,3222.8949979846234,3410.4875559560815,3403.52049608435,3233.4090823778956,3071.7648740139143
Y1211,3559.1523076664544,3279.914067704627,3108.3456024958255,2969.0890895614975,2859.8138722189556,2870.0599789503
Y1213,3905.8486641358854,4040.716647538127,4033.603126327298,4164.8298948433285,4180.234179984839,4224.868562057532
Y1221,8759.793987015304,8721.548379603271,8694.381580296209,8705.099434806209,8733.346420347823,8761.374632218067
Y1225,7061.071301961269,7528.108295373912,7827.857914139715,7745.123118777516,7255.381336782083,7043.209783056172
Y1245,12744.557057695689,12701.427962852125,12785.242230895465,12975.524648713974,13154.908843566387,13424.336901333243
Y1263,9494.881378303007,9290.217005756758,9148.481759626593,9032.969347509763,8957.634496058943,8994.65025262192
Y1278,6853.66045497708,6718.609529675097,6790.036164070732,6787.755548741512,6795.299318012216,6907.194023797059
Y1297,4071.9119521277553,3873.660590438213,3737.3103905008475,3662.015145004124,3644.1706962365856,3753.733219840902
Y1305,17135.412306492,17076.87437143244,17382.17917173351,17706.99285183874,18198.87971989943,19068.929117362044
Y1318,4150.4191571580395,4122.054318789902,4112.64828888284,4176.094794271593,4210.982572416925,4287.759407636193
Y1325,1762.4371477811017,1843.9974759935,1913.3184642760841,2005.8880247562156,2100.1522635451615,2211.810907136572
Y1351,3598.6326634512175,3689.550012016006,3758.8621180650994,3832.726755738582,3916.102685273614,4003.4685168600604
Y1354,7332.424885520259,7332.412439804757,7370.654940307827,7467.300025542635,7562.2887387689025,7702.811816495554
Y1357,10332.55553195931,10836.506271859576,11204.699851076515,11612.920489908069,12075.181915860225,12568.894661467131
Y1369,6393.51465920607,6761.815962543088,7093.518454829849,7455.064685841399,7854.968459357817,8271.128534078596
Y1373,1522.7288858228262,1447.0271531873282,1366.5332190328174,1314.4246922069126,1275.5809619658523,1256.0440830522114
Y1375,6798.958573637766,7121.025857327961,7435.92912837745,7820.23362226681,8210.67015893668,8660.345792918575
Y1377,3811.1476884574668,4049.393011040635,4329.1955639771,4574.3093251319415,4771.06588735308,4940.418884326398
Y1419,2203.65094005671,2335.295446252978,2412.19922212589,2509.566959810798,2585.6104179705044,2662.6305525067623
Y1422,4332.295352942761,4543.494142347854,4760.347367253071,4934.075287871024,5122.682204328662,5346.296380149116
Y1430,2285.1343686437535,2388.9668375058627,2484.0364544723725,2561.1608149488407,2638.674784559311,2718.2280024176034
Y1432,3768.650106591487,3819.7812315599936,3907.566465739794,3996.8740046712755,4037.260100729208,4076.404775535234
Y1433,3975.8026671421435,3945.7489770666466,3928.8316962140643,3920.8441895265237,3926.943883003601,3942.1246570364797
Y1444,1563.899137067792,1474.3459971427892,1413.9295103232043,1330.0493984301866,1283.0254084746027,1262.7270995656634
Y1447,5419.899097363351,5817.213109515124,6021.379974014098,6295.337998618766,6597.584847662079,6662.418592730866
Y1450,7478.074507236481,8218.065512180328,9162.931048870087,9685.91536283493,10348.955846786499,11129.85521697998
Y1456,5591.904700192269,5888.678346397532,6172.653024496265,6555.736019791535,6942.751128585261,7406.676752583189
Y1460,8836.073453529212,9165.983239602154,9561.173668874926,9916.960307251587,10200.719039235297,10442.082778231728
Y1465,4236.369940140239,4420.9104598944805,4610.733712145424,4711.622061817056,4838.301473019408,4982.384936186382
Y1492,1656.8902320598559,1780.1309940914307,1883.3818738127743,1970.1060919622576,2066.7594864000876,2170.4025159234798
Y1496,3449.1282020144904,3252.3309026294196,3241.9859014087165,3080.364621692225,2958.798181825205,2909.8619018130744
Y1500,9411.064309279129,9271.08326474826,9104.271141091986,9390.96185723941,9563.011289040252,9676.738320986435
Y1512,2667.897436618805,2655.3771567344666,2552.558480501175,2571.5662348270416,2453.2278740406036,2384.858468770981
Y1521,4318.535870085498,4133.659539031386,4034.3288079890144,3951.9374994269324,3883.16650556362,3890.5557541837697
Y1550,2351.7572423443335,2423.771572962447,2489.684699185266,2581.3106505573846,2682.224353470048,2787.2941742988082
Y1551,4307.756097378542,4605.375518433586,4815.356433195324,4964.5002913202625,5148.719535313749,5421.404614759316
Y1562,11855.141740971743,11590.837581027918,11566.168834573798,11648.792933767107,11803.474236810154,12255.739075367883
Y1574,5664.669701712084,6290.934172585485,6756.726568314334,7120.769782295689,7274.464231221583,7607.231060213508
Y1580,1518.7746100955555,2221.609454684789,2544.861465030248,2736.0738330417225,2897.1065097385,3042.2343783908436
Y1597,2038.7350363997393,2130.0671120222064,2225.442698796931,2323.646513449272,2430.9559180874608,2539.815235416776
Y1598,1250.559087850831,1211.5113817236643,1227.149134137414,1260.0761883042078,1273.194443442605,1281.1811439774256
Y1599,2868.476857760793,2903.4606423545233,3000.375080975831,3099.9764353613236,3203.0301369486956,3303.308880803401
Y1600,6267.515704537375,6581.062386821697,6984.634622874417,7422.032994703243,7886.1309270341335,8435.0902070554
Y1601,5725.073631983103,5874.54896702017,6092.405703525697,6247.523366150433,6524.15546077645,6756.139906723472
Y1607,4370.383295430374,4651.089928624306,4939.801780026063,5046.13222947175,5143.923696645279,5255.943952954631
Y1610,4475.011568236061,4680.519276186075,4940.35237731249,5250.131251612221,5567.943904086833,5966.131094181573
Y1625,4003.070110191127,5041.222389945162,5999.814236418665,6628.88417102542,6984.966415778711,7205.873866865853
Y1626,9660.800798744182,9647.12980190131,9669.330299942669,9738.14511017059,9858.704609497818,10070.760569083566
Y1638,1620.5908845971599,1644.9343824761122,1689.2148471786634,1740.2482154845654,1798.2817264507205,1881.765101156836
Y1646,9803.5619458051,9745.082975291358,9779.836627269662,9850.568165852215,9944.4368693235,10161.306314526191
Y1647,9792.259606281512,9730.614275922593,9734.758608142598,9753.303235676693,9792.151245052075,9914.2259320508
Y1656,8616.499656762571,8612.017667041517,8625.417930024774,8705.271506497607,8784.87276159874,8947.172424846121
Y1665,7763.181998093376,8078.851327259788,8539.61737807537,8655.918328125725,8661.905719597587,8626.450049240837
Y1679,7793.025599244789,8202.971273844467,8501.028059863109,8757.872326700559,8997.031880018161,9102.814838060602
Y1702,1778.981570951027,1778.721408980506,1777.0233241090705,1784.773564084846,1800.9934178690253,1827.3819792385389
Y1723,11901.440066337604,12025.664034229545,12327.79477312511,12904.161979830451,13405.748270794062,14204.500300938282
Y1731,12544.21889007221,12751.635632814088,13275.293170214698,13970.938484520642,14693.412129358308,15717.992917896165
Y1736,5146.146398274107,5116.551421848936,5142.919931713744,4999.3519400278765,4880.569043223067,4821.555208651228
Y1742,2887.115249746637,2807.9760913022324,2670.79837508996,2593.1762879761027,2517.6179572554393,2480.1930858262344
Y1768,4365.372304789228,4345.826040140791,4333.563711039228,4173.438268534345,4047.9405726114937,3971.3867472330758
Y1769,15949.86343666251,16034.650806424486,16153.237110228898,16719.19980091265,16994.035031773215,17434.33267242764
Y1787,6210.43465063643,6361.51315614128,6353.381857445006,6449.162723460674,6549.938284683827,6715.104157332896
Y1794,3738.849617843772,3917.2684968191993,4131.969247144705,4351.125524011506,4516.9414459470545,4655.5367481209005
Y1815,1719.3197557704684,1929.3977788271704,2098.1272525540153,2213.1404298580633,2300.247365987476,2406.0448072939485
Y1839,1796.5081472397196,1807.568958747305,1839.9960937259593,1870.436643266372,1907.494951915321,1966.5466354782213
Y1849,5928.167128407966,6364.851035761854,6776.823590528996,7200.029451227219,7639.612397372765,8031.605713629775
Y1851,4176.774675930128,4626.296960460964,4953.361209285137,5206.150685266125,5370.657416962194,5613.1311965046325
Y1855,9082.308608894315,10054.450160130873,10787.968801977258,11266.388883509248,11754.494038778432,12283.023256608
Y1862,6564.119885109894,6911.314726681509,7344.485071429592,7546.533858893101,7652.470862737267,7754.427368358696
Y1881,7073.145990589355,7044.446416889346,6417.570374786226,6653.940596150811,6340.105940838479,6214.081133639656
Y1905,8752.230197743058,8723.235559753062,8671.898300698878,8704.740481070161,8752.945421860099,8865.095902106643
Y1923,3588.234640665976,3824.693005843954,4039.0689763336345,4210.671538822167,4410.790785968036,4570.523725157325
Y1930,2491.072898602535,2569.341484738957,2669.163663790756,2780.541191320226,2890.6957135402677,3027.852818720066
Y1956,1488.5587602811888,1503.511539149019,1559.6327991506953,1603.2582256586088,1703.8086840669068,1781.9616495784421
Y1957,3747.620846768943,3172.164872591555,3655.901634946198,3532.886632681478,3867.671524788489,3950.3513071596253
Y1967,13924.397965403508,13962.583968160156,14169.923475334097,14585.08405359059,15094.838091310094,15735.535539774984
Y1995,5746.37384832491,5986.543728124886,6234.471806662961,6486.0914631124215,6759.708911328994,7043.318765436985
Y2008,2501.351291093594,2719.230067481783,2879.7952814001937,2998.2112047977785,3054.2356783134114,3164.8066469353275
Y2020,10513.591414820732,10672.875652399824,10896.379141349344,10907.025612471833,10971.821883120057,11091.690175336142
Y2032,6827.0139882696985,6829.874904240501,6913.413823832405,6849.863635362518,6778.0751306547045,6750.738993014228
Y2035,2582.4598881984275,2453.8762821722294,2387.1670688938407,2333.5404923294313,2330.0842282888148,2425.7029948133645
Y2046,4267.46702084939,4242.424550847216,4248.646569124861,4212.187353313966,4233.6558661262225,4247.805767766638
Y2047,6613.000360119342,6603.386917710303,6648.139559435844,6748.364141249656,6845.444819322228,6968.770414924611
Y2048,4768.146409661191,4894.096634015145,5055.663079499027,5019.003430140825,5017.137786832289,5083.817128579704
Y2053,11346.000785604676,11467.523847916847,11698.142099681194,11802.17426088084,11854.029125561108,11982.929407535381
Y2058,9208.899747133255,9819.282443523407,10486.206193566322,11200.34168601036,11901.789358854294,12697.247279286385
Y2073,11715.219724724002,11957.025452597853,12369.414670158048,12335.449548893248,12558.514174101327,12871.795241507116
Y2079,8007.050480475687,7930.094218793177,7918.451084401869,7816.31348111894,7657.352310731672,7567.547987761759
Y2091,4949.038356203938,5710.6702150921565,6375.518116616726,6765.902538196961,6888.215339356056,7199.982364505869
Y2121,7925.850767200163,8558.835404525144,9150.611234620119,9658.738282938675,10070.822234476454,10523.816642194806
Y2124,10860.273490010406,11428.724093553932,11978.24660765749,12488.139809603414,12990.63031195971,13491.305678836932
Y2127,3065.0980162170335,3356.8210586232863,3672.176754481298,3935.3518891303515,4188.10800056665,4464.867871285609
Y2137,5434.795077688659,5513.315847410516,5690.113755007961,5926.146219831728,6165.74691716201,6516.880325655493
Y2144,241.52417983583155,1233.5699314963626,1804.8027301916213,2057.3854054100684,2166.6250051147526,2377.685425389374
Y2151,4070.8503196267757,4452.298428018802,4795.49763998296,5125.066273755745,5459.768155805148,5718.354223274744
Y2154,1985.8839791971377,2165.1101906267268,2317.6950776160147,2468.1518079445077,2601.5204974082953,2741.2524824393568
Y2161,9351.298743486404,9953.177932620049,10608.485259652138,11377.349886596203,12133.763121396303,12985.315789401531
Y2162,12283.575541054683,13062.402332221523,13766.285137121418,14403.878470371186,15009.462495652338,15602.03291014143
Y2182,1760.734795941409,1836.2546370056525,1917.8861728365318,2007.7218582678713,2098.040743315355,2198.8552731860204
Y2185,7293.366208007514,8125.753089394157,9174.478630198744,9815.426822582638,9996.933024481363,9954.925455066848
Y2216,3088.4226576783194,3157.0138340660765,3251.2160868339884,3377.552008806733,3496.942873370694,3660.3287156269616
Y2220,9059.25260878669,8991.433438216318,8985.369682656396,8940.322825013269,8947.962793599236,8898.716639147866
Y2226,1420.3318708727363,1501.6786449209396,1595.0444753515762,1677.040113264673,1738.063397164839,1802.7199224355004
Y2232,2816.506998827963,2751.1389500305945,2612.9566704497165,2511.3866324126807,2521.175535337639,2550.140593831263
Y2245,3504.3984147906303,3633.476946055889,3774.2234414815903,3914.172025322914,4032.3555666208267,4141.181266903877
Y2257,2676.9458105768913,3053.2051708080257,3279.450531337379,3506.8427576685945,3603.138939150638,3675.0048649753785
Y2265,8685.894673894618,10205.399321591769,11278.154660283164,11940.643953999477,12307.455765594668,12952.462277761799
Y2273,4653.717032984543,4860.872948654304,5057.59226727479,5244.838618568581,5428.654356106175,5594.162519192724
Y2286,2258.8523838043216,2371.3125846505163,2495.4107919454573,2634.312733900547,2771.710695785284,2920.2543128699062
Y2287,9661.607511611757,9686.023017068672,9790.263578005579,9931.671563549775,10069.421975978134,10242.683514444923
Y2298,7022.288611200171,7543.173046397098,8073.055976679401,8410.742185066862,8588.740566453273,8879.434220487354
Y2304,2437.66176461389,2530.465548363685,2624.1996115517672,2723.7788204094236,2825.2047508388887,2926.4730579321317
Y2308,952.5304770071316,914.4156753579389,881.5936003071075,855.4037279350129,833.5578288364495,811.2574551292997
Y2317,10276.141159415245,10586.526794433594,10956.584236979485,11340.60913848877,11737.333176970482,12172.033514857292
Y2328,9037.977246048767,9102.747499282477,9193.556569817716,9331.809240236931,9465.116602835082,9659.365401576895
Y2343,1235.4653795732743,1323.8259211129023,1398.5384134993842,1465.658123555195,1534.0632125306315,1568.8802878154288
Y2347,1900.5043357821137,1912.9375043358455,1893.9563431938764,1918.5991499087913,1951.0106052572955,2019.5954862813207
Y2360,2815.5051344633102,2847.4881677627563,2890.3904353380203,2906.091037273407,2920.7821640968323,2924.4362325668335
Y2364,1414.750306408275,1429.8737158650547,1437.4906363100463,1455.0926909636328,1467.0247186965655,1471.7252172250985
Y2372,9946.093273564975,9546.185711643378,9338.577208573977,9106.283414182823,8907.738736025254,8802.416179670374
Y2376,2569.436370390654,2573.2872544109823,2576.7916841983797,2580.9226003170015,2579.319597530365,2577.705897974968
Y2378,1683.3828938901424,1705.1922025680542,1719.6211737394333,1751.369994044304,1763.7279744148254,1774.2348070144653
Y2383,1404.9311459064484,1506.9804468750954,1549.5746564865112,1591.437417268753,1581.6648536920547,1574.1285037994385
Y2386,3246.313589612647,3352.58396605651,3412.2982786099155,3443.0853633085926,3436.7289833227833,3459.7274712721546
Y2392,10866.334319480438,11055.1628892801,11457.498517849226,11675.820609547873,11727.645741917868,11835.469870784063
Y2424,1044.5848051071166,1147.1870475769042,1298.1335092544555,1388.7857275962829,1494.5859397411346,1617.8263504266738
Y2428,1699.7089822797045,2064.396040282266,2245.1275250439007,2253.1791765324524,2277.204740299815,2332.748014752908
Y2430,4215.390088260174,4450.145019888878,4606.1240446567535,4719.333149194717,4861.779353618622,4749.577388763428
Y2431,3679.7320600014773,3668.903697222233,3676.8166681263315,3658.803290155453,3596.0266792679904,3516.1636347513236
Y2461,6236.562131182516,5724.153323221554,5268.144152660019,4891.397031254565,4543.58678320475,4337.098139164199
Y2487,4641.9620490988045,4035.8263425001833,3486.621074661589,3082.5560396389164,2774.4964479637238,2727.09883727538
